FINANCIAL TYPE,SYMBOL,SECURITY NAME,ISIN,PRICE,QUANTITY,REALISED P/L,MARKET VALUE
Equities,FICO,Fair Isaac,,412.01,83870.23542734854,368984.4022719858,34555375.69842187
Equities,CI,Cigna,,274.05,61743.431201432104,-41519.41093208199,16920787.320752468
Equities,DFS,Discover Financial,,88.6,31161.970549185044,-42600.322271098914,2760950.590657795
Equities,NFLX,Netflix,,235.44,59670.90303893355,63499.94795706702,14048917.411486516
Equities,PRU,Prudential Financial,,81.4,37086.09247415621,43331.190783066384,3018807.927396316
Equities,HIG,Hartford (The),,60.88,99730.45374253849,1044.7335472978782,6071590.023845743
Equities,RF,Regions Financial Corporation,,19.47,104358.01711801192,4232.4126226787785,2031850.593287692
Equities,PFE,Pfizer,,42.06,182048.47695545515,8474.857570169284,7656958.940746444
Equities,SO,Southern Company,,65.29,100497.68772577113,37318.460225989445,6561494.031615598
Equities,TMO,Thermo Fisher Scientific,,506.26,179974.5156036978,-939556.3021378049,91113898.26952805
Equities,ON,ON Semiconductor,,62.33,179610.0078021993,-106010.14309791774,11195091.786311083
Equities,WHR,Whirlpool Corporation,,128.1,20947.15297167555,-21678.113617237927,2683330.295671638
Equities,K,Kellogg's,,67.88,148858.40711079564,21669.821593669185,10104508.674680807
Equities,A,Agilent Technologies,,120.73,164211.1399341409,-122435.59760737247,19825210.92424883
Equities,LYB,LyondellBasell,,71.4,3398.0234856033626,-524.5472687356402,242618.87687208012
Equities,CLX,Clorox,,124.42,27679.11590887983,-23359.920264222965,3443835.6013828283
Equities,CNC,Centene Corporation,,77.81,109544.79729286343,20843.212626856504,8523680.677357703
Equities,ATO,Atmos Energy,,99.3,49757.05520578057,34795.54210183402,4940875.581934011
Equities,LUV,Southwest Airlines,,30.36,199732.80396161132,-124806.47482529734,6063887.92827452
Equities,ZTS,Zoetis,,146.99,196344.47156528203,158809.613410628,28860673.875380807
Equities,PGR,Progressive Corporation,,115.86,81771.0908929001,-47841.20875282708,9473998.590851406
Equities,CHTR,Charter Communications,,303.35,2684.568223131028,-24760.70579639189,814363.7704867974
Equities,NTAP,NetApp,,60.02,120113.20313466115,33936.13016277086,7209194.4521423625
Equities,FTNT,Fortinet,,49.13,130823.56296019163,-2538.928895589848,6427361.648234216
Equities,MSFT,Microsoft,,230.67,176712.23561503892,669227.7244155946,40762211.38932103
Equities,MO,Altria,,37.94,108036.19498016484,39768.5962222837,4098893.237547454
Equities,NVDA,Nvidia,,121.33,182604.69088210046,358646.6034066509,22155427.14472525
Equities,FFIV,"F5, Inc.",,144.73,193958.27969642007,-244031.1825160059,28071581.820462875
Equities,IDXX,Idexx Laboratories,,325.8,81209.14420921948,222836.6883770984,26457939.183363706
Equities,INTC,Intel,,24.93,88954.91792928454,47558.952365364596,2217646.1039770637
Equities,SYK,Stryker Corporation,,200.87,86196.09685312405,8650.320883716002,17314209.97488703
Equities,VLO,Valero Energy,,103.54,35946.70701337798,-11168.14777364717,3721922.044165156
Equities,NOC,Northrop Grumman,,463.03,159321.91714826773,63083.975011753675,73770827.2971624
Equities,DHI,D.R. Horton,,66.7,29005.83967992079,-6399.831563534112,1934689.5066507168
Equities,ANSS,Ansys,,221.7,40885.886681987875,82472.39817022665,9064401.077396711
Equities,TJX,TJX Companies,,61.14,125207.23549033338,1847.9678797705078,7655170.377878983
Equities,EMR,Emerson Electric,,71.52,9427.518944653088,-5286.366354208669,674256.1549215888
Equities,MLM,Martin Marietta Materials,,320.38,164095.39283971264,-396216.63612053957,52572881.95798714
Equities,DHR,Danaher Corporation,,257.46,165290.12670472515,7484.960573798735,42555596.02139853
Equities,EA,Electronic Arts,,115.17,29599.316527295905,-23853.76998397619,3408953.2844486693
Equities,SBUX,Starbucks,,82.51,104499.97110174468,-2022.8442681923455,8622292.615604954
Equities,MRNA,Moderna,,118.25,6936.636012788226,7845.960473968782,820257.2085122077
Equities,TROW,T. Rowe Price,,101.64,6901.147516855032,5086.866409378073,701432.6336131454
Equities,AMP,Ameriprise Financial,,247.89,21683.402768074204,41617.154439534264,5375098.712177914
Equities,ATVI,Activision Blizzard,,73.55,86420.28860147126,50765.099108052265,6356212.226638211
Equities,JPM,JPMorgan Chase,,101.32,156433.29007352085,-85024.97648732821,15849820.950249132
Equities,WY,Weyerhaeuser,,27.31,79134.97811613939,-821.749772754639,2161176.2523517665
Equities,GWW,W. W. Grainger,,483.87,7281.966377061232,-73240.0659532055,3523525.0708686183
Equities,LDOS,Leidos,,86.46,101048.85136645667,-95782.7134549305,8736683.689143844
Equities,PTC,PTC,,104.6,115476.69938809687,112495.46781309758,12078862.75599493
Equities,JNJ,Johnson & Johnson,,158.79,9272.73450469831,2762.233431538638,1472417.5120010446
