FINANCIAL TYPE,SYMBOL,SECURITY NAME,SEDOL,PRICE,QUANTITY,REALISED P/L,MARKET VALUE
Equities,POOL,X_Pool Corporation,,382.17,42723.117083268924,-261132.81003841665,16327493.655712886
Equities,WHR,X_Whirlpool Corporation,,149.6,108097.11380091652,-202458.62411169446,16171328.22461711
Equities,AVGO,X_Broadcom Inc.,,577.75,4203.011344510404,-14611.521496855037,2428289.804290886
Equities,NVR,"X_NVR, Inc.",,5270.0,46759.7910447058,-1149161.7054097592,246424098.80559957
Equities,MA,X_Mastercard,,369.49,142542.3664022225,-365718.9229584731,52667978.961957194
Equities,RJF,X_Raymond James,,111.8,50653.60265697066,27733.83069745737,5663072.77704932
Equities,O,X_Realty Income,,66.16,52196.14455496452,3347.6223839243453,3453296.9237564527
Equities,J,X_Jacobs Solutions,,122.75,89733.34288524484,75466.55871041807,11014767.839163804
Equities,SPG,X_Simon Property Group,,124.49,131401.27009301135,-78083.30784104734,16358144.113878982
Equities,VLO,X_Valero Energy,,136.65,71111.29500317552,-53833.67005166802,9717358.462183936
Equities,COST,X_Costco,,508.23,85495.29956706603,-515695.5075583736,43451276.09896997
Equities,K,X_Kellogg's,,67.38,135735.638440408,-81196.00188844948,9145867.31811469
Equities,ANET,X_Arista Networks,,126.02,37518.67627056463,-11054.398623566973,4728103.583616555
Equities,GRMN,X_Garmin,,97.45,24585.583582230436,28220.457831539476,2395865.120088356
Equities,MTB,X_M&T Bank,,153.05,127650.52720384294,-280962.08346609987,19536913.188548163
Equities,CMG,X_Chipotle Mexican Grill,,1646.38,83443.68479103666,3294846.9348652964,137380013.76626694
Equities,WRB,X_Berkley,,69.9,24376.16564243657,9458.66900590489,1703893.9784063164
Equities,VTRS,X_Viatris,,11.74,11712.236145012605,605.01353581912,137501.65234244798
Equities,MCO,X_Moody's Corporation,,320.36,87546.50159524659,-217573.01179080966,28046397.2510532
Equities,KMI,X_Kinder Morgan,,17.72,116232.37390111294,1794.214898810434,2059637.6655277212
Equities,ALLE,X_Allegion,,116.6,94390.06730256809,-77791.67568911827,11005881.847479438
Equities,PPL,X_PPL Corporation,,29.08,145968.58629525805,-490.53018092736016,4244766.489466104
Equities,CFG,X_Citizens Financial Group,,42.13,75650.38628358571,16014.786792613242,3187150.774127466
