FINANCIAL TYPE,SYMBOL,SECURITY NAME,SEDOL,PRICE,QUANTITY,REALISED P/L,MARKET VALUE
Equities,POOL,X_Pool Corporation,,349.19,43182.50543900299,40135.80719295607,15078899.074245455
Equities,WHR,X_Whirlpool Corporation,,135.95,105778.50276018321,52302.556109737634,14380587.450246906
Equities,AVGO,X_Broadcom Inc.,,623.18,4082.9017205044597,710.0913991058974,2544382.694183969
Equities,NVR,"X_NVR, Inc.",,5840.0,45134.39001606179,1252395.5557697944,263584837.69380087
Equities,MA,X_Mastercard,,379.48,138926.64365309858,44143.25860669588,52719882.73347785
Equities,RJF,X_Raymond James,,90.16,51639.39930039057,2440.2297740613444,4655808.240923214
Equities,O,X_Realty Income,,62.04,50163.25821257526,-2500.245890953609,3112128.539508169
Equities,J,X_Jacobs Solutions,,114.96,92442.51657792187,30443.765393980568,10627191.705797898
Equities,SPG,X_Simon Property Group,,111.46,133104.88683900633,-19259.38731347319,14835870.687075645
Equities,VLO,X_Valero Energy,,112.72,74238.89182759146,333580.23174039146,8368207.88680611
Equities,COST,X_Costco,,501.23,85835.81654234062,-65472.475774701605,43023486.325517386
Equities,K,X_Kellogg's,,69.15,143048.13729746745,-68021.61938736925,9891778.694119874
Equities,ANET,X_Arista Networks,,160.16,38545.696105385214,6173.572761728154,6173478.688238496
Equities,GRMN,X_Garmin,,97.49,25354.12007672895,2528.333382065675,2471773.166280305
Equities,MTB,X_M&T Bank,,124.49,129438.1381370723,-101198.92091580392,16113753.816684129
Equities,CMG,X_Chipotle Mexican Grill,,2067.62,84958.98533100857,-3273075.5564048975,175662897.25009993
Equities,WRB,X_Berkley,,58.81,23277.32768192171,-1896.741464456747,1368939.640973816
Equities,VTRS,X_Viatris,,9.11,11823.781251155582,-363.0555874940856,107714.64719802735
Equities,MCO,X_Moody's Corporation,,311.62,85071.35593284918,-43294.06602318988,26509935.93579446
Equities,KMI,X_Kinder Morgan,,16.88,116968.09694163044,-1162.9170640438085,1974421.4763747219
Equities,ALLE,X_Allegion,,110.06,95244.14578873407,41453.515019002254,10482570.685508072
Equities,PPL,X_PPL Corporation,,28.46,142999.58783175028,-4288.553336177798,4069768.269691613
Equities,CFG,X_Citizens Financial Group,,30.09,75672.98422830847,-1056.4539157893569,2277000.095429802
Equities,ABBV,X_AbbVie,,149.46,51637.38715462759,-19849.067266708447,7717723.88413064
Equities,MAS,X_Masco,,52.95,113477.23041677383,10354.811657213577,6008619.350568174
Equities,FOX,X_Fox Corporation (Class B),,30.54,144534.85504890874,-18944.009261865434,4414094.4731936725
Equities,CSX,X_CSX,,30.53,55158.074711561276,6991.948558971485,1683976.0209439658
Equities,MKC,X_McCormick & Company,,87.45,43516.624822620906,-51508.35185839096,3805528.8407381983
Equities,QRVO,X_Qorvo,,92.08,61452.58259299306,17043.746542323697,5658553.8051628005
Equities,HST,X_Host Hotels & Resorts,,16.02,4119.636279049233,-195.4773812000525,65996.57319036871
Equities,CDAY,X_Ceridian,,63.48,12717.999465619077,8864.461724702609,807338.606077499
Equities,SEE,X_Sealed Air,,47.75,104703.81054882417,-10679.850588157358,4999606.953706354
Equities,MNST,X_Monster Beverage,,56.0,86989.70474719154,14484.31518952344,4871423.465842727
Equities,LNC,X_Lincoln Financial,,21.35,155056.10727615797,5209.909721701151,3310447.890345973
Equities,LOW,X_Lowe's,,206.85,111159.29009129487,190626.65755476197,22993299.155384343
Equities,WAB,X_Wabtec,,97.35,8194.695790426158,-1088.1684286229167,797753.6351979864
Equities,EXPE,X_Expedia Group,,93.96,67877.0028598402,-31624.544121182364,6377723.188710584
Equities,SHW,X_Sherwin-Williams,,236.38,92159.99067540618,311054.2083302793,21784778.595852513
Equities,GPC,X_Genuine Parts Company,,167.24,148674.61278558787,-8616.627278880187,24864342.24226172
Equities,HWM,X_Howmet Aerospace,,44.21,79896.42659133536,-26437.263300292634,3532221.019602936
Equities,VRSN,X_Verisign,,221.8,69389.56894531367,175022.2349921394,15390606.392070573
Equities,TGT,X_Target Corporation,,155.36,97972.2542889756,-39021.61501246417,15220969.426335251
Equities,HON,X_Honeywell,,197.71,51062.01665337575,33239.554222732295,10095471.31253892
Equities,DHI,X_D.R. Horton,,109.34,149091.9524542236,-70350.18281060614,16301714.081344808
Equities,LHX,X_L3Harris,,193.89,124901.93609160381,-1439.2723862197388,24217236.38880106
Equities,SJM,X_J.M. Smucker Company (The),,152.28,37746.10033526317,10392.794778000934,5747976.159053875
Equities,CMS,X_CMS Energy,,61.26,95350.78951417233,-11611.288339888015,5841189.3656381965
Equities,ADI,X_Analog Devices,,179.02,151998.7291795221,182691.2422239424,27210812.49771805
Equities,CAH,X_Cardinal Health,,81.66,36964.71706397021,1682.1125830712967,3018538.7954438073
Equities,KO,X_Coca-Cola Company (The),,63.67,15129.78833322297,-996.0895428998188,963313.6231763066
Equities,OMC,X_Omnicom Group,,89.9,68160.66381894014,5340.157464743761,6127643.677322719
