FINANCIAL TYPE,SYMBOL,SECURITY NAME,SEDOL,PRICE,QUANTITY,REALISED P/L,MARKET VALUE
Equities,ALL,FIN-Allstate,,117.94,221014.15001499237,47166.9977625021,26066408.852768198
Equities,ALB,FIN-Albemarle Corporation,,266.22,162461.8938543041,230588.61670205896,43250605.381892845
Equities,AKAM,FIN-Akamai,,90.28,42883.3425402224,-10204.900848978248,3871508.1645312784
Equities,MTD,FIN-Mettler Toledo,,1212.46,88240.72407314995,130855.06129025586,106988348.3097314
Equities,CARR,FIN-Carrier Global,,38.47,9071.476306585508,1643.9124477867185,348979.69351434446
Equities,SJM,FIN-J.M. Smucker Company (The),,136.18,94013.48172279526,-1076.8703270966976,12802755.94101026
Equities,VZ,FIN-Verizon,,39.12,180604.84646747512,9021.285387153179,7065261.5938076265
Equities,VMC,FIN-Vulcan Materials Company,,165.04,206994.5957229966,13695.255045200873,34162388.07812336
Equities,STZ,FIN-Constellation Brands,,242.63,66799.05280303874,29314.7230110119,16207454.181601288
Equities,KEYS,FIN-Keysight,,163.89,246579.2196062788,-289298.7610917938,40411868.30127303
Equities,HRL,FIN-Hormel Foods,,49.02,137721.50392725272,-10146.582025437365,6751108.122513928
Equities,ABC,FIN-AmerisourceBergen,,144.87,18142.952613171015,-6795.036920964994,2628369.545070085
Equities,CRL,FIN-Charles River Laboratories,,205.25,227611.58732887273,146359.72168129787,46717278.299251124
Equities,FTV,FIN-Fortive,,63.13,152565.73788348355,-65312.74518978027,9631475.032584317
Equities,WHR,FIN-Whirlpool Corporation,,148.8,126175.98862796207,-25853.124768342404,18774987.107840758
Equities,COP,FIN-ConocoPhillips,,104.17,57727.576496453235,-43038.19748112001,6013481.643635534
Equities,AON,FIN-Aon,,277.18,168234.65150394943,-27007.603468682937,46631280.7038647
Equities,TMO,FIN-Thermo Fisher Scientific,,544.03,200397.1584091162,-27011.92153333571,109022066.08931148
Equities,CDNS,FIN-Cadence Design Systems,,173.77,183078.88546018026,101810.76782826365,31813617.926415525
Equities,EG,FIN-Everest Re,,265.2,166585.29217547932,-116345.5567809246,44178419.48493712
Equities,FMC,FIN-FMC Corporation,,105.94,205345.2363945265,66410.68877659213,21754274.343636137
Equities,CSX,FIN-CSX,,31.33,217715.43135805218,-4550.0658700420145,6821024.464447775
Equities,MA,FIN-Mastercard,,322.35,50305.45951833782,77167.27060551282,16215964.875736197
Equities,EPAM,FIN-EPAM Systems,,426.5,26389.749255521478,-18713.33775566817,11255228.05747991
Equities,LEN,FIN-Lennar,,76.3,183078.88546018026,32603.672988753926,13968918.960611753
Equities,ADSK,FIN-Autodesk,,201.74,84942.00541620975,-74878.61564700592,17136200.172666155
Equities,HII,FIN-Huntington Ingalls Industries,,225.06,84117.32575197471,17428.942678155883,18931445.33373943
Equities,XYL,FIN-Xylem Inc.,,90.28,89065.40373738499,-38119.4628174916,8040824.649411117
Equities,MPWR,FIN-Monolithic Power Systems,,449.51,54428.857839513046,30478.148928181585,24466315.887439508
Equities,JBHT,FIN-J.B. Hunt,,172.47,127000.66829219711,-50903.13976627772,21903805.260355234
Equities,MPC,FIN-Marathon Petroleum,,98.37,23915.710262816337,16705.178982610796,2352588.4185532434
