FINANCIAL TYPE,SYMBOL,SECURITY NAME,ISIN,PRICE,QUANTITY,REALISED P/L,MARKET VALUE
Equities,TAP,Molson Coors Beverage Company,,69.77,9173.166387941277,1549.9728031824768,640011.8188866628
Equities,VRSN,Verisign,,210.95,9746.367118487933,19989.229148749713,2055996.1436450293
Equities,TDY,Teledyne Technologies,,384.53,1379.925490823098,-1316.391185513456,530622.7489862058
Equities,ADI,Analog Devices,,199.53,2930.4889817252283,247.35171662629992,584720.4665236349
Equities,MA,Mastercard,,394.28,466.78480030876153,-154.24353646206995,184043.91106573847
Equities,WMB,Williams Companies,,34.45,731.1298951201287,-42.16358559441172,25187.424886888435
Equities,VFC,VF Corporation,,19.81,5508.450925334468,113.37255329816017,109122.4128308758
Equities,VZ,Verizon,,34.08,3529.5647960575398,144.49965714256672,120287.56824964094
Equities,NDSN,Nordson Corporation,,250.87,4928.9155214713455,-4222.849213804516,1236517.0368715164
Equities,KR,Kroger,,48.35,3885.9716159086533,429.8901820809226,187886.72762918338
Equities,O,Realty Income,,60.97,9283.866860858672,2127.1199529368355,566037.3625065532
Equities,NTAP,NetApp,,78.01,1790.1490625794163,401.1931247355087,139649.52837182028
Equities,NUE,Nucor,,172.09,7305.652042416321,-5051.485033203216,1257229.6599794247
Equities,MOS,Mosaic Company (The),,40.76,842.1824771517385,-549.685106900174,34327.35776870486
Equities,BAC,Bank of America,,32.0,1258.233948359207,-583.6119718134814,40263.486347494625
Equities,DOV,Dover Corporation,,145.97,2451.9496603326097,476.60699922563924,357911.091918751
Equities,GD,General Dynamics,,223.58,6599.173076030563,257.96106040411587,1475443.1163389133
Equities,FOXA,Fox Corporation (Class A),,33.45,1717.0452871376817,147.2268574080264,57435.16485475546
Equities,ADSK,Autodesk,,211.99,268.182096934485,-256.45653435721937,56851.92272914148
Equities,BXP,Boston Properties,,66.63,3085.4828067671224,-2835.755176304706,205585.71941489336
Equities,GPN,Global Payments,,110.25,9322.588991204066,-9139.603314267013,1027815.4362802482
Equities,AES,AES Corporation,,21.63,4779.64100148089,1286.354961775241,103383.63486203164
Equities,BLK,BlackRock,,738.85,7924.574305980642,14079.865469675551,5855071.725973797
Equities,ALL,Allstate,,112.68,8761.096711389875,-1039.5959073121962,987200.3774394111
