FINANCIAL TYPE,SYMBOL,SECURITY NAME,SEDOL,PRICE,QUANTITY,REALISED P/L,MARKET VALUE
Equities,AVGO,Broadcom Inc.,,858.62,141261.74761169447,383148.7387979214,121290161.73435311
Equities,IP,International Paper,,31.29,175348.47830525774,-12328.782613970594,5486653.886171514
Equities,MS,Morgan Stanley,,81.0,163728.0429152815,6149.78502657409,13261971.4761378
Equities,APD,Air Products and Chemicals,,293.87,138071.23433999892,-263255.6310741445,40574993.635495484
Equities,PRU,Prudential Financial,,94.4,224195.9127116026,-4050.2920504610843,21164094.159975287
Equities,SHW,Sherwin-Williams,,262.7,136541.09942012702,-31060.779875191045,35869346.817667365
Equities,CHTR,Charter Communications,,459.12,223298.6346439019,318357.7829435514,102520869.13770825
Equities,KEY,KeyCorp,,10.06,156358.67445717988,-18508.665430483743,1572968.2650392295
Equities,KR,Kroger,,47.86,153954.1298884333,-1007.6940067708359,7368244.656460417
Equities,TSN,Tyson Foods,,55.19,230438.66318847222,-2746.607754645219,12717909.82137178
Equities,TRMB,Trimble Inc.,,51.55,164492.9464438997,-97827.03843762519,8479611.38918303
Equities,INTC,Intel,,33.25,121091.96613845724,-10078.948226350501,4026307.874103703
Equities,EMR,Emerson Electric,,95.07,179943.9649357236,-45964.04645845288,17107272.74643924
Equities,OXY,Occidental Petroleum,,61.14,213937.91050344077,12366.310590886858,13080163.848180369
Equities,BBY,Best Buy,,73.56,9109.991189963579,7957.4474708294965,670130.9519337208
Equities,PPL,PPL Corporation,,25.34,122875.21101293404,32720.133656278143,3113657.8470677487
Equities,PAYX,Paychex,,122.48,67299.21566956954,-11589.001559797736,8242807.9352088785
Equities,VLO,Valero Energy,,128.42,110952.40430736924,5747.350034631009,14248507.761152357
Equities,C,Citigroup,,40.18,85441.33067356578,5117.878364171557,3433032.666463873
Equities,FTV,Fortive,,73.66,60048.04169156516,-40219.83161027309,4423138.751000689
Equities,ILMN,Illumina,,140.47,22711.700486257723,-199853.78412527408,3190312.5673046224
Equities,IT,Gartner,,348.01,76169.86713561915,-41929.24591751841,26507875.46186682
Equities,HOLX,Hologic,,78.65,93867.07254324382,-2049.9283421912583,7382645.255526127
Equities,WST,West Pharmaceutical Services,,394.2,145970.26488574847,-364624.8892291316,57541478.417962044
Equities,ALL,Allstate,,105.21,127666.75949942805,-113670.42653848242,13431819.766934825
Equities,AZO,AutoZone,,2451.69,131410.4590028686,-368549.72464211757,322177708.2327429
Equities,CHD,Church & Dwight,,98.44,42299.27988450834,14262.81151451346,4163941.1118310005
Equities,MGM,MGM Resorts,,43.26,207235.08678330775,64104.636901194404,8964989.854245894
Equities,CFG,Citizens Financial Group,,26.86,158130.44413941423,-54403.427413767655,4247383.729584666
Equities,RHI,Robert Half,,74.82,122407.51496339531,27482.823130559926,9158530.269561237
Equities,GOOG,Alphabet Inc. (Class C),,132.91,116929.42211816726,95.73588956558707,15541089.49372561
Equities,EQT,EQT,,44.21,113156.54284016733,-17496.84855107124,5002650.758963797
Equities,REGN,Regeneron,,836.56,121778.7563941679,-1094815.9613138975,101875236.44910508
Equities,ABC,AmerisourceBergen,,179.54,183951.83975771713,-50400.63036434152,33026713.310100533
Equities,MA,Mastercard,,407.85,111108.05709357222,-181834.55203706384,45315421.08561343
Equities,CDW,CDW,,212.99,55084.52925275214,108397.19046447893,11732453.885543678
Equities,WRK,WestRock,,31.09,126082.85510733441,27553.838177409358,3919915.965287027
Equities,SEDG,SolarEdge,,139.82,185745.7401678476,-1248148.8570806116,25970969.39026845
Equities,BA,Boeing,,222.02,80102.989276719,65566.78130702837,17784465.679217152
Equities,ODFL,Old Dominion,,372.56,129259.43421702129,18579.311631868586,48156894.811893456
Equities,LNC,Lincoln Financial,,26.36,15688.718902560362,-1988.4213117717834,413554.6302714911
Equities,PCAR,Paccar,,86.68,119417.16183067163,-2124.230211961138,10351079.587482618
Equities,LMT,Lockheed Martin,,438.83,52185.48586401481,-9038.55811825427,22900556.76170562
Equities,XEL,Xcel Energy,,57.36,46266.74563667667,35102.40815550854,2653860.5297197737
Equities,AAP,Advance Auto Parts,,62.71,15757.242193379565,13915.211548357855,988136.6579468325
Equities,VRSK,Verisk,,232.1,7981.815861212962,12.950574102194981,1852579.4613875283
Equities,WTW,Willis Towers Watson,,198.77,129849.83285789535,272690.9603573138,25810251.27716386
Equities,CRM,Salesforce,,208.16,41441.509264385175,-140763.88819968977,8626464.568474418
Equities,DOV,Dover Corporation,,141.44,179524.9564875564,-42900.514385486196,25392009.845599975
Equities,FSLR,First Solar,,147.96,155853.19223889994,-2308615.5680887112,23060038.323667634
Equities,MTB,M&T Bank,,123.15,3358.2969754119677,3314.543706704647,413574.27252198383
Equities,COST,Costco,,520.55,54220.61120821338,-334180.77798848355,28224539.164435472
Equities,PARA,Paramount Global,,15.02,93244.62532974976,10853.154857250694,1400534.2724528413
Equities,HCA,HCA Healthcare,,276.0,90983.35673271604,5961.526301270996,25111406.458229627
Equities,FICO,Fair Isaac,,883.59,202665.74719802287,1357561.8889383462,179073427.56670102
Equities,TPR,"Tapestry, Inc.",,32.01,67315.77273266221,-37199.58970004139,2154777.885172517
Equities,EIX,Edison International,,70.91,42993.85687781208,10863.421056024838,3048694.3912056545
Equities,MSFT,Microsoft,,345.36,117416.78992583591,122197.02715140686,40551062.56878669
Equities,MSCI,MSCI,,471.1,128228.30622837826,-307351.5490217899,60408355.064189
Equities,EG,Everest Re,,362.13,52867.19424887523,5353.865692637614,19144797.05334519
Equities,EXR,Extra Space Storage,,128.98,176561.1602283081,-5754.948251210389,22772858.446247175
Equities,TJX,TJX Companies,,88.7,90308.04166924785,-62598.19825330251,8010323.296062284
Equities,J,Jacobs Solutions,,136.5,95909.41086542336,-130814.06867233106,13091634.583130289
Equities,WEC,WEC Energy Group,,84.12,120096.08338313032,-5162.607024219495,10102482.534188922
Equities,NI,NiSource,,26.7,81311.49095116676,13867.55671428813,2171016.8083961527
Equities,IR,Ingersoll Rand,,71.12,149376.51177160212,166454.64695087855,10623657.517196344
Government Bond,AU0000018442,AUSTRALIAN GOVERNMENT 2.8% 05/21/2041 REGS,BF5J6P3,106.97,13287.323363242269,-14.135450386427138,1421344.9801660255
Government Bond,SE0008014062,SWEDEN I/L BOND 0.125 % 06/01/2026,BDCRN33,122.42,7881.693473276505,75.73239347862405,964876.9149985097
Government Bond,AU000XCLWAV1,AUSTRALIAN GOVERNMENT 0.8% 11/21/2027 REGS,BF00GK6,119.34,3295.541634817466,-38.73701189416617,393289.9386991164
Government Bond,US912810PS15,TSY INFL IX N/B 2.375% 01/15/2027,BYQLTT6,166.0,5154.976983463557,-122.1037315592529,855726.1792549505
Government Bond,GB00BZ13DV40,UNITED KINGDOM I/L GILT 0.125% 08/10/2048 REGS,BZ13DV4,217.48,5052.072989899097,52.29182481712746,1098724.8338432554
Government Bond,US912828ZZ63,TSY INFL IX N/B 0.125% 07/15/2030 ,BLCGQJ3,120.72,14761.910201006627,8.390854357046706,1782057.79946552
Government Bond,GB00BYZW3J87,UNITED KINGDOM I/L GILT 0.125% 11/22/2036 REGS,BYZW3J8,182.74,5365.225147460132,-1.469328319112429,980441.2434468645
Government Bond,US912810PZ57,TSY INFL IX N/B 2.5% 01/15/2029,BYQLTV8,164.82,4574.088795265305,-7.845159688281389,753901.3152356275
Government Bond,JP1400131L54,JAPAN (40 YEAR ISSUE) 0.5 % 03/20/2060 ,BMC2Z46,92.7,1243960.1011047943,11046.415233306543,115315101.37241444
Government Bond,IT0004243512,BUONI POLIENNALI DEL TES 2.6% 09/15/2023 144A,B1Z5FX4,134.94,5088.461083214445,-37.17503354436473,686636.9385689573
Government Bond,JP1201501E99,JAPAN (20 YEAR ISSUE) 1.4 % 09/20/2034 ,BQWJS35,114.92,7109766.202081544,-48482.16022277534,817054331.9432111
Government Bond,GB00BMBL1F74,UNITED KINGDOM GILT 0.625% 10/22/2050 REGS,BMBL1F7,87.96,5682.650746543618,76.86757773183417,499845.9596659766
Government Bond,GB00B24FFM16,UNITED KINGDOM I/L GILT 0.75% 11/22/2047 REGS,B24FFM1,317.84,4736.143092074948,-41.071277992752584,1505335.7203851014
Government Bond,GB00BN65R313,UNITED KINGDOM GILT 3.5% 01/22/2045 REGS,BN65R31,146.61,10187.123683273536,-171.36351720191627,1493534.2032047333
Government Bond,GB00BDX8CX86,UNITED KINGDOM I/L GILT 0.125% 03/22/2068 REGS,BDX8CX8,365.96,3703.6676060694967,85.77146354495594,1355394.197117193
Government Bond,US912810FQ68,TSY INFL IX N/B 3.375% 04/15/2032,2805872,231.8,1977.3047053146493,7.075138593704673,458339.2306919357
Government Bond,FR0013519253,FRANCE (GOVT OF) 0.1% 03/01/2026 0.0% 144A,BMY72S2,113.93,1511.319133174025,3.363802601287662,172184.58884251668
Government Bond,ES0000012B39,BONOS Y OBLIG DEL ESTADO 1.4% 04/30/2028 144A,BF5F9L8,108.14,26575.699339196824,88.6396307536449,2873896.1265407447
Government Bond,CA135087K940,CANADIAN GOVERNMENT 0.5% 09/01/2025,BM97LJ1,97.76,48478.68389579425,-23.148726680619795,4739276.137652846
Government Bond,SE0013748258,SWEDEN I/L BOND 0.125 % 06/01/2030 144A ,BLP563,124.06,2954.4083384865203,24.0193455588477,366523.8984726377
CASH,USDCURR,CASH,,,,,156182837.9722998
