FINANCIAL TYPE,SYMBOL,SECURITY NAME,ISIN,PRICE,QUANTITY,REALISED P/L,MARKET VALUE
Equities,TAP,Molson Coors Beverage Company,,50.78,9420.939319208888,5309.811036605173,478395.2986294273
Equities,VRSN,Verisign,,205.44,9585.897503109103,7817.224463905176,1969326.7830387342
Equities,TDY,Teledyne Technologies,,399.91,1378.793476474597,-642.807272706779,551393.2991769561
Equities,ADI,Analog Devices,,162.49,2965.5254839592208,2132.2855910866997,481868.2358885338
Equities,MA,Mastercard,,346.12,449.00164467125836,-230.60053685999324,155408.44925361595
Equities,WMB,Williams Companies,,31.95,723.528287140367,-86.0067645710188,23116.728774134725
Equities,VFC,VF Corporation,,26.85,5302.664537882347,-3677.277860209731,142376.54284214103
Equities,VZ,Verizon,,37.49,3543.731429110732,-225.28401830929735,132854.49127736135
Equities,NDSN,Nordson Corporation,,235.68,4702.144088959943,1076.8279908640045,1108201.3188860794
Equities,KR,Kroger,,43.83,3845.9298990698044,1691.8010380921694,168567.10747622952
Equities,O,Realty Income,,61.64,9328.255644425342,1145.0889496895386,574993.6779223781
Equities,NTAP,NetApp,,58.72,1762.4278739986748,1337.653968976852,103489.76476120218
Equities,NUE,Nucor,,130.95,7275.429891902843,-16335.809478156607,952717.5443446772
Equities,MOS,Mosaic Company (The),,43.22,834.1201656580517,941.1638044336696,36050.67355974099
Equities,BAC,Bank of America,,32.65,1239.2266376704176,-696.7930040794265,40460.74971993914
Equities,DOV,Dover Corporation,,134.45,2379.3822754106595,245.34107486196035,319907.9469289631
Equities,GD,General Dynamics,,243.86,6572.715531373729,2283.4183916079664,1602822.4094807978
Equities,FOXA,Fox Corporation (Class A),,30.16,1634.4740544847898,-547.9742514938174,49295.73748326126
Equities,ADSK,Autodesk,,186.87,258.44150835435744,162.76786776543904,48294.96466617878
Equities,BXP,Boston Properties,,65.19,2997.037604311687,-2122.2104988480824,195376.88142507887
Equities,GPN,Global Payments,,98.82,9432.144286815419,-2171.2726259526066,932084.4984230996
Equities,AES,AES Corporation,,28.16,4757.57659390327,-227.9008142684006,133973.35688431608
Equities,BLK,BlackRock,,698.4,7648.87616029041,-2585.4273149785286,5341975.110346822
Equities,ALL,Allstate,,133.58,8706.572450516856,-2304.5587595662373,1163023.9479400418
Equities,TRV,Travelers Companies (The),,185.45,1138.513558787038,101.81547657741524,211137.33947705617
Equities,VRTX,Vertex Pharmaceuticals,,288.78,7097.604917006583,46793.92180109971,2049646.3479331608
Equities,MAR,Marriott International,,147.71,32.41378294400556,-52.125640935161385,4787.8398786590615
Equities,SNA,Snap-on,,224.19,8821.774654913177,-7552.957688691112,1977753.659884985
Equities,CSGP,CoStar Group,,77.28,5336.921134882053,836.1176444648438,412437.26530368504
Equities,AON,Aon,,298.48,4450.938916513593,-1979.132934730756,1328516.2478009772
Equities,ABBV,AbbVie,,156.89,559.313810341203,22.086126457560155,87750.74370443133
Equities,WHR,Whirlpool Corporation,,136.01,6661.496389246452,1711.4674838797805,906030.1239014099
Equities,DVA,DaVita Inc.,,74.67,781.8796779183473,24.12770117212716,58382.955550162995
Equities,BMY,Bristol Myers Squibb,,70.18,4121.091654240252,3651.130632276909,289218.21229458094
Equities,VTRS,Viatris,,10.75,4249.723366067485,-9.9758764461682,45684.52618522546
Equities,WM,Waste Management,,155.47,7160.898998341101,-8799.02248280407,1113304.967272091
Equities,ENPH,Enphase,,264.96,5324.422906697146,-27805.5654420949,1410759.0933584757
Equities,PHM,PulteGroup,,45.3,3301.9278990878356,222.1249084995314,149577.33382867894
Equities,MSCI,MSCI,,461.52,4470.893960145313,-11259.376362452505,2063406.9804862647
Equities,GNRC,Generac,,100.66,5931.906560158587,939.428433018898,597105.7143455633
Equities,TFX,Teleflex,,248.55,9481.488923896168,20754.466899449293,2356624.0720343925
Equities,NVDA,Nvidia,,146.1,1303.9225739830217,2324.0781093033506,190503.08805891947
Equities,SO,Southern Company,,69.29,3529.8938699960568,-373.72861382680355,244586.3462520268
Equities,TDG,TransDigm Group,,629.65,7474.710487590467,1651.5283113482824,4706451.458511338
Equities,MCHP,Microchip Technology,,69.25,1664.1269070846308,-859.3055104685707,115240.78831561068
Equities,BALL,Ball Corporation,,50.76,8879.665342177232,9136.275554063752,450731.81276891625
Equities,NI,NiSource,,26.69,6703.640888552431,44.70469454764725,178920.17531546438
Equities,AVB,AvalonBay Communities,,158.46,2268.9022820320706,-2392.2187916043627,359530.2556108019
Equities,MPC,Marathon Petroleum,,114.35,3715.096682593888,-1590.4867411231194,424821.3056546111
Equities,FIS,FIS,,66.65,8928.262981417543,206.79631536944066,595068.7277114793
Equities,TEL,TE Connectivity,,113.25,1726.947121947683,2790.7062704173704,195576.7615605751
Equities,CAT,Caterpillar Inc.,,235.96,9380.265780408085,3261.761134152329,2213367.5135450917
Government Bond,US912828WU04,TSY INFL IX N/B 0.125% 07/15/2024 ,US912828WU04,124.39,12814.299020208855,81.25214786145608,1593970.6551237796
Government Bond,ES0000012411,BONOS Y OBLIG DEL ESTADO 5.75% 07/30/2032,ES0000012411,153.82,15396.355224747653,-121.71962969682681,2368267.360670684
Government Bond,IT0005024234,BUONI POLIENNALI DEL TES 3.5% 03/01/2030 144A,IT0005024234,120.7,21782.948300122247,1202.8689427300965,2629201.859824755
Government Bond,GB00B3Y1JG82,UNITED KINGDOM I/L GILT 0.125% 03/22/2029 REGS,GB00B3Y1JG82,165.47,6099.802959465563,1036.672232807832,1009334.3957027666
Government Bond,GB00BGDYHF49,UNITED KINGDOM I/L GILT 0.125% 08/10/2041 REGS,GB00BGDYHF49,187.67,4394.66476051974,41.34128535129118,824746.7356067396
Government Bond,FR0013327491,FRANCE (GOVT OF) 0.1% 07/25/2036 0.0% 144A,FR0013327491,132.57,4423.859384581494,441.4150368179161,586471.0386139686
Government Bond,ES00000127G9,BONOS Y OBLIG DEL ESTADO 2.2% 10/31/2025 144A,ES00000127G9,109.34,21099.403621797435,-626.8354080236594,2307008.7920073317
Government Bond,CA135087B949,CANADIAN GOVERNMENT RRB 1.3% 12/01/2047,CA135087B949,159.08,2994.6026058402294,-47.23179917897965,476381.38253706374
Government Bond,US912828B253,TSY INFL IX N/B 0.625% 01/15/2024,US912828B253,126.4,1815.2105540903772,22.727643570863503,229442.61403702368
Government Bond,DE0001030559,DEUTSCHLAND I/L BOND 0.5 % 4/15/2030 REGS,DE0001030559,136.11,6970.943678535138,245.1078197006157,948815.1440854177
Government Bond,DE0001030567,DEUTSCHLAND I/L BOND 0.1 % 4/15/2026 REGS,DE0001030567,121.43,4993.9729160523675,-54.67817340774626,606418.131196239
Government Bond,IT0004545890,BUONI POLIENNALI DEL TES 2.6% 09/15/2041 144A,IT0004545890,185.32,6355.198370217495,-172.18517751820937,1177745.3619687061
Government Bond,AT0000A1K9C8,REPUBLIC OF AUSTRIA 0.75 % 10/20/2026 144A ,AT0000A1K9C8,105.5,16099.257324225227,379.40668853883017,1698471.6477057615
Government Bond,US912810PV44,TSY INFL IX N/B 1.75% 01/15/2028,US912810PV44,158.79,5397.996198852156,68.40147422125638,857147.8164157339
Government Bond,GB00BN65R313,UNITED KINGDOM GILT 3.5% 01/22/2045 REGS,GB00BN65R313,146.89,10280.704033648468,52.421106350333844,1510132.6155026234
Government Bond,CA135087K940,CANADIAN GOVERNMENT 0.5% 09/01/2025,CA135087K940,97.74,44706.54130531773,1142.2422988444273,4369617.347181755
Government Bond,US912828Z377,TSY INFL IX N/B 0.125% 01/15/2030 ,US912828Z377,119.62,17003.024825180222,-24.56508857991232,2033901.8295880582
Government Bond,CND100047QT4,CHINA GOVERNMENT BOND 3.0% 05/27/2031,CND100047QT4,101.61,19254.255186980685,-49.276110445527976,1956424.8695491073
CASH,USDCURR,CASH,,,,,4151902.1884366637
