FINANCIAL TYPE,SYMBOL,SECURITY NAME,ISIN,PRICE,QUANTITY,REALISED P/L,MARKET VALUE
Equities,HRL,SEC-Hormel Foods,,45.54,14476.015374493682,-191.25085761126059,659237.7401544423
Equities,CTSH,SEC-Cognizant,,61.16,45605.61631328053,16483.53783712291,2789239.493720237
Equities,MRNA,SEC-Moderna,,150.33,36624.18849506915,-127518.79809926331,5505714.256463747
Equities,PANW,SEC-Palo Alto Networks,,171.59,37933.84827552015,51179.61443444113,6509069.025596502
Equities,LVS,SEC-Las Vegas Sands,,37.88,22229.112541176502,-622.4466275942732,842038.7830597659
Equities,CB,SEC-Chubb Limited,,212.15,28818.57063768522,-187343.53406156265,6113859.76078492
Equities,AAP,SEC-Advance Auto Parts,,184.96,3619.610889277928,9589.936377802564,669483.2300808455
Equities,ROL,"SEC-Rollins, Inc.",,41.53,5843.82616739415,686.0515222832862,242694.10073187904
Equities,DD,SEC-DuPont,,56.09,56763.83490464855,-24281.970072611322,3183883.4998017377
Equities,DGX,SEC-Quest Diagnostics,,141.57,56743.27029630326,-13626.061525493093,8033144.775847652
Equities,TFX,SEC-Teleflex,,213.3,8155.336109506739,5464.310217464917,1739533.1921577875
Equities,MGM,SEC-MGM Resorts,,35.57,77937.6472890036,-44340.23339365479,2772242.114069858
Equities,IPG,SEC-Interpublic Group of Companies (The),,29.05,70820.64403555529,-47973.53653491772,2057339.7092328812
Equities,STX,SEC-Seagate Technology,,47.88,35469.96237973532,246.145771316593,1698301.7987417271
Equities,CPT,SEC-Camden Property Trust,,112.45,70758.08086118702,28542.477280746156,7956746.19284048
Equities,HPE,SEC-Hewlett Packard Enterprise,,13.94,74251.39627676415,-39569.66394343005,1035064.4640980922
Equities,NTRS,SEC-Northern Trust,,82.13,7101.8046289132235,-343.8306587131664,583271.214172643
Equities,NTAP,SEC-NetApp,,67.72,4960.627200821018,922.1548099327615,335933.6740395993
Equities,KR,SEC-Kroger,,46.24,55920.74591761771,33699.3975653063,2585775.2912306427
Equities,VTRS,SEC-Viatris,,9.68,48264.89596590886,5615.334183037445,467204.1929499977
Equities,CFG,SEC-Citizens Financial Group,,38.99,39247.525049438,-10456.653680136133,1530261.0016775879
Equities,ADBE,SEC-Adobe Inc.,,318.5,27477.314505636652,-52544.19311064812,8751524.670045273
