FINANCIAL TYPE,SYMBOL,SECURITY NAME,SEDOL,PRICE,QUANTITY,REALISED P/L,MARKET VALUE
Equities,POOL,X_Pool Corporation,,357.63,42866.134212884244,17472.14269395958,15330215.578553792
Equities,WHR,X_Whirlpool Corporation,,132.87,107652.8939286265,-53175.82737087365,14303840.016296603
Equities,AVGO,X_Broadcom Inc.,,858.62,4090.743929631996,14870.066749354448,3512394.552860624
Equities,NVR,"X_NVR, Inc.",,6026.01,45420.42427529244,-993108.2239130214,273703930.887155
Equities,MA,X_Mastercard,,407.85,143900.04885742717,115390.86100727,58689634.92650168
Equities,RJF,X_Raymond James,,95.86,51450.412379113186,98710.42286049752,4932036.53066179
Equities,O,X_Realty Income,,56.15,51864.14050407181,14771.626387411563,2912171.489303632
Equities,J,X_Jacobs Solutions,,136.5,93673.12428917178,-155316.0094372107,12786381.46547195
Equities,SPG,X_Simon Property Group,,113.56,128125.08404302107,-291522.8975746581,14549884.543925473
Equities,VLO,X_Valero Energy,,128.42,72173.08884425898,3962.2245682062157,9268468.069379738
Equities,COST,X_Costco,,520.55,83384.09432036363,-239410.67497605277,43405590.29846528
Equities,K,X_Kellogg's,,64.37,140335.6616219999,-11098.779336011103,9033406.538608134
Equities,ANET,X_Arista Networks,,185.88,37469.043341744306,169865.07186584198,6964745.7763634315
Equities,GRMN,X_Garmin,,103.97,25159.45787253031,-4684.0276875225745,2615828.8350069765
Equities,MTB,X_M&T Bank,,123.15,128846.46409579217,63107.70146675244,15867442.053396806
Equities,CMG,X_Chipotle Mexican Grill,,2126.27,86150.79474446962,1026085.3349957375,183179850.3413234
Equities,WRB,X_Berkley,,63.27,23744.867807669933,1087.4461198874924,1502337.7861912767
Equities,VTRS,X_Viatris,,10.64,11627.983990372697,636.993755080317,123721.74965756551
Equities,MCO,X_Moody's Corporation,,345.1,84942.88816490468,-83063.83294576903,29313790.705708608
Equities,KMI,X_Kinder Morgan,,17.35,122153.75772721354,5254.486489373463,2119367.696567155
Equities,ALLE,X_Allegion,,118.04,94620.38060220834,-5661.86861615648,11168989.726284673
Equities,PPL,X_PPL Corporation,,25.34,147288.14116792814,-2355.835737348752,3732281.4971952992
Equities,CFG,X_Citizens Financial Group,,26.86,75138.16620320297,12191.591177933282,2018211.1442180318
Equities,ABBV,X_AbbVie,,138.83,53327.28003464937,-59411.957228438434,7403426.287210372
Equities,MAS,X_Masco,,59.53,116698.72737679581,18057.64099555171,6947075.240740655
Equities,FOX,X_Fox Corporation (Class B),,29.95,143921.61493252788,12044.327904823142,4310452.36722921
Equities,CSX,X_CSX,,30.4,55674.52545739439,5634.420884210117,1692505.5739047893
Equities,MKC,X_McCormick & Company,,84.08,43254.32356469727,23530.961235020026,3636823.525319746
Equities,QRVO,X_Qorvo,,101.41,60825.5154236768,-53990.48327812963,6168315.519115064
Equities,HST,X_Host Hotels & Resorts,,15.4,4238.507659508724,910.1090066429731,65273.01795643435
Equities,CDAY,X_Ceridian,,69.42,12514.92752400078,-1144.570422163884,868786.2687161341
Equities,SEE,X_Sealed Air,,35.81,104167.23834536121,46058.01651475399,3730228.805147385
Equities,MNST,X_Monster Beverage,,61.41,85763.37929487311,49628.24413224126,5266729.122498157
Equities,LNC,X_Lincoln Financial,,26.36,150780.91665158558,-26772.806663988653,3974584.9629357955
Equities,LOW,X_Lowe's,,221.19,110119.78463404755,-234986.98799417372,24357395.16320498
Equities,WAB,X_Wabtec,,109.22,8114.622707755528,-7126.669456825581,886279.0921410588
Equities,EXPE,X_Expedia Group,,107.65,70676.98107925711,98243.97651654817,7608377.013182028
Equities,SHW,X_Sherwin-Williams,,262.7,93612.45035539559,-96415.79246977982,24591990.70836242
