FINANCIAL TYPE,SYMBOL,SECURITY NAME,SEDOL,PRICE,QUANTITY,REALISED P/L,MARKET VALUE
Equities,ATO,Atmos Energy,,115.32,1209.6197641888377,-713.7737253766169,139493.35120625675
Equities,MKTX,MarketAxess,,361.26,9658.379025024798,-52362.77820573063,3489186.0065804585
Equities,CHD,Church & Dwight,,80.14,7392.291442274176,-77.41286869126952,592418.2361838524
Equities,WYNN,Wynn Resorts,,103.13,1887.9189501829887,4750.463209584792,194701.08133237163
Equities,GOOG,Alphabet Inc. (Class C),,99.87,1753.8055652884439,2583.9389961452657,175152.5618053569
Equities,NVR,"NVR, Inc.",,5270.0,1989.4032416793948,-177582.58744472402,10484155.08365041
Equities,NEM,Newmont,,51.91,5292.214464166291,8021.894446795385,274718.85283487214
Equities,IT,Gartner,,338.14,5291.256136337659,-1783.802539102462,1789185.349941216
Equities,MA,Mastercard,,369.49,1642.1570913082282,7490.8123018772485,606760.6236674773
Equities,APH,Amphenol,,79.35,770.0196922502162,-415.5622890658274,61101.06258005465
Equities,MOS,Mosaic Company (The),,48.8,8456.38978207421,4931.392221685816,412671.8213652214
Equities,RTX,RTX Corporation,,98.01,8970.63112047369,-393.6758208905289,879211.5561176265
Equities,LMT,Lockheed Martin,,457.28,9542.81847305921,-26717.026586913875,4363740.031360515
Equities,COF,Capital One,,116.98,8033.412759628806,42089.548189050154,939748.6246213778
Equities,ODFL,Old Dominion,,332.43,2952.273281663273,18727.337206271626,981424.2070233218
Equities,PXD,Pioneer Natural Resources,,220.59,384.4601204014923,22.830519544842094,84808.0579593652
Equities,FITB,Fifth Third Bank,,35.4,9067.22531448838,-2417.6248116252787,320979.7761328886
Equities,DHI,D.R. Horton,,98.02,3949.597176253233,9289.970075266665,387139.5152163419
Equities,ORCL,Oracle Corporation,,87.77,8114.342231978908,-13230.989068773102,712195.8177007887
Equities,NSC,Norfolk Southern Railway,,241.43,925.928471356896,96.4891717868974,223546.9108396954
Equities,HUM,Humana,,509.75,1504.9357048598672,165.3583181497919,767140.9755523173
Equities,UDR,"UDR, Inc.",,41.74,3553.8209108068017,2672.1346938809593,148336.48481707592
Equities,QCOM,Qualcomm,,131.49,2697.7190931552777,3541.646865438559,354723.0835589875
Equities,META,Meta Platforms,,148.97,3301.386858522423,-2587.7155298178877,491807.6003140854
Equities,USB,U.S. Bank,,48.41,8012.933425208732,-2370.8767924779618,387906.1071143547
Equities,MO,Altria,,43.2,191.10763514118432,-24.323147957381956,8255.849838099162
Equities,ANET,Arista Networks,,126.02,6641.868241341632,-1209.6583270380972,837008.2357738725
Equities,DD,DuPont,,72.86,9931.525429797173,-2485.8826958030077,723610.9428150221
Equities,KMB,Kimberly-Clark,,127.65,8335.069417302973,-2730.490130658186,1063971.6111187246
Equities,ACN,Accenture,,276.95,2826.3056833120972,4285.5961024164535,782745.3589932853
Equities,IDXX,Idexx Laboratories,,480.5,2356.633152833227,-33996.719104046104,1132362.2299363655
Equities,BR,Broadridge Financial Solutions,,148.88,4405.4395921093155,-36.39118651444249,655881.8464732348
Equities,TJX,TJX Companies,,80.9,1677.5988112445095,540.4155031217615,135717.74382968084
Equities,FE,FirstEnergy,,39.72,692.7233325929061,101.23092537185032,27514.97077059023
Equities,BA,Boeing,,213.0,5652.0829735406,11441.63429986209,1203893.6733641478
Equities,SPGI,S&P Global,,372.15,8531.349397163076,-14228.017588347475,3174941.6781542385
Equities,EA,Electronic Arts,,128.27,737.9846308280438,-79.53858422074086,94661.28859631318
Equities,TEL,TE Connectivity,,125.43,8515.382736593578,24152.34243165126,1068084.4566509326
Equities,SBAC,SBA Communications,,294.25,2743.3446872430804,-2731.6978862778424,807229.1742212764
Equities,DFS,Discover Financial,,114.38,9186.432106925238,33897.90631546921,1050744.1043901087
Equities,ALGN,Align Technology,,269.73,3007.2130345786672,-4517.997164748987,811135.571816904
Equities,PSA,Public Storage,,298.05,1886.5930445570737,-1238.783124069739,562299.0569302358
Equities,REGN,Regeneron,,758.47,3253.9988601744317,10333.127803330524,2468060.515476501
Equities,ETSY,Etsy,,137.58,227.3468676197857,754.4764025365166,31278.382047130122
Equities,WMT,Walmart,,142.23,4815.59733887446,1105.0717773909678,684922.4095081143
Equities,DAL,Delta Air Lines,,39.02,5438.372585811105,249.95864555579448,212205.2982983493
Equities,MNST,Monster Beverage,,52.04,6721.678570576791,-806.1506205564023,349796.1528128162
Equities,PWR,Quanta Services,,152.05,616.6478563337157,528.1633474715936,93761.30655554148
Equities,ETR,Entergy,,106.11,9178.778612074657,-167.73608702598085,973960.1985272418
Equities,KR,Kroger,,43.88,3794.1708430054873,-29.089516126975635,166488.2165910808
Equities,IEX,IDEX Corporation,,238.23,5699.136213537495,3916.519112831234,1357705.2201510372
Equities,ZTS,Zoetis,,164.77,2478.5639593035226,526.7914946210218,408392.98357444146
Equities,BG,Bunge Limited,,97.21,9081.895606933529,1450.4094769664039,882851.0719500083
Equities,SRE,Sempra Energy,,77.58,5217.50427686844,-720.4524826754688,404773.98179945356
Equities,ACGL,Arch Capital Group,,64.35,7863.119217258795,-1714.5968293189303,505991.7216306034
Equities,TGT,Target Corporation,,168.47,2588.32859707266,-7474.275239332976,436055.7187488311
Equities,ADSK,Autodesk,,215.16,6593.40048321412,18845.92436756463,1418636.0479683501
Equities,EPAM,EPAM Systems,,332.65,2072.8926308320065,2477.1781581882983,689547.7336462669
