FINANCIAL TYPE,SYMBOL,SECURITY NAME,SEDOL,PRICE,QUANTITY,REALISED P/L,MARKET VALUE
Equities,ALL,FIN-Allstate,,126.55,227600.37168543914,16314.159483356472,28802827.036792323
Equities,ALB,FIN-Albemarle Corporation,,280.43,163550.38854312792,104560.4748846362,45864435.45914936
Equities,AKAM,FIN-Akamai,,88.95,43964.002772236,-18844.01279573727,3910598.0465903925
Equities,MTD,FIN-Mettler Toledo,,1532.92,86272.95592631871,1987492.1546796937,132249539.59857248
Equities,CARR,FIN-Carrier Global,,45.15,9237.484322996022,-6211.784115697494,417072.4171832704
Equities,SJM,FIN-J.M. Smucker Company (The),,149.66,95282.663726053,1565.3244706849505,14260003.453241091
Equities,VZ,FIN-Verizon,,40.18,175457.60834315207,102752.41832497317,7049886.70322785
Equities,VMC,FIN-Vulcan Materials Company,,182.14,201343.6432597588,386426.8260524948,36672731.183332466
Equities,STZ,FIN-Constellation Brands,,229.07,68181.79319606164,-122.91025715759415,15618403.36742184
Equities,KEYS,FIN-Keysight,,179.35,253187.54269172708,-325647.31216522853,45409185.78176125
Equities,HRL,FIN-Hormel Foods,,44.69,140269.3517499069,-683.7872669988353,6268637.329703339
Equities,ABC,FIN-AmerisourceBergen,,167.52,18017.766240140136,5053.356591346454,3018336.200548276
Equities,CRL,FIN-Charles River Laboratories,,243.25,222513.087772706,995317.0199407446,54126308.600710735
Equities,FTV,FIN-Fortive,,67.88,152321.63270286997,-57804.869597983416,10339592.427870814
Equities,WHR,FIN-Whirlpool Corporation,,149.6,127134.92614153458,135463.80315086665,19019384.950773574
Equities,COP,FIN-ConocoPhillips,,118.75,57906.53198359225,-18984.290806623754,6876400.67305158
Equities,AON,FIN-Aon,,317.48,167679.4771539864,318047.6086682151,53234880.4068476
Equities,TMO,FIN-Thermo Fisher Scientific,,569.58,198633.66341511597,363505.4155672575,113137762.00798176
Equities,CDNS,FIN-Cadence Design Systems,,182.83,180973.4782773882,790160.2310962928,33087381.033454888
Equities,EG,FIN-Everest Re,,346.45,164369.70778954544,611076.4980227005,56945885.26368801
Equities,FMC,FIN-FMC Corporation,,131.75,206987.9982856827,67681.7899156368,27270668.774138696
Equities,CSX,FIN-CSX,,30.7,211314.59767612544,-731.5238493630824,6487358.148657051
Equities,MA,FIN-Mastercard,,369.49,50350.73443190432,-99341.46076573028,18604092.86524433
Equities,EPAM,FIN-EPAM Systems,,332.65,26292.107183276046,1166.1630196015306,8746069.454516776
Equities,LEN,FIN-Lennar,,101.75,183023.9617945422,164877.18266772915,18622688.112594668
Equities,ADSK,FIN-Autodesk,,215.16,85137.37202866703,-236696.41932261921,18318156.965687998
Equities,HII,FIN-Huntington Ingalls Industries,,216.73,83107.91784295102,49011.801022646134,18011979.034102775
Equities,XYL,FIN-Xylem Inc.,,103.34,86954.55366880896,-81298.90053148483,8985883.576134719
Equities,MPWR,FIN-Monolithic Power Systems,,424.88,53525.33879937713,-21751.404458407684,22741845.949079357
Equities,JBHT,FIN-J.B. Hunt,,187.81,126314.86468341925,-201970.43279176485,23723194.736192968
Equities,MPC,FIN-Marathon Petroleum,,126.26,23341.733216508746,21647.54430149065,2947127.2359163943
Equities,MAR,FIN-Marriott International,,172.8,208539.63307394096,308857.7331022365,36035648.595177
Equities,LLY,FIN-Eli Lilly and Company,,341.42,163875.31233083655,-347869.9055965893,55950309.13599422
Equities,TXN,FIN-Texas Instruments,,174.63,124668.0618619083,381315.7954888339,21770783.642945044
Equities,ITW,FIN-Illinois Tool Works,,233.51,161754.31870239042,413700.41336796735,37771250.960195184
Equities,BBY,FIN-Best Buy,,86.63,78377.55528889879,64144.90377166447,6789847.614677302
Equities,BEN,FIN-Franklin Templeton,,30.5,140244.61135997984,66088.42221296919,4277460.646479385
Equities,IQV,FIN-IQVIA,,229.41,133119.379060989,480454.4139209544,30538916.75038149
Equities,UAL,FIN-United Airlines Holdings,,48.96,207131.575015226,215975.94278907785,10141161.912745465
Equities,MO,FIN-Altria,,43.2,86253.65842217559,-5846.648947560839,3726158.043837986
Equities,ZTS,FIN-Zoetis,,164.77,196519.0198200845,17243.062163555984,32380438.895755325
Equities,INVH,FIN-Invitation Homes,,31.76,171947.3593523356,105248.9174683335,5461048.133030179
Equities,ON,FIN-ON Semiconductor,,73.45,247935.40531411336,122944.3988956888,18210855.520321626
Equities,HD,FIN-Home Depot (The),,319.54,17723.850407806764,25929.0914418763,5663479.159310574
Equities,PRU,FIN-Prudential Financial,,100.71,144152.3559489576,199496.1134079729,14517583.767619517
Equities,APTV,FIN-Aptiv,,113.09,133840.8912992283,-60739.63650210711,15136066.39702973
Equities,VICI,FIN-Vici Properties,,33.34,176336.30452539452,-40951.876792210816,5879052.392876654
Equities,ESS,FIN-Essex Property Trust,,221.27,153446.49576488655,-432075.77720411506,33953106.11789645
Equities,TAP,FIN-Molson Coors Beverage Company,,51.83,42531.699131392576,-720.4401546757233,2204417.965980077
Equities,CPB,FIN-Campbell Soup Company,,51.17,106250.490920547,26734.935422580606,5436837.620404391
Equities,FANG,FIN-Diamondback Energy,,141.45,43559.414928962295,25513.46526129671,6161479.241701716
Equities,K,FIN-Kellogg's,,67.38,167928.44794461894,-59605.722580773756,11315018.822508423
Equities,DLTR,FIN-Dollar Tree,,150.18,43517.3562660863,-2529.902793160494,6535436.564040842
Equities,CVX,FIN-Chevron Corporation,,169.2,53545.2135792852,-31310.200472179644,9059850.137615055
Equities,DFS,FIN-Discover Financial,,114.38,85846.67900787559,190836.97693350576,9819143.14492081
Government Bond,IT0005387052,FIN-BUONI POLIENNALI DEL TES 0.4% 05/15/2030 144A,BK5MSX9,114.24,3186.3740500540825,-9.032621738656639,364011.37147817836
Government Bond,JP1300521G93,FIN-JAPAN (30 YEAR ISSUE) 0.5 % 09/20/2046 ,BD8CPW5,98.08,7402307.988349901,-25498.323245069143,726018367.4973582
Government Bond,SE0008014062,FIN-SWEDEN I/L BOND 0.125 % 06/01/2026,BDCRN33,122.44,7816.0717016372855,-8.471005958621888,956999.8191484693
