FINANCIAL TYPE,SYMBOL,SECURITY NAME,ISIN,PRICE,QUANTITY,REALISED P/L,MARKET VALUE
Equities,FANG,Diamondback Energy,,127.27,99051.9690866106,-88777.79463279304,12606344.10565293
Equities,AOS,A. O. Smith,,55.14,361177.30191337276,94046.12835786889,19915316.427503373
Equities,ADM,ADM,,86.07,32614.672748030316,4244.488405357321,2807144.883422969
Equities,TMO,Thermo Fisher Scientific,,544.03,248837.87355904613,-39883.09826747901,135375268.35232785
Equities,CHRW,C.H. Robinson,,111.49,259709.4311417229,1690.0452560782842,28955004.477990683
Equities,CHD,Church & Dwight,,82.67,88180.41150393382,15727.355247999905,7289874.619030209
Equities,JBHT,J.B. Hunt,,172.47,56773.689598423145,20458.83595221475,9791758.24504004
Equities,SO,Southern Company,,74.0,49525.9845433053,10090.631441659541,3664922.856204592
Equities,FAST,Fastenal,,49.03,303195.66147243,-26677.400251106625,14865683.281993242
Equities,STT,State Street Corporation,,65.97,33822.623590549956,4600.104632808318,2231278.4782685805
Equities,FCX,Freeport-McMoRan,,29.14,288700.2513621943,-32593.928993082915,8412725.324694343
Equities,STZ,Constellation Brands,,242.63,236758.3651338497,161800.59623842107,57444682.13242595
Equities,NSC,Norfolk Southern Railway,,237.48,330978.5308503817,187828.81044189224,78600781.50634864
Equities,ALL,Allstate,,117.94,42278.27948818745,-11994.591910629862,4986300.282836827
Equities,SJM,J.M. Smucker Company (The),,136.18,159449.51121259265,17921.326835876647,21713834.43693087
Equities,EVRG,Evergy,,65.71,42278.27948818745,-5493.156418815145,2778105.745168797
Equities,MSFT,Microsoft,,258.97,177568.77385038728,-327.25667486934105,45984985.3640348
Equities,AXP,American Express,,149.83,140122.29773227838,-7831.085970896839,20994523.86922727
Equities,SYK,Stryker Corporation,,202.82,291116.1530472336,272554.47030906676,59044178.16103991
Equities,VICI,Vici Properties,,31.43,200519.83985826047,-10405.582135696422,6302338.566745127
Equities,ARE,Alexandria Real Estate Equities,,147.71,321314.9241102246,-88699.90657873827,47461427.440321274
Equities,DD,DuPont,,54.56,124418.93677952306,2646.493319211551,6788297.190690779
Equities,AMT,American Tower,,246.49,281452.5463070764,-178699.0600830845,69375238.13923126
Equities,HON,Honeywell,,185.44,158241.560370073,-92812.42101811375,29344314.95502634
Equities,RCL,Royal Caribbean Group,,40.85,130458.69099212126,2001.364047702297,5329237.527028154
Equities,APH,Amphenol,,72.74,303195.66147243,-47279.601391910015,22054452.415504556
Equities,PHM,PulteGroup,,40.16,12079.508425196414,-1669.656436754613,485113.05835588794
Equities,ETN,Eaton Corporation,,134.05,357553.44938581384,78977.40978221869,47930039.89016835
Equities,MDLZ,Mondelez International,,60.44,323730.82579526387,26087.010582770017,19566291.11106575
Equities,LEN,Lennar,,76.3,117171.23172440521,72670.59153443681,8940164.980572117
Equities,ATVI,Activision Blizzard,,77.65,288700.2513621943,8176.6823452356775,22417574.51827439
Equities,AZO,AutoZone,,2119.21,102675.82161416952,642566.4230269793,217591627.9229642
Equities,VRSK,Verisk,,185.89,221055.00418109438,72569.96045116452,41091914.727223635
Equities,CSGP,CoStar Group,,69.64,340642.1375905389,-145451.77923238074,23722318.461805128
Equities,JKHY,Jack Henry & Associates,,189.93,82140.6572913356,-38246.17348739424,15600975.039343372
Equities,CI,Cigna,,278.86,51941.88622834458,2053.9398663083816,14484514.393636169
Equities,CMA,Comerica,,76.24,85764.50981889454,21609.383732482922,6538686.22859252
Equities,TTWO,Take-Two Interactive,,122.56,345473.94096061744,-1326.4045462841555,42341286.20413327
Equities,NEM,Newmont,,39.56,80932.70644881597,6090.467433525558,3201697.86711516
Equities,EXC,Exelon,,42.41,24159.01685039283,1959.2104324961786,1024583.9046251598
Equities,WEC,WEC Energy Group,,99.72,48318.03370078566,-5617.854294467392,4818274.320642346
Equities,LNT,Alliant Energy,,59.03,286284.349677155,2024.3348706582242,16899365.161442462
Equities,BSX,Boston Scientific,,40.31,3623.852527558924,136.8973821075915,146077.49538590023
Equities,HPQ,HP Inc.,,27.7,164281.3145826712,19349.379602867168,4550592.413939993
Equities,UDR,"UDR, Inc.",,43.12,44694.18117322673,910.6425815688319,1927213.0921895364
Equities,OXY,Occidental Petroleum,,70.3,148577.9536299159,21088.70969790197,10445030.140183087
Equities,ILMN,Illumina,,201.64,330978.5308503817,341752.9687677463,66738510.96067096
Equities,MHK,Mohawk Industries,,110.36,1207.9508425196414,-528.8275147259241,133309.45498046762
Equities,TROW,T. Rowe Price,,114.95,3623.852527558924,114.1154487911013,416561.84804289835
Equities,AMD,AMD,,84.87,254877.62777164433,-46554.28206984895,21631464.268979456
Equities,ULTA,Ulta Beauty,,419.87,352721.6460157353,440415.12377289037,148097237.51262677
Equities,XOM,ExxonMobil,,92.51,357553.44938581384,-60746.07256099924,33077269.60268164
Equities,ABC,AmerisourceBergen,,144.87,163073.36374015157,-92134.56111372571,23624438.20503576
Equities,NI,NiSource,,28.46,338226.2359054996,21094.86729538273,9625918.673870519
Equities,T,AT&T,,16.46,338226.2359054996,7691.852295256671,5567203.843004524
Equities,CEG,Constellation Energy,,80.68,141330.24857479802,-36140.17174610488,11402524.455014706
Government Bond,DE0001030567,DEUTSCHLAND I/L BOND 0.1 % 4/15/2026 REGS,DE0001030567,121.66,5719.300041509075,74.28302275548097,695810.043049994
Government Bond,IT0004735152,BUONI POLIENNALI DEL TES 3.1% 09/15/2026 144A,IT0004735152,140.96,5174.794261622836,26.575487908433722,729438.999118355
Government Bond,FR0000188799,FRANCE (GOVT OF) 3.15 % 07/25/2032 REGS ,FR0000188799,209.91,3460.05231086893,1.7795426374717869,726299.5805744971
Government Bond,DK0009923807,KINGDOM OF DENMARK 0.5 % 11/15/2029 144A ,DK0009923807,104.92,95234.1068289292,-263.9008814542056,9991962.488491252
Government Bond,US912810FS25,TSY INFL IX N/B 2% 01/15/2026,US912810FS25,161.69,6159.373709890029,67.40229664040757,995909.1351521189
Government Bond,US912810FQ68,TSY INFL IX N/B 3.375% 04/15/2032,US912810FQ68,232.32,1519.9996468779775,-8.626672719777174,353126.3179626917
Government Bond,GB00B3MYD345,UNITED KINGDOM I/L GILT 0.625% 11/22/2042 REGS,GB00B3MYD345,273.25,4263.408099069546,98.04144697541422,1164976.2630707533
Government Bond,MX0MG00000H9,MEX BONOS DESARR FIX RT 8.5 % 05/31/2029 ,MX0MG00000H9,106.28,3556273.4957440933,-6913.644876389368,377960747.12768227
Government Bond,IT0003745541,BUONI POLIENNALI DEL TES 2.4% 09/15/2035 144A,IT0003745541,180.04,5074.524351255117,20.47280027788694,913617.3641999712
Government Bond,JP1103571L10,JAPAN (10 YEAR ISSUE) 0.1 % 12/20/2029 ,JP1103571L10,101.01,6086491.257874553,-12898.976111427904,614796481.9579086
Government Bond,GB00BL68HJ26,UNITED KINGDOM GILT 0.125% 01/30/2026 REGS,GB00BL68HJ26,97.67,22211.980416552946,686.400107660143,2169444.127284726
Government Bond,CA135087YK42,CANADIAN GOVERNMENT RRB 2.0% 12/01/2041,CA135087YK42,187.0,2398.795368841769,42.77421685312994,448574.73397341074
Government Bond,ES00000128E2,BONOS Y OBLIG DEL ESTADO 3.5% 07/30/2066 144A,ES00000128E2,150.98,2365.6828223309285,-10.934402629997917,357170.79251552356
Government Bond,CND100045210,CHINA GOVERNMENT BOND 3.0% 03/11/2026,CND100045210,101.8,34098.7310138411,13.235195912874687,3471250.8172090235
Government Bond,CA135087VS05,CANADIAN GOVERNMENT RRB 4.3% 12/01/2026,CA135087VS05,207.44,1716.7237063500138,70.09612900077245,356117.16564524686
Government Bond,DE0001030559,DEUTSCHLAND I/L BOND 0.5 % 4/15/2030 REGS,DE0001030559,136.35,6453.036591836197,76.57467597139915,879871.5392968653
Government Bond,BE0000304130,BELGIUM KINGDOM 5% 3/28/2035 144A,BE0000304130,160.82,4383.105772021147,27.07523315567022,704891.0702564408
Government Bond,US912810SM18,TSY INFL IX N/B 0.25% 02/15/2050 ,US912810SM18,130.26,4470.857108033394,47.51365569967665,582373.8468924299
Government Bond,CA135087WV25,CANADIAN GOVERNMENT RRB 4.0% 12/01/2031,CA135087WV25,231.04,1657.6633539186046,-6.332665249906611,382986.5412893544
Government Bond,ES0000012B39,BONOS Y OBLIG DEL ESTADO 1.4% 04/30/2028 144A,ES0000012B39,108.62,29706.047906038842,208.85111331154783,3226670.923553939
CASH,USDCURR,CASH,,,,,128453175.96881914
