FINANCIAL TYPE,SYMBOL,SECURITY NAME,SEDOL,PRICE,QUANTITY,REALISED P/L,MARKET VALUE
Equities,TJX,TJX Companies,,84.46,38790.03138721849,-32648.339713103556,3276206.0509644737
Equities,SYY,Sysco,,73.7,173907.41700582133,27743.52705039062,12816976.633329032
Equities,PNR,Pentair,,64.39,312552.3678931109,203794.6159004343,20125246.96863741
Equities,AXP,American Express,,173.6,301991.1925665749,715151.8655311815,52425671.0295574
Equities,COP,ConocoPhillips,,103.16,275111.0587152934,-67212.76165020374,28380456.81706967
Equities,DGX,Quest Diagnostics,,139.84,203183.28659237822,139544.44363587635,28413150.79707817
Equities,WYNN,Wynn Resorts,,105.33,75513.67476992021,-61054.86632091766,7953855.363515696
Equities,STT,State Street Corporation,,73.18,103308.85097116993,114947.31618447989,7560141.714070216
Equities,META,Meta Platforms,,286.98,294603.33853694866,-192041.0372201743,84545266.09333353
Equities,ANSS,Ansys,,330.27,279573.8154103659,13635.755599744913,92334844.01558153
Equities,MHK,Mohawk Industries,,103.16,200150.58686020304,-95934.24680540933,20647534.540498544
Equities,GOOG,Alphabet Inc. (Class C),,120.97,86757.07039588498,21571.11594668129,10495002.805790206
Equities,TEL,TE Connectivity,,139.52,10854.128128687504,-6498.340875956238,1514367.9565144805
Equities,NWL,Newell Brands,,8.7,97889.38237018768,-6626.756953039202,851637.6266206327
Equities,MMC,Marsh McLennan,,187.39,125018.47863165187,55902.84769892476,23427212.710785244
Equities,SO,Southern Company,,69.53,257109.9160410675,-13538.122247786887,17876852.462335423
Equities,CRL,Charles River Laboratories,,210.25,275001.3464667383,-569348.5912973448,57819033.09463173
Equities,GWW,W. W. Grainger,,786.53,28840.818324017248,641421.68995258,22684168.836389285
Equities,QRVO,Qorvo,,102.03,282522.6485679244,-259389.25130032696,28825785.833385326
Equities,MCO,Moody's Corporation,,346.91,172145.480491045,-399648.2170534302,59718988.637148425
Equities,EBAY,eBay,,44.69,169861.77784035171,-7883.879984151543,7591122.851685318
Equities,REGN,Regeneron,,718.54,173279.41987539004,-71101.1325270691,124508194.35726276
Equities,AVY,Avery Dennison,,171.8,149216.56997594773,157767.26834771197,25635406.721867822
Equities,BK,BNY Mellon,,44.11,195589.08914143106,-67482.4005995366,8627434.722028524
Equities,IFF,International Flavors & Fragrances,,79.59,231594.64475883023,-140973.1186464123,18432617.7763553
Equities,CPRT,Copart,,45.6,124304.82155331025,-46036.103434096614,5668299.862830947
Equities,LEN,Lennar,,124.93,299179.3942271635,418242.96628786065,37376481.72079954
Equities,TPR,"Tapestry, Inc.",,42.8,238057.75112419293,-42804.233773774235,10188871.748115458
Equities,ACGL,Arch Capital Group,,74.85,183079.67746266836,47537.5788511008,13703513.858080726
Equities,HAL,Halliburton,,32.99,49001.39342893843,-11910.219288204464,1616555.9692206788
Equities,PTC,PTC,,142.3,25371.379448555348,-16301.130284355095,3610347.2955294265
Equities,ROK,Rockwell Automation,,328.15,257415.00048608804,225349.35412924635,84470732.4095098
Equities,LLY,Eli Lilly and Company,,467.98,56413.40525175612,-206699.90173471882,26400345.38971683
Equities,LYV,Live Nation Entertainment,,91.11,25951.166485150414,424.2066287403925,2364410.778462054
Equities,AZO,AutoZone,,2493.36,270404.82522246614,-1060217.1840029934,674216575.0166882
Equities,EW,Edwards Lifesciences,,94.33,229620.03526993172,30637.725618019944,21660057.92701266
Equities,CAG,Conagra Brands,,33.36,138055.1420587592,-2924.7597584044984,4605519.539080207
Equities,CPB,Campbell Soup Company,,45.35,147556.64475381825,-88968.19417445705,6691693.839585658
Equities,ENPH,Enphase,,167.48,92127.2739775641,34949.25874741627,15429475.845762433
Equities,DRI,Darden Restaurants,,165.75,179215.37998495478,-52841.74409855463,29704949.232506257
Equities,IEX,IDEX Corporation,,214.62,304610.4670082814,-743996.1545599787,65375498.429317355
Equities,ARE,Alexandria Real Estate Equities,,113.49,191777.0104743278,-6335.629171945347,21764772.918731462
Equities,WAT,Waters Corporation,,266.54,135768.90758694548,269977.1584381952,36187844.628224455
Equities,LYB,LyondellBasell,,90.65,53512.14923275366,66768.68022566722,4850876.32794912
