FINANCIAL TYPE,SYMBOL,SECURITY NAME,ISIN,PRICE,QUANTITY,REALISED P/L,MARKET VALUE
Equities,FICO,Fair Isaac,,619.72,79931.01237876396,-317283.5329485631,49534846.9913676
Equities,CI,Cigna,,324.84,64840.75793110921,-92676.07781978112,21062871.806341514
Equities,DFS,Discover Financial,,106.18,31896.514167894602,9716.18373551579,3386771.8743470493
Equities,NFLX,Netflix,,305.53,59652.681061214,90786.44849319861,18225683.644632712
Equities,PRU,Prudential Financial,,103.68,37162.05150487476,-39442.63097478196,3852961.500025416
Equities,HIG,Hartford (The),,75.48,99013.04014782746,-46380.788898068655,7473504.270358017
Equities,RF,Regions Financial Corporation,,22.52,100986.61000435846,7403.61002158301,2274218.4572981526
Equities,PFE,Pfizer,,48.6,177762.2173649085,65451.36480248302,8639243.763934553
Equities,SO,Southern Company,,65.63,98275.69839770778,-20625.640847942093,6449834.085841561
Equities,TMO,Thermo Fisher Scientific,,559.19,186373.7738915284,-277461.48217929085,104218350.62240377
Equities,ON,ON Semiconductor,,75.2,184804.43165309797,34000.61344235268,13897293.260312967
Equities,WHR,Whirlpool Corporation,,140.89,21190.453910140623,22682.523361031897,2985523.051399712
Equities,K,Kellogg's,,71.67,147811.76946919665,39971.23894641706,10593669.517857324
Equities,A,Agilent Technologies,,154.2,163287.7565688022,794183.5648605017,25178972.062909298
Equities,LYB,LyondellBasell,,81.73,3460.469589024272,1588.8267876398786,282824.1795109538
Equities,CLX,Clorox,,145.3,27528.016812733502,4495.19811035334,3999820.8428901783
Equities,CNC,Centene Corporation,,87.05,106967.786511253,42979.29845940052,9311545.815804573
Equities,ATO,Atmos Energy,,117.93,48730.07273115998,1035.5816101736682,5746737.477185696
Equities,LUV,Southwest Airlines,,39.29,203324.2397500506,99558.27311486594,7988609.379779488
Equities,ZTS,Zoetis,,153.11,193265.16207200178,-54959.90074975328,29590828.964844197
Equities,PGR,Progressive Corporation,,131.86,84851.76532833162,-22420.648972243078,11188553.776193809
Equities,CHTR,Charter Communications,,391.29,2760.1860183117574,2229.2644697296505,1080033.1871052077
Equities,NTAP,NetApp,,66.1,117700.66788227957,-17413.249494912685,7780014.1470186785
Equities,FTNT,Fortinet,,53.16,126985.34563080153,8298.848279762315,6750540.973733409
Equities,MSFT,Microsoft,,253.41,169316.9790394217,-16166.374839722921,42906615.65837985
Equities,MO,Altria,,43.77,102916.2969707259,5491.196398140075,4504646.318408673
Equities,NVDA,Nvidia,,169.18,179830.03647698514,518809.9254946442,30423645.571176346
Equities,FFIV,"F5, Inc.",,154.61,202627.02729917844,-436495.19179231813,31328164.690725982
Equities,IDXX,Idexx Laboratories,,425.87,77820.81181289017,356322.73479641706,33141549.126755536
Equities,INTC,Intel,,29.48,88771.46970415294,-19372.132573895764,2616982.926878429
Equities,SYK,Stryker Corporation,,231.96,84626.41337915584,-15173.891277974215,19629942.84742899
Equities,VLO,Valero Energy,,130.39,35320.94928412517,62293.639382611436,4605498.57715708
Equities,NOC,Northrop Grumman,,526.77,155222.99586798382,-151518.2016338815,81766817.53337783
Equities,DHI,D.R. Horton,,85.16,28950.08179304114,-19079.761965092483,2465388.9654953834
Equities,ANSS,Ansys,,254.3,41417.39515569502,-128103.20595385385,10532443.588093244
Equities,TJX,TJX Companies,,79.11,125268.99912267864,49833.98675778205,9910030.520595107
Equities,EMR,Emerson Electric,,94.08,9781.038961833756,-19086.689046510084,920200.1455293198
Equities,MLM,Martin Marietta Materials,,365.21,167924.39680958164,-51850.398736085765,61327668.95882731
Equities,DHR,Danaher Corporation,,272.53,166049.85350612577,-529688.1322565204,45253566.57602445
Equities,EA,Electronic Arts,,130.36,30692.36220203829,-24124.779248112303,4001056.336657712
Equities,SBUX,Starbucks,,100.65,104745.66068897452,-294683.1620432723,10542650.748345286
Equities,MRNA,Moderna,,175.91,6626.794144448413,38406.74225262396,1165719.3579499202
Equities,TROW,T. Rowe Price,,120.9,6933.223657410034,-12634.58702329281,838226.7401808732
Equities,AMP,Ameriprise Financial,,327.93,21583.966732353696,-64927.71157085629,7078030.210540747
Equities,ATVI,Activision Blizzard,,73.16,83843.20957275326,10765.8106004261,6133969.212342628
Equities,JPM,JPMorgan Chase,,135.17,156496.62338934006,157141.83154424874,21153648.583537094
Equities,WY,Weyerhaeuser,,31.28,79728.72795194476,4441.248771824146,2493914.6103368322
Equities,GWW,W. W. Grainger,,598.25,7604.775195838173,-26679.585833276724,4549556.760910187
Equities,LDOS,Leidos,,108.07,102843.47730695529,1983.9434168809507,11114294.592562657
Equities,PTC,PTC,,127.21,114581.70681950472,83950.30293394276,14575938.924509194
Equities,JNJ,Johnson & Johnson,,174.14,9347.260346158017,1561.9374272597574,1627731.916679957
Equities,PEG,Public Service Enterprise Group,,58.89,154230.4099355754,-137687.24281499433,9082628.841106035
Equities,RTX,RTX Corporation,,96.9,133980.46941477197,123189.4653945889,12982707.486291405
Equities,TTWO,Take-Two Interactive,,105.69,150285.24938863274,-206218.0194814208,15883648.007884594
Equities,AJG,Arthur J. Gallagher & Co.,,197.47,170282.4026230197,93725.25084142572,33625666.0459677
Equities,BG,Bunge Limited,,102.84,190961.61745039962,87737.80925005712,19638492.738599095
Equities,PH,Parker Hannifin,,295.36,170902.4958423447,-263712.39259063575,50477761.17199494
Equities,KLAC,KLA Corporation,,389.51,70185.32541864827,-1378605.2222109844,27337886.103817686
Equities,DOW,Dow Inc.,,49.64,149801.8551257581,-8752.691545061789,7436164.088442632
Equities,CPRT,Copart,,33.28,173489.9484314124,24368.134784263566,5773745.483797405
Equities,CCL,Carnival,,9.93,3417.815146796875,384.4530186839756,33938.90440769297
Equities,AEP,American Electric Power,,94.07,21238.499873865563,10183.342011501043,1997905.6831345335
Equities,HCA,HCA Healthcare,,238.58,20807.519389599944,102276.52128557905,4964257.975970754
Equities,QRVO,Qorvo,,99.25,180251.80360172963,459568.30017465004,17889991.507471666
Equities,MCK,McKesson,,380.56,187785.73829991653,218780.3532919336,71463740.56741624
Equities,CRL,Charles River Laboratories,,228.57,109803.7268189606,-109107.14224147765,25097837.83900982
Equities,IQV,IQVIA,,218.02,105336.95362890758,-80453.30749295006,22965562.630174432
Government Bond,NL0011819040,NETHERLANDS GOVERNMENT 0.5 % 07/15/2026 144A ,NL0011819040,104.55,31041.077551988834,50.42717441686706,3245344.6580604324
Government Bond,IT0003745541,BUONI POLIENNALI DEL TES 2.4% 09/15/2035 144A,IT0003745541,180.15,4159.21376710532,553.3731313183943,749282.3601440233
Government Bond,GB00B73ZYW09,UNITED KINGDOM I/L GILT 0.25% 03/22/2052 REGS,GB00B73ZYW09,272.68,5165.27532415131,-728.663766692219,1408467.2753895794
Government Bond,GB00B7RN0G65,UNITED KINGDOM I/L GILT 0.125% 03/22/2044 REGS,GB00B7RN0G65,225.98,4623.739480627611,1069.6618459040728,1044872.6478322274
Government Bond,US912828B253,TSY INFL IX N/B 0.625% 01/15/2024,US912828B253,126.45,1814.491455423286,26.7434027505722,229442.44453827452
Government Bond,GB00BNNGP882,UNITED KINGDOM I/L GILT 0.125% 03/22/2051 REGS,GB00BNNGP882,213.99,1261.2015396001757,45.11220891647181,269884.5174590416
Government Bond,US9128283R96,TSY INFL IX N/B 0.5% 01/15/2028 ,US9128283R96,125.84,11186.49813021126,-38.5092117395604,1407708.924705785
Government Bond,US912810QV35,TSY INFL IX N/B 0.75% 02/15/2042,US912810QV35,154.95,8939.806976595986,-660.3538602442097,1385223.091023548
Government Bond,GB00BMBL1F74,UNITED KINGDOM GILT 0.625% 10/22/2050 REGS,GB00BMBL1F74,88.45,6304.505527598539,135.47193106541312,557633.5139160907
Government Bond,US912828WU04,TSY INFL IX N/B 0.125% 07/15/2024 ,US912828WU04,124.43,13076.716985906365,-12.438346805919142,1627135.8945563291
Government Bond,ES0000012C12,SPAIN I/L BOND 0.7 % 11/30/2033 144A ,ES0000012C12,131.1,5330.816040165129,-116.63140920218473,698869.9828656485
Government Bond,GB00B4PTCY75,UNITED KINGDOM I/L GILT 0.375% 03/22/2062 REGS,GB00B4PTCY75,351.63,4925.798038544536,465.069352225456,1732058.3642934153
Government Bond,GB00B54QLM75,UNITED KINGDOM GILT 4% 01/22/2060 REGS,GB00B54QLM75,195.61,8292.636456965143,427.79338127734457,1622122.6173469517
Government Bond,IT0004243512,BUONI POLIENNALI DEL TES 2.6% 09/15/2023 144A,IT0004243512,135.08,5407.3331472515565,39.72734557166454,730422.5615307403
Government Bond,GB00BLH38265,UNITED KINGDOM I/L GILT 0.125% 03/22/2039 REGS,GB00BLH38265,167.57,887.789586872696,-23.055761733457484,148766.90107225766
Government Bond,DE0001030567,DEUTSCHLAND I/L BOND 0.1 % 4/15/2026 REGS,DE0001030567,121.62,6013.822716662675,15.595887368144279,731401.1188005145
Government Bond,US912810SG40,TSY INFL IX N/B 1% 02/15/2049,US912810SG40,156.24,5573.407627517735,632.7856708803808,870789.207723371
Government Bond,US91282CCA71,TSY INFL IX N/B 0.125% 04/15/2026 ,US91282CCA71,114.14,10291.691830803658,19.250720453667327,1174693.7055679297
Government Bond,JP1201401C92,JAPAN (20 YEAR ISSUE) 1.7 % 09/20/2032 ,JP1201401C92,116.6,5702189.660046827,-133576.4145166677,664875314.36146
CASH,USDCURR,CASH,,,,,137270519.367487
