FINANCIAL TYPE,SYMBOL,SECURITY NAME,ISIN,PRICE,QUANTITY,REALISED P/L,MARKET VALUE
Equities,HRL,SEC-Hormel Foods,,46.08,14772.73329490441,-801.1383851089558,680727.5502291952
Equities,CTSH,SEC-Cognizant,,61.4,46706.842096902285,-1321.4709403460768,2867800.1047498
Equities,MRNA,SEC-Moderna,,175.91,35940.70005443826,87418.17155669103,6322328.5465762345
Equities,PANW,SEC-Palo Alto Networks,,169.9,39269.168850057984,11283.458854844703,6671831.787624852
Equities,LVS,SEC-Las Vegas Sands,,46.68,22660.789451048648,-18993.78403437438,1057805.651574951
Equities,CB,SEC-Chubb Limited,,216.79,27353.26734917478,33995.036293442114,5929914.8286276
Equities,AAP,SEC-Advance Auto Parts,,147.04,3678.2470028688945,11117.40713684725,540849.4393018422
Equities,ROL,"SEC-Rollins, Inc.",,40.04,5736.176737994785,-801.9882490252638,229676.51658931118
Equities,DD,SEC-DuPont,,69.47,54358.914875649745,160889.14994002017,3776313.8164113876
Equities,DGX,SEC-Quest Diagnostics,,149.64,58342.57329225318,-64531.87588657944,8730382.667452766
Equities,TFX,SEC-Teleflex,,233.11,8595.166916565357,-43565.241439156045,2003619.3599205504
Equities,MGM,SEC-MGM Resorts,,36.86,77380.78407526853,3591.7677285911477,2852255.701014398
Equities,IPG,SEC-Interpublic Group of Companies (The),,33.79,69806.20329735575,24042.245495329087,2358751.609417651
Equities,STX,SEC-Seagate Technology,,51.08,35758.91611128099,-4623.25970473069,1826565.4349642328
Equities,CPT,SEC-Camden Property Trust,,117.1,70438.16030687065,7438.152887855562,8248308.571934552
Equities,HPE,SEC-Hewlett Packard Enterprise,,16.39,73923.59162332998,4015.607004568589,1211607.6667063783
Equities,NTRS,SEC-Northern Trust,,90.66,7232.746624907775,-5584.67612916763,655720.8090141389
Equities,NTAP,SEC-NetApp,,66.1,5058.983585632859,796.6867169759148,334398.815010332
Equities,KR,SEC-Kroger,,48.36,58369.91282987841,-25961.169269963535,2822768.98445292
Equities,VTRS,SEC-Viatris,,10.65,47940.778552746524,1571.969453837323,510569.2915867505
Equities,CFG,SEC-Citizens Financial Group,,40.82,39500.83545835603,-2317.7902415999442,1612424.103410093
Equities,ADBE,SEC-Adobe Inc.,,344.93,27513.16767120659,-4737.9958300671815,9490116.92482929
Equities,CHTR,SEC-Charter Communications,,391.29,29803.993094721136,31639.67816965854,11662004.458033433
Equities,ATO,SEC-Atmos Energy,,117.93,42248.87867557682,43959.053688968794,4982410.262210775
Equities,AMT,SEC-American Tower,,216.23,38064.31063050373,11491.778936933744,8230645.887633821
Equities,REG,SEC-Regency Centers,,64.35,4541.600822613183,25.765715557978638,292252.0129351583
Equities,PHM,SEC-PulteGroup,,44.4,8984.275686713998,1025.2326609463535,398901.8404901015
Equities,WMT,SEC-Walmart,,150.12,73496.83103382029,113433.87600960248,11033344.274797102
Equities,SPG,SEC-Simon Property Group,,114.0,25198.06042151173,42324.44012134223,2872578.8880523373
Equities,RJF,SEC-Raymond James,,115.45,87984.92736627774,7715.909999551082,10157859.864436766
Equities,RTX,SEC-RTX Corporation,,96.9,46335.12031340126,-23554.150811541665,4489873.158368583
Equities,META,SEC-Meta Platforms,,118.1,83308.69730739818,245039.14957168436,9838757.152003724
Equities,AJG,SEC-Arthur J. Gallagher & Co.,,197.47,2362.9514405390196,4320.198531949899,466612.0209632402
Equities,NEM,SEC-Newmont,,46.01,66297.29954892212,36031.27126609096,3050338.7522459067
Equities,LYV,SEC-Live Nation Entertainment,,72.76,86609.1370814394,-14287.996098193868,6301680.814045532
Equities,AOS,SEC-A. O. Smith,,59.67,13729.004477472574,5767.878011063522,819209.6971707885
Equities,ABC,SEC-AmerisourceBergen,,169.24,91700.46645774948,-155164.51456385167,15519386.943309523
Equities,PFE,SEC-Pfizer,,48.6,68604.43276680961,2823.594170839099,3334175.432466947
Equities,TRV,SEC-Travelers Companies (The),,186.81,61734.834342331786,77554.3062020117,11532684.403491002
Equities,LH,SEC-LabCorp,,204.6,76239.95793067865,157019.59811992684,15598695.392616851
Equities,PNW,SEC-Pinnacle West,,75.77,65947.1616109147,12017.030810290362,4996816.435259007
Equities,KMI,SEC-Kinder Morgan,,18.23,307.21006752567587,-48.8409448200825,5600.4395309930715
Equities,PRU,SEC-Prudential Financial,,103.68,46520.9212500254,6236.951931009615,4823289.115202634
Equities,LIN,SEC-Linde plc,,332.85,73580.82816586623,-332725.7702067025,24491378.655008577
Equities,ALGN,SEC-Align Technology,,196.66,36581.17069189787,-10015.659743625805,7194053.028268634
Equities,WHR,SEC-Whirlpool Corporation,,140.89,2350.9604152647935,5485.174601442039,331226.8129066567
Government Bond,FR0013410552,SEC-FRANCE (GOVT OF) 0.1% 03/01/2029 0.0% REGS,FR0013410552,120.6,3107.3650902587606,148.70008908319272,374748.2298852065
Government Bond,CA135087G997,SEC-CANADIAN GOVERNMENT RRB 0.5% 12/01/2050,CA135087G997,132.17,2851.1055358909643,312.10411742119965,376830.61867870874
Government Bond,GB00BNNGP882,SEC-UNITED KINGDOM I/L GILT 0.125% 03/22/2051 REGS,GB00BNNGP882,213.99,1539.1670091111453,-75.10907401208486,329366.348279694
Government Bond,AU000XCLWAF4,SEC-AUSTRALIAN GOVERNMENT 2% 08/21/2035 REGS,AU000XCLWAF4,156.37,2075.010552663594,186.7509497397254,324469.4001200062
Government Bond,GB00B128DH60,SEC-UNITED KINGDOM I/L GILT 1.25% 11/22/2027 REGS,GB00B128DH60,208.77,4638.515996723797,-37.139614352041896,968382.9846360271
Government Bond,FR0000188799,SEC-FRANCE (GOVT OF) 3.15 % 07/25/2032 REGS ,FR0000188799,210.21,3092.948722827381,-12.44009344354801,650168.7510255438
Government Bond,DE0001030575,SEC-DEUTSCHLAND I/L BOND 0.1 % 4/15/2046 REGS,DE0001030575,182.2,3490.7006594606787,-832.9778050293792,636005.6601537357
Government Bond,US912828B253,SEC-TSY INFL IX N/B 0.625% 01/15/2024,US912828B253,126.45,1807.8198575843383,-22.194806787066423,228598.82099153957
Government Bond,SE0005703550,SEC-SWEDEN I/L BOND 1% 06/01/2025 144A ,SE0005703550,123.33,10468.191559250456,-14.824467107983352,1291042.0650023588
Government Bond,GB00B0CNHZ09,SEC-UNITED KINGDOM I/L GILT 1.25% 11/22/2055 REGS,GB00B0CNHZ09,453.56,3059.6657702856737,-344.8860046349232,1387742.00677077
Government Bond,GB00B3Y1JG82,SEC-UNITED KINGDOM I/L GILT 0.125% 03/22/2029 REGS,GB00B3Y1JG82,166.31,5438.974283226377,1011.3669545416566,904555.8130433789
