FINANCIAL TYPE,SYMBOL,SECURITY NAME,ISIN,PRICE,QUANTITY,REALISED P/L,MARKET VALUE
Equities,FANG,Diamondback Energy,,146.49,98318.98451536968,179202.8414321141,14402748.041656505
Equities,AOS,A. O. Smith,,72.32,362224.71608892153,-6876.815828429931,26196091.467550803
Equities,ADM,ADM,,84.51,31890.627013024045,-3354.4190921349846,2695076.888870662
Equities,TMO,Thermo Fisher Scientific,,548.66,243487.85927752664,-177450.02020306388,133592048.87120776
Equities,CHRW,C.H. Robinson,,100.18,253762.08516857744,112800.89577494006,25421885.692188088
Equities,CHD,Church & Dwight,,95.4,87474.96821190235,-63593.50826634966,8345111.967415485
Equities,JBHT,J.B. Hunt,,203.52,55553.05527205705,-16223.081802749737,11306157.80896905
Equities,SO,Southern Company,,71.6,49412.0747788557,-153.77818200698516,3537904.554166068
Equities,FAST,Fastenal,,58.61,311412.26389833284,181.91739688346675,18251872.787081286
Equities,STT,State Street Corporation,,72.44,33379.54722151375,-2390.244809144195,2418014.4007264557
Equities,FCX,Freeport-McMoRan,,44.65,283186.0765611764,28408.104734040317,12644258.318456525
Equities,STZ,Constellation Brands,,271.9,238084.21197859928,-204523.7137208787,64735097.23698114
Equities,NSC,Norfolk Southern Railway,,232.22,329323.6381961298,324741.24043650785,76475535.26190527
Equities,ALL,Allstate,,112.68,41720.20619894338,24853.709379925705,4701032.8344969405
Equities,SJM,J.M. Smucker Company (The),,149.54,154857.36528966998,46725.0847657377,23157370.40541725
Equities,EVRG,Evergy,,59.32,41293.19557611268,8991.321698752823,2449512.361575004
Equities,MSFT,Microsoft,,335.21,179468.7597305864,-54845.66717916954,60159722.949289866
Equities,AXP,American Express,,168.88,140598.71354456813,-54894.31135959782,23744310.743406665
Equities,SYK,Stryker Corporation,,283.41,282440.891686426,-994045.2161950874,80046573.11285
Equities,VICI,Vici Properties,,31.48,200539.8918422463,772.0013834543718,6312995.795193913
Equities,ARE,Alexandria Real Estate Equities,,125.68,330054.6900460227,-922413.2118148076,41481273.44498414
Equities,DD,DuPont,,77.63,127193.47906970643,-55567.98554447064,9874029.78018131
Equities,AMT,American Tower,,190.31,279482.37848292687,9195.054687852496,53188291.44908582
Equities,HON,Honeywell,,193.07,162482.43418799096,38935.3359290561,31370483.568675414
Equities,RCL,Royal Caribbean Group,,109.11,130810.92945779998,-112440.3888857441,14272780.513140555
Equities,APH,Amphenol,,88.31,309411.1725326148,-2037.4748450946613,27324100.64635521
Equities,PHM,PulteGroup,,84.39,11781.144567094063,-770.0082645641137,994210.790017068
Equities,ETN,Eaton Corporation,,204.51,354871.79851542023,173862.15253109892,72574831.51438859
Equities,MDLZ,Mondelez International,,74.13,328457.2958518747,23884.8603271747,24348539.34149947
