FINANCIAL TYPE,SYMBOL,SECURITY NAME,ISIN,PRICE,QUANTITY,REALISED P/L,MARKET VALUE
Equities,TAP,Molson Coors Beverage Company,,61.44,9317.932594974038,-1461.1179036735975,572493.7786352049
Equities,VRSN,Verisign,,223.32,9434.07595083452,1548.1954748405242,2106817.841340365
Equities,TDY,Teledyne Technologies,,388.65,1428.6021078086546,-3279.3040658147406,555226.2091998336
Equities,ADI,Analog Devices,,176.84,2989.4820666833184,-1024.9225003937079,528660.008672278
Equities,MA,Mastercard,,364.49,452.54906172848047,296.9556639706065,164949.60750941385
Equities,WMB,Williams Companies,,28.26,702.8229549288255,-43.19161257834152,19861.776706288612
Equities,VFC,VF Corporation,,16.96,5419.403517571544,3226.556804209706,91913.08365801339
Equities,VZ,Verizon,,35.0,3445.2560530092733,-1779.5537044439916,120583.96185532457
Equities,NDSN,Nordson Corporation,,217.29,4770.848145843694,54.29061837667528,1036657.5936103761
Equities,KR,Kroger,,45.06,3756.6060691985263,-2391.5300398510444,169272.6694780856
Equities,O,Realty Income,,58.94,9196.03373592888,-2430.049789724253,542014.2283956482
Equities,NTAP,NetApp,,65.92,1802.054957674991,-605.1748707088012,118791.46280993542
Equities,NUE,Nucor,,131.64,7229.728103321489,-19071.430087561806,951721.4075212406
Equities,MOS,Mosaic Company (The),,31.96,836.7527571661942,1762.145693096391,26742.61811903157
Equities,BAC,Bank of America,,27.57,1236.350531447772,27.760677453364252,34086.18415201508
Equities,DOV,Dover Corporation,,133.33,2425.4065564517623,-3920.562552029898,323379.4561717135
Equities,GD,General Dynamics,,202.93,6638.197954399391,-8515.3938197325,1347089.5108862685
Equities,FOXA,Fox Corporation (Class A),,31.2,1649.4107205541138,-380.2975877875045,51461.61448128835
Equities,ADSK,Autodesk,,199.39,258.46783426943887,251.28085945221187,51535.90147498341
Equities,BXP,Boston Properties,,47.83,3119.1470706774962,3442.4464197222137,149188.80439050464
Equities,GPN,Global Payments,,97.45,9296.144609504772,-12520.753625072488,905909.29219624
Equities,AES,AES Corporation,,19.59,4771.305558618234,-1296.994909429346,93469.87589333119
Equities,BLK,BlackRock,,652.75,7704.7924039233585,-105.23126405920414,5029303.241660972
