FINANCIAL TYPE,SYMBOL,SECURITY NAME,SEDOL,PRICE,QUANTITY,REALISED P/L,MARKET VALUE
Equities,TJX,TJX Companies,,61.36,37977.316807537194,1116.313426331571,2330288.159310482
Equities,SYY,Sysco,,80.11,173007.77656766944,2625.8408187961372,13859652.980835998
Equities,PNR,Pentair,,43.74,315422.7145959339,-36896.43401953049,13796589.53642615
Equities,AXP,American Express,,149.83,310148.08726155374,204368.40780168504,46469487.9143986
Equities,COP,ConocoPhillips,,104.17,270060.9195202645,-148288.4800859466,28132245.98642595
Equities,DGX,Quest Diagnostics,,122.83,201490.76417332233,-43036.46055431905,24749110.56340918
Equities,WYNN,Wynn Resorts,,60.29,73844.78268132232,-67780.3921897822,4452101.947856923
Equities,STT,State Street Corporation,,65.97,105492.54668760332,-24098.061549639573,6959343.304981191
Equities,META,Meta Platforms,,162.93,297488.98165904137,36895.61057745082,48469879.781707615
Equities,ANSS,Ansys,,248.3,272170.7704540166,-155192.2077307242,67580002.30373232
Equities,MHK,Mohawk Industries,,110.36,198325.98777269424,101115.4759340389,21887256.010594536
Equities,GOOG,Alphabet Inc. (Class C),,109.15,84394.03735008265,26392.98880312813,9211609.176761523
Equities,TEL,TE Connectivity,,123.95,10549.254668760332,2893.904126359997,1307580.116192843
Equities,NWL,Newell Brands,,17.12,95998.21748571901,-530.4816263888239,1643489.4833555096
Equities,MMC,Marsh McLennan,,159.08,123426.27962449589,47009.27664239661,19634652.562664807
Equities,SO,Southern Company,,74.0,254237.037517124,18023.081565905453,18813540.776267175
Equities,CRL,Charles River Laboratories,,205.25,272170.7704540166,129146.12222462996,55863050.635686904
Equities,GWW,W. W. Grainger,,548.91,29537.91307252893,13911.671981793586,16213655.864641853
Equities,QRVO,Qorvo,,89.78,277445.39778839675,259694.49287630626,24909047.81344226
Equities,MCO,Moody's Corporation,,281.74,170897.9256339174,-159872.43758053848,48148781.568099886
Equities,EBAY,eBay,,43.41,166678.22376641323,41044.96969203081,7235501.693699998
Equities,REGN,Regeneron,,581.06,174062.70203454548,-209115.98392986014,101140873.644193
Equities,AVY,Avery Dennison,,180.52,152964.19269702482,-18090.619488209457,27613096.06566692
Equities,BK,BNY Mellon,,40.11,198325.98777269424,4534.358361634883,7954855.369562766
Equities,IFF,International Flavors & Fragrances,,106.55,226808.97537834712,-65592.61539280703,24166496.326562885
Equities,CPRT,Copart,,29.91,122371.35415761985,19193.86978283027,3660127.20285441
Equities,LEN,Lennar,,76.3,299598.8325927934,-4566.771262789153,22859390.926830135
Equities,TPR,"Tapestry, Inc.",,33.67,233138.52817960334,-52629.72868815667,7849774.243807245
Equities,ACGL,Arch Capital Group,,45.72,184611.9567033058,-45146.66722682472,8440458.66047514
Equities,HAL,Halliburton,,29.63,49581.49694317356,-3064.1958886603747,1469099.7544262325
