FINANCIAL TYPE,SYMBOL,SECURITY NAME,SEDOL,PRICE,QUANTITY,REALISED P/L,MARKET VALUE
Equities,ATO,Atmos Energy,,110.54,1181.5000626966573,209.88436121888398,130603.0169304885
Equities,MKTX,MarketAxess,,246.11,9550.458840131314,-30353.5872676072,2350463.425144718
Equities,CHD,Church & Dwight,,82.67,7285.917053296054,-124.80944539296576,602326.7627959849
Equities,WYNN,Wynn Resorts,,60.29,1903.527878789059,716.4866883217967,114763.69581219237
Equities,GOOG,Alphabet Inc. (Class C),,109.15,1805.0695402310043,1334.4483425914038,197023.34031621413
Equities,NVR,"NVR, Inc.",,4140.06,1936.3473249750775,18886.571175629262,8016594.10623632
Equities,NEM,Newmont,,39.56,5448.028066879031,-378.74519022056705,215523.99032573448
Equities,IT,Gartner,,285.32,5185.472497390885,-1747.2963422125054,1479519.0129555673
Equities,MA,Mastercard,,322.35,1673.7917554869314,1526.723642805216,539546.7723812123
Equities,APH,Amphenol,,72.74,754.84726227842,-309.0096885772798,54907.58985813226
Equities,MOS,Mosaic Company (The),,52.91,8664.33379310882,852.4369660849206,458429.9009933877
Equities,RTX,RTX Corporation,,87.59,8926.889362596967,2052.7587145957777,781906.2392698684
Equities,LMT,Lockheed Martin,,412.12,9550.458840131314,15546.433364789998,3935935.097194917
Equities,COF,Capital One,,103.41,8139.222654132529,6091.862582510119,841677.0146638448
Equities,ODFL,Old Dominion,,270.17,2953.7501567416434,-269.0811212068307,798014.6798468898
Equities,PXD,Pioneer Natural Resources,,228.66,393.8333542322191,227.4857386452564,90053.93477873922
Equities,FITB,Fifth Third Bank,,32.64,9058.16714734104,-916.4427682126353,295658.57568921155
Equities,DHI,D.R. Horton,,70.46,4036.791880880246,-511.1381768580607,284432.3559268221
Equities,ORCL,Oracle Corporation,,72.93,7909.486530830401,-756.2615429563018,576838.8526934611
Equities,NSC,Norfolk Southern Railway,,237.48,918.9444932085113,-55.404365074919525,218230.93824715726
Equities,HUM,Humana,,478.45,1476.8750783708217,297.86881504511416,706610.8812465196
Equities,UDR,"UDR, Inc.",,43.12,3610.1390804620087,-261.9119306641122,155669.19714952182
Equities,QCOM,Qualcomm,,129.73,2658.375141067479,312.5708214922764,344871.007050684
Equities,META,Meta Platforms,,162.93,3347.5835109738628,2299.011182583242,545421.7814429714
Equities,USB,U.S. Bank,,43.34,7876.667084644383,-2200.0577478568102,341374.7514484876
Equities,MO,Altria,,41.47,196.91667711610955,-2.049128113896938,8166.134600005063
Equities,ANET,Arista Networks,,119.88,6727.986468133744,435.11378953901817,806551.0177998733
Equities,DD,DuPont,,54.56,9681.736624875388,1168.2181651247279,528235.5502532012
Equities,KMB,Kimberly-Clark,,123.01,8434.597669806693,-1711.610070729016,1037539.8593629214
Equities,ACN,Accenture,,283.86,2888.111264369607,1015.6547279208183,819819.2635039566
Equities,IDXX,Idexx Laboratories,,347.62,2297.361233021278,-4774.806308429007,798608.7118228567
Equities,BR,Broadridge Financial Solutions,,167.91,4529.08357367052,321.1902737929979,760478.422855017
Equities,TJX,TJX Companies,,61.36,1706.6112016729496,-83.27682120452516,104717.66333465218
Equities,FE,FirstEnergy,,37.97,689.2083699063835,-8.212689132875946,26169.24180534538
Equities,BA,Boeing,,160.25,5743.403082553195,2649.6436950746133,920380.3439791496
Equities,SPGI,S&P Global,,348.73,8533.056008364749,-6780.033197798077,2975732.621797039
Equities,EA,Electronic Arts,,126.28,722.0278160924017,-272.1520555217477,91177.6726161485
Equities,TEL,TE Connectivity,,123.95,8697.15323929484,1881.0629331898217,1078012.1440105953
Equities,SBAC,SBA Communications,,320.89,2789.652925811552,-2929.627128415796,895171.7273636688
Equities,DFS,Discover Financial,,97.92,9386.361609201223,3947.760112320629,919112.5287729838
Equities,ALGN,Align Technology,,243.7,2953.7501567416434,-2374.668308561374,719828.9131979385
Equities,PSA,Public Storage,,319.94,1837.8889864170226,-724.3094495565703,588014.2023142622
Equities,REGN,Regeneron,,581.06,3249.125172415808,-2160.6178972533758,1887936.672683929
Equities,ETSY,Etsy,,105.61,229.73612330212782,-72.55757033255139,24262.43198193772
Equities,WMT,Walmart,,130.55,4922.916927902739,719.7798152677427,642686.8049377026
Equities,DAL,Delta Air Lines,,31.0,5349.5697283209765,-753.442218402302,165836.66157795026
Equities,MNST,Monster Beverage,,44.42,6629.528129575689,-271.7586288512121,294483.6395157521
Equities,PWR,Quanta Services,,141.01,623.569477534347,27.60294088620631,87929.53202711827
Equities,ETR,Entergy,,111.86,9025.347701155022,1596.423662779738,1009575.3938512008
Equities,KR,Kroger,,46.87,3741.4168652060816,557.392072020371,175360.20847220905
Equities,IEX,IDEX Corporation,,198.89,5644.944743995141,-1948.6064882002431,1122723.0601331934
Equities,ZTS,Zoetis,,155.16,2494.277910137388,-380.8451397192606,387012.1605369171
Equities,BG,Bunge Limited,,96.67,8861.25047022493,-937.6594889458166,856617.082956644
Equities,SRE,Sempra Energy,,77.58,5251.111389762922,-553.3976813117213,407381.22161780746
Equities,ACGL,Arch Capital Group,,45.72,7745.38929990031,1699.0754097422396,354119.19879144215
Equities,TGT,Target Corporation,,155.95,2592.7362486954426,-1243.35509910452,404337.21798405424
Equities,ADSK,Autodesk,,201.74,6695.1670219477255,12529.610735152457,1350682.9950077343
Equities,EPAM,EPAM Systems,,426.5,2133.264002091187,2341.423041425902,909837.0968918913
Government Bond,NL0012818504,NETHERLANDS GOVERNMENT 0.75 % 07/15/2028 144A ,BFM0LR6,107.19,3725.136504257206,28.945638903291734,399297.3818913299
Government Bond,ES0000012852,SPAIN I/L BOND 0.65 % 11/30/2027 144A ,BF0YM66,125.07,3136.7704674481665,-8.187925078402614,392315.88236374216
Government Bond,US912828WU04,TSY INFL IX N/B 0.125% 07/15/2024 ,BZ56VY8,124.47,11806.49883251127,-148.00055131662214,1469554.9096826778
Government Bond,CA135087G997,CANADIAN GOVERNMENT RRB 0.5% 12/01/2050,BG7PCR0,131.75,2250.1188711287264,-1.652370181935569,296453.1612712097
Government Bond,GB00B6460505,UNITED KINGDOM GILT 4.25% 12/07/2040 REGS,B646050,152.67,11642.084946815972,4.974703777871511,1777397.1088303942
Government Bond,GB00BYY5F144,UNITED KINGDOM I/L GILT 0.125% 03/22/2026 REGS,BYY5F14,140.13,4813.2244502143,-153.81792642647184,674477.1422085299
Government Bond,ES00000128C6,BONOS Y OBLIG DEL ESTADO 2.9% 10/31/2046 144A,BYZ0LZ4,135.46,16949.561826808338,243.79107636906448,2295987.6450594575
Government Bond,ES00000121S7,BONOS Y OBLIG DEL ESTADO 4.7% 07/30/2041 144A,B4KCFS6,164.64,2576.320048283929,25.667204621281034,424165.332749466
Government Bond,GB00BD9MZZ71,UNITED KINGDOM I/L GILT 0.125% 11/22/2065 REGS,BD9MZZ7,326.19,3519.271968893654,-110.22293701940423,1147951.323533421
Government Bond,AT0000A1K9C8,REPUBLIC OF AUSTRIA 0.75 % 10/20/2026 144A ,BYN4DC9,105.69,17290.071396366457,202.71582764086037,1827387.6458819706
Government Bond,DE0001030575,DEUTSCHLAND I/L BOND 0.1 % 4/15/2046 REGS,BZ0D4B2,181.87,4498.296593466513,56.17169945959867,818105.2014537547
Government Bond,DK0009923807,KINGDOM OF DENMARK 0.5 % 11/15/2029 144A ,BJK1TG4,104.92,81811.11477066312,-188.60668939420927,8583622.161737975
Government Bond,GB00BNNGP551,UNITED KINGDOM I/L GILT 0.125% 08/10/2031 REGS,BNNGP55,143.27,2381.372065199775,52.22300401430033,341179.1757811718
Government Bond,GB00BZ13DV40,UNITED KINGDOM I/L GILT 0.125% 08/10/2048 REGS,BZ13DV4,217.81,3419.8196671489923,2.9853124241977174,744870.921701722
Government Bond,US9128287D64,TSY INFL IX N/B 0.25% 07/15/2029 ,BK53BD3,121.49,11738.39014183163,17.45537676774519,1426097.0183311247
Government Bond,US912810FS25,TSY INFL IX N/B 2% 01/15/2026,BZ56W67,161.69,6307.892589724534,-84.12989523721195,1019923.15283256
