FINANCIAL TYPE,SYMBOL,SECURITY NAME,SEDOL,PRICE,QUANTITY,REALISED P/L,MARKET VALUE
Equities,ALL,FIN-Allstate,,107.56,225125.0132052712,258779.94289880458,24214446.42035897
Equities,ALB,FIN-Albemarle Corporation,,193.19,166393.47168557826,31426.628747175837,32145554.794936866
Equities,AKAM,FIN-Akamai,,92.12,42694.65583304543,38738.66748370975,3933031.695340145
Equities,MTD,FIN-Mettler Toledo,,1321.87,89811.40896165202,-516405.4538462174,118719007.16413894
Equities,CARR,FIN-Carrier Global,,40.74,9291.006033204876,927.1048785330408,378515.58579276665
Equities,SJM,FIN-J.M. Smucker Company (The),,145.51,93421.19678794165,-18139.43123100471,13593718.344613388
Equities,VZ,FIN-Verizon,,35.0,180153.33435130643,67130.82143196062,6305366.702295725
Equities,VMC,FIN-Vulcan Materials Company,,195.12,205442.13625507415,802029.5403721515,40085869.62609007
Equities,STZ,FIN-Constellation Brands,,242.17,64815.12093478849,31610.64776745374,15696277.836777726
Equities,KEYS,FIN-Keysight,,161.8,250746.40841762492,-700280.0520974395,40570768.88197172
Equities,HRL,FIN-Hormel Foods,,37.99,134691.63084085315,4183.979289309914,5116935.055644011
Equities,ABC,FIN-AmerisourceBergen,,169.71,18010.509059094868,10430.83703112745,3056563.49241899
Equities,CRL,FIN-Charles River Laboratories,,193.38,226291.44012236525,40810.75760806735,43760238.69086299
Equities,FTV,FIN-Fortive,,65.11,154381.27016429702,-56279.21221914897,10051764.500397379
Equities,WHR,FIN-Whirlpool Corporation,,127.62,122479.03216116279,-101425.93757864393,15630774.084407596
Equities,COP,FIN-ConocoPhillips,,98.28,56971.3452443497,-34982.911356850535,5599143.810614688
Equities,AON,FIN-Aon,,307.7,169075.82476146915,131816.0553196286,52024631.279104054
Equities,TMO,FIN-Thermo Fisher Scientific,,508.12,203122.5597634802,1934489.881327564,103210635.06701957
Equities,CDNS,FIN-Cadence Design Systems,,230.91,179289.1525311545,695410.5001096576,41399658.21096889
Equities,EG,FIN-Everest Re,,340.02,162503.9525171801,-959096.4953181862,55254593.934891574
Equities,FMC,FIN-FMC Corporation,,103.5,207994.18994401587,21899.042735291026,21527398.65920564
Equities,CSX,FIN-CSX,,30.67,212512.03254859473,3825.2601289610066,6517744.038265401
Equities,MA,FIN-Mastercard,,364.49,50411.10098332633,-4147.433609989772,18374342.197412614
Equities,EPAM,FIN-EPAM Systems,,256.62,26775.03959465209,0.0,6871010.66077962
Equities,LEN,FIN-Lennar,,106.8,183536.5826738307,-130795.21735046235,19601707.02956512
Equities,ADSK,FIN-Autodesk,,199.39,83667.87533496661,-26765.22590664774,16682537.663038991
Equities,HII,FIN-Huntington Ingalls Industries,,200.25,84016.38496107234,-11022.734366539189,16824281.088454735
Equities,XYL,FIN-Xylem Inc.,,100.2,88700.23558206171,11574.49454269183,8887763.605322583
Equities,MPWR,FIN-Monolithic Power Systems,,488.98,54336.328781185875,-759.0104225721201,26569378.04742427
Equities,JBHT,FIN-J.B. Hunt,,166.63,125006.75780000961,39530.22801262895,20829876.052215602
Equities,MPC,FIN-Marathon Petroleum,,104.38,24121.385371076558,59010.819287986225,2517790.205032971
Equities,MAR,FIN-Marriott International,,167.37,206307.14275489026,-31922.525122873772,34529626.48288599
Equities,LLY,FIN-Eli Lilly and Company,,428.54,158725.2702956551,-148746.04846565233,68020127.33250004
Equities,TXN,FIN-Texas Instruments,,172.67,124757.53960547778,6572.140265179929,21541884.363677848
Equities,ITW,FIN-Illinois Tool Works,,217.57,168567.65715236752,-190399.4926184271,36675265.1666406
Equities,BBY,FIN-Best Buy,,71.81,80055.94334154995,-5187.169113665213,5748817.291356702
Equities,BEN,FIN-Franklin Templeton,,23.74,144517.5241042809,105130.57593651582,3430846.022235628
Equities,IQV,FIN-IQVIA,,196.91,132724.76984165257,172441.50740714464,26134834.429519806
Equities,UAL,FIN-United Airlines Holdings,,47.47,208170.0941163972,95673.04233871188,9881834.367705375
Equities,MO,FIN-Altria,,43.51,86357.5680598692,4968.612509049511,3757417.7862849087
Equities,ZTS,FIN-Zoetis,,162.65,198674.4025905292,308920.23557398823,32314391.581349578
Equities,INVH,FIN-Invitation Homes,,33.63,170933.3332371922,24714.26407528854,5748487.996766774
Equities,ON,FIN-ON Semiconductor,,83.6,252299.85750114452,-384604.40357309213,21092268.08709568
Equities,HD,FIN-Home Depot (The),,283.45,18665.46964843034,2575.029264387356,5290727.371847579
Equities,PRU,FIN-Prudential Financial,,77.63,150090.04953144994,-27103.344568982942,11651490.545126459
Equities,APTV,FIN-Aptiv,,88.08,137073.30571116396,254867.08529590847,12073416.767039321
Equities,VICI,FIN-Vici Properties,,30.55,173608.9239398364,20702.36244471789,5303752.6263620015
Equities,ESS,FIN-Essex Property Trust,,213.89,146580.21288046555,-121434.69082156167,31352041.733002774
Equities,TAP,FIN-Molson Coors Beverage Company,,61.44,42282.975744659285,-1209.3102596342076,2597866.0297518666
Equities,CPB,FIN-Campbell Soup Company,,50.15,109545.49851899812,33959.10454088934,5493706.750727756
Equities,FANG,FIN-Diamondback Energy,,126.43,44861.91399065512,11701.074624355348,5671891.785838528
Equities,K,FIN-Kellogg's,,66.77,171530.73118596405,-32201.654448828063,11453106.92128682
Equities,DLTR,FIN-Dollar Tree,,134.88,45467.888607935034,207122.04171830756,6132708.815438277
Equities,CVX,FIN-Chevron Corporation,,149.19,53427.28438729959,-22102.878807902784,7970816.557741226
Equities,DFS,FIN-Discover Financial,,101.93,87093.59466019899,-11.256877416798618,8877450.103714082
Government Bond,IT0005387052,FIN-BUONI POLIENNALI DEL TES 0.4% 05/15/2030 144A,BK5MSX9,114.58,3209.559389276305,80.7622649574081,367751.31482327904
Government Bond,JP1300521G93,FIN-JAPAN (30 YEAR ISSUE) 0.5 % 09/20/2046 ,BD8CPW5,98.04,7578977.593366674,197305.80257751778,743042963.2536688
Government Bond,SE0008014062,FIN-SWEDEN I/L BOND 0.125 % 06/01/2026,BDCRN33,122.76,7848.23015018391,0.0,963448.7332365769
Government Bond,US9128285W63,FIN-TSY INFL IX N/B 0.875% 01/15/2029,BJB9TW3,127.01,12928.971777648987,43.40661987700684,1642108.705479198
Government Bond,US9128282L36,FIN-TSY INFL IX N/B 0.375% 07/15/2027 ,BYZ6DQ7,125.86,13338.241825591507,77.87852039038957,1678751.1161689472
Government Bond,IT0005024234,FIN-BUONI POLIENNALI DEL TES 3.5% 03/01/2030 144A,BMNDJV3,120.88,21525.5521116761,-878.874384288725,2602008.739259407
Government Bond,FR0000188799,FIN-FRANCE (GOVT OF) 3.15 % 07/25/2032 REGS ,7453317,209.64,3311.179213885403,23.23157844186687,694155.6103989359
Government Bond,NL0011819040,FIN-NETHERLANDS GOVERNMENT 0.5 % 07/15/2026 144A ,BZ571P2,104.68,30233.592225923523,-1183.2272128723503,3164852.4342096746
Government Bond,FR0013238268,FIN-FRANCE (GOVT OF) 0.1% 03/01/2028 REGS,BDCKIW3,120.19,4968.335164674547,-38.30522690603928,597144.2034422337
Government Bond,GB00BBJNQY21,FIN-UNITED KINGDOM GILT 3.5% 07/22/2068 REGS,BBJNQY2,196.29,7740.475067957509,48.573990119574475,1519377.8510893793
Government Bond,GB00B7RN0G65,FIN-UNITED KINGDOM I/L GILT 0.125% 03/22/2044 REGS,B7RN0G6,225.0,5879.676337038678,9.908919556826632,1322927.1758337026
Government Bond,US912810FH69,FIN-TSY INFL IX N/B 3.875% 04/15/2029,2407096,234.87,5971.640160185966,-110.82492693434804,1402559.1244228778
Government Bond,DE0001030559,FIN-DEUTSCHLAND I/L BOND 0.5 % 4/15/2030 REGS,BLM7VX5,136.32,7664.434250552694,-105.33283005786302,1044815.6770353431
Government Bond,GB00BYMWG366,FIN-UNITED KINGDOM I/L GILT 0.125% 03/22/2046 REGS,BYMWG36,219.99,4089.638828434176,26.751108658700602,899679.6458672344
Government Bond,GB0008932666,FIN-UNITED KINGDOM I/L GILT 4.125% 07/22/2030 REGS,893266,385.64,1323.5243116778433,0.10696226379849852,510403.9155554435
Government Bond,US912810FS25,FIN-TSY INFL IX N/B 2% 01/15/2026,BZ56W67,161.68,7461.701019070769,-0.0,1206407.8207633619
Government Bond,SE0007045745,FIN-SWEDEN I/L BOND 0.125 % 06/01/2032 144A ,BX3JD83,139.3,6320.340404079611,-207.21155303155726,880423.4182882899
Government Bond,ES00000128E2,FIN-BONOS Y OBLIG DEL ESTADO 3.5% 07/30/2066 144A,BYZK819,150.74,2269.770926504067,43.14584501287204,342145.2694612231
Government Bond,FR0013209871,FIN-FRANCE (GOVT OF) 0.1% 07/25/2047 0.0% 144A,BYX4Z34,152.11,3847.2267875555904,-67.2271559382387,585201.6666550809
CASH,USDCURR,FIN-CASH,,,,,92944072.61886367
