FINANCIAL TYPE,SYMBOL,SECURITY NAME,ISIN,PRICE,QUANTITY,REALISED P/L,MARKET VALUE
Equities,HRL,SEC-Hormel Foods,,44.3,14445.168461975736,-5754.56497525277,639920.962865525
Equities,CTSH,SEC-Cognizant,,56.43,46302.594657344926,-4577.98608992967,2612855.4165139743
Equities,MRNA,SEC-Moderna,,118.25,35829.18351938796,-10086.850460678877,4236800.951167626
Equities,PANW,SEC-Palo Alto Networks,,163.79,39246.14608153146,95404.05049702218,6428126.266694037
Equities,LVS,SEC-Las Vegas Sands,,37.39,21975.052693178837,-279.46583279743226,821647.2201979568
Equities,CB,SEC-Chubb Limited,,179.56,27668.871134392415,-16015.201365231167,4968222.500891502
Equities,AAP,SEC-Advance Auto Parts,,152.25,3678.2470028688945,4261.46049464406,560013.1061867892
Equities,ROL,"SEC-Rollins, Inc.",,34.23,5862.6220995115,-759.3271788558969,200677.5544662786
Equities,DD,SEC-DuPont,,49.42,56035.73984999754,22539.506225912475,2769286.2633868787
Equities,DGX,SEC-Quest Diagnostics,,120.27,56615.326056627266,-19726.675499134995,6809125.264830561
Equities,TFX,SEC-Teleflex,,200.28,8239.273286426323,-19035.272981823065,1650161.653805464
Equities,MGM,SEC-MGM Resorts,,29.72,76421.74187383591,-13437.418715879252,2271254.1684904033
Equities,IPG,SEC-Interpublic Group of Companies (The),,24.96,68474.74982846885,-19626.610393221617,1709129.7557185825
Equities,STX,SEC-Seagate Technology,,51.33,35455.693059658995,-13611.326054309391,1819940.7247522962
Equities,CPT,SEC-Camden Property Trust,,116.25,69255.84521483195,-11450.373926662076,8050992.006224214
Equities,HPE,SEC-Hewlett Packard Enterprise,,11.7,70718.39056752932,-15634.09660445312,827405.169640093
Equities,NTRS,SEC-Northern Trust,,83.31,7160.081011745963,-1478.0617394022304,596506.3490885562
Equities,NTAP,SEC-NetApp,,60.02,4984.579273806285,-5563.582416832052,299174.4480138532
Equities,KR,SEC-Kroger,,42.78,57868.68797341576,18636.451481202486,2475622.4715027264
Equities,VTRS,SEC-Viatris,,8.14,48994.16014552411,6516.189934326854,398812.4635845663
Equities,CFG,SEC-Citizens Financial Group,,32.75,38912.37589302338,-648.8643551515237,1274380.3104965158
Equities,ADBE,SEC-Adobe Inc.,,275.2,27234.616154086314,-169337.2589226221,7494966.365604553
Equities,CHTR,SEC-Charter Communications,,303.35,29642.414029150936,144469.3114269093,8992026.295742936
Equities,ATO,SEC-Atmos Energy,,99.3,42593.68060733719,1435.3976714761648,4229552.484308583
Equities,AMT,SEC-American Tower,,208.31,37670.285539992656,95088.66255026023,7847097.18083587
Equities,REG,SEC-Regency Centers,,52.16,4590.164474973798,2880.7239118800912,239422.97901463328
Equities,PHM,SEC-PulteGroup,,37.18,9205.510103023473,3162.3930955716987,342260.8656304127
Equities,WMT,SEC-Walmart,,127.74,76351.65433110806,28202.53171422209,9753160.324255744
Equities,SPG,SEC-Simon Property Group,,85.66,25662.113099624283,-5947.350684099189,2198216.608113816
Equities,RJF,SEC-Raymond James,,97.59,86493.21384460082,-18982.27265011111,8440872.739094594
Equities,RTX,SEC-RTX Corporation,,79.89,46028.44984201293,-16815.764181127008,3677212.857878413
Equities,META,SEC-Meta Platforms,,135.68,87734.28496048322,313133.82137091213,11903787.783438364
Equities,AJG,SEC-Arthur J. Gallagher & Co.,,169.81,2422.1871053936975,1170.3240667644889,411311.5923669038
