FINANCIAL TYPE,SYMBOL,SECURITY NAME,ISIN,PRICE,QUANTITY,REALISED P/L,MARKET VALUE
Equities,TAP,Molson Coors Beverage Company,,52.43,9006.12845674963,1450.4460358474887,472191.3149873831
Equities,VRSN,Verisign,,196.83,9390.835635313277,-36192.62453922969,1848398.1780987123
Equities,TDY,Teledyne Technologies,,430.07,1448.695362494553,-1837.4503150389637,623040.4145480323
Equities,ADI,Analog Devices,,182.6,3070.0360760930957,-6600.0984319456,560588.5874945993
Equities,MA,Mastercard,,354.22,447.9420265892309,-1371.8138182386356,158670.02465843738
Equities,WMB,Williams Companies,,29.23,714.5511500976007,127.99659912589284,20886.33011735287
Equities,VFC,VF Corporation,,24.14,5334.156913798503,-6412.906531926451,128766.54789909588
Equities,VZ,Verizon,,37.51,3548.914343642387,1651.3802280761363,133119.77703002593
Equities,NDSN,Nordson Corporation,,218.34,4735.7754454764645,-24008.440498846794,1034009.2107653313
Equities,KR,Kroger,,42.66,3778.166993650214,-570.7099699060159,161176.6039491181
Equities,O,Realty Income,,62.62,9181.867102875689,-3008.9928604980337,574968.5179820756
Equities,NTAP,NetApp,,63.62,1741.6369825631186,-620.936854215932,110802.9448306656
Equities,NUE,Nucor,,166.34,7539.320864679056,335.6132958240553,1254090.6326307142
Equities,MOS,Mosaic Company (The),,52.4,823.0961887177046,297.64737738937134,43130.24028880772
Equities,BAC,Bank of America,,33.81,1263.235872224678,-51.49480619502373,42710.004839916364
Equities,DOV,Dover Corporation,,149.35,2400.081026143431,-18.88456610972327,358452.1012545214
Equities,GD,General Dynamics,,225.21,6683.837218932427,3838.0637156434423,1505266.980075772
Equities,FOXA,Fox Corporation (Class A),,35.02,1718.3879088068347,-427.557870541687,60177.94456641536
Equities,ADSK,Autodesk,,198.69,263.4171063047469,600.5191326266495,52338.344851690155
Equities,BXP,Boston Properties,,63.16,3053.9608141965005,334.3473483825878,192888.16502465095
Equities,GPN,Global Payments,,111.64,9553.977331072872,-449.3656004472706,1066606.0292409754
Equities,AES,AES Corporation,,24.32,4953.2143410915005,6.594806264859057,120462.17277534529
Equities,BLK,BlackRock,,679.48,7824.391036138277,58748.55669585642,5316517.221235236
Equities,ALL,Allstate,,127.72,8504.053767274218,359.4706627556909,1086137.747156263
Equities,TRV,Travelers Companies (The),,183.1,1183.0866237592772,1696.6789010828156,216623.16081032366
Equities,VRTX,Vertex Pharmaceuticals,,290.29,6921.241030397341,-5809.28061224631,2009167.0587140443
Equities,MAR,Marriott International,,168.29,32.14394231442095,3.7845148299242704,5409.504052093901
Equities,SNA,Snap-on,,245.62,9031.579035154598,-1326.127167058445,2218336.4426146727
Equities,CSGP,CoStar Group,,70.66,5301.341660649507,1856.2020998144942,374592.8017414941
Equities,AON,Aon,,302.9,4377.193446891748,-9748.129309428781,1325851.8950635104
Equities,ABBV,AbbVie,,150.82,561.4955705535762,-380.55492360742903,84684.76195089036
Equities,WHR,Whirlpool Corporation,,132.66,6746.334941335733,12730.79296410592,894968.7933175983
Equities,DVA,DaVita Inc.,,82.26,772.402348489034,-9.240396193580153,63537.81718670794
Equities,BMY,Bristol Myers Squibb,,67.79,4029.9579177071264,-1231.4496332814206,273190.8472413661
Equities,VTRS,Viatris,,11.01,4367.7358618987455,99.1644569287144,48088.771839505185
Equities,WM,Waste Management,,148.42,7125.908566458501,2880.926497697183,1057627.3494337706
Equities,ENPH,Enphase,,210.53,5572.4261897217175,14847.01152014446,1173162.885722113
Equities,PHM,PulteGroup,,54.4,3361.490281959562,97.73495973980302,182865.07133860016
Equities,MSCI,MSCI,,519.32,4415.892542061444,-3328.9608295261564,2293261.3149433495
Equities,GNRC,Generac,,120.01,5716.349967471872,-29.375443269672527,686019.1595962994
Equities,TFX,Teleflex,,237.2,9928.581939724023,3348.863056790801,2355059.636102538
Equities,NVDA,Nvidia,,232.1,1282.730212342474,12054.92610085076,297721.6822846882
Equities,SO,Southern Company,,61.83,3433.768081815616,-784.2174191775825,212309.88049865954
Equities,TDG,TransDigm Group,,743.87,7778.1034959463595,-38919.1627079321,5785897.847529618
Equities,MCHP,Microchip Technology,,80.22,1703.1419132353037,262.7523769489435,136626.04427973606
Equities,BALL,Ball Corporation,,55.99,8735.13277764082,1315.24633728137,489080.0842201095
Equities,NI,NiSource,,26.94,6994.565285377882,31.774721355404054,188433.58878808015
Equities,AVB,AvalonBay Communities,,169.26,2345.3033783377537,123.8772515635196,396966.0498174482
Equities,MPC,Marathon Petroleum,,122.14,3819.16631565015,1707.2717911637094,466472.9737935093
Equities,FIS,FIS,,62.25,9031.95417944451,1447.8897894931367,562239.1476704208
Equities,TEL,TE Connectivity,,126.13,1665.1865251666582,-78.7111953540767,210029.9764192706
Equities,CAT,Caterpillar Inc.,,237.08,9888.579711757795,3089.808812762846,2344384.478063538
Government Bond,US912828WU04,TSY INFL IX N/B 0.125% 07/15/2024 ,US912828WU04,124.32,12300.461449620727,78.2146843900186,1529193.3674168487
Government Bond,ES0000012411,BONOS Y OBLIG DEL ESTADO 5.75% 07/30/2032,ES0000012411,153.55,16112.537820125082,-304.06348786203296,2474080.1822802066
Government Bond,IT0005024234,BUONI POLIENNALI DEL TES 3.5% 03/01/2030 144A,IT0005024234,120.53,21542.076085823996,-39.434831544367775,2596466.4306243663
Government Bond,GB00B3Y1JG82,UNITED KINGDOM I/L GILT 0.125% 03/22/2029 REGS,GB00B3Y1JG82,165.61,5857.180098815363,72.69677544979484,970007.5961648123
Government Bond,GB00BGDYHF49,UNITED KINGDOM I/L GILT 0.125% 08/10/2041 REGS,GB00BGDYHF49,187.49,4216.811105831386,40.26468937860308,790609.9142323267
Government Bond,FR0013327491,FRANCE (GOVT OF) 0.1% 07/25/2036 0.0% 144A,FR0013327491,132.37,4344.029694165227,72.99022775088044,575019.2106166511
Government Bond,ES00000127G9,BONOS Y OBLIG DEL ESTADO 2.2% 10/31/2025 144A,ES00000127G9,109.23,20766.45733765821,45.03311920096976,2268320.1349924062
Government Bond,CA135087B949,CANADIAN GOVERNMENT RRB 1.3% 12/01/2047,CA135087B949,158.69,2967.968132619,6.924963037520127,470986.86296530906
Government Bond,US912828B253,TSY INFL IX N/B 0.625% 01/15/2024,US912828B253,126.34,1728.8896398678553,9.144015044429757,218427.91710090483
Government Bond,DE0001030559,DEUTSCHLAND I/L BOND 0.5 % 4/15/2030 REGS,DE0001030559,135.97,6702.511972838231,117.37849135997803,911340.5529468142
Government Bond,DE0001030567,DEUTSCHLAND I/L BOND 0.1 % 4/15/2026 REGS,DE0001030567,121.45,5000.919326467145,-40.98382144719877,607361.6521994348
Government Bond,IT0004545890,BUONI POLIENNALI DEL TES 2.6% 09/15/2041 144A,IT0004545890,184.99,6349.328420983919,73.57003039414582,1174562.2645978152
Government Bond,AT0000A1K9C8,REPUBLIC OF AUSTRIA 0.75 % 10/20/2026 144A ,AT0000A1K9C8,105.37,15599.170525600171,357.457541267992,1643684.5982824902
Government Bond,US912810PV44,TSY INFL IX N/B 1.75% 01/15/2028,US912810PV44,158.55,5447.410691418763,-62.090384138072594,863686.9651244449
Government Bond,GB00BN65R313,UNITED KINGDOM GILT 3.5% 01/22/2045 REGS,GB00BN65R313,146.76,10225.199332806935,26.36473289973742,1500650.2540827456
Government Bond,CA135087K940,CANADIAN GOVERNMENT 0.5% 09/01/2025,CA135087K940,97.58,43356.94359698047,212.4946060643681,4230770.556193355
Government Bond,US912828Z377,TSY INFL IX N/B 0.125% 01/15/2030 ,US912828Z377,119.42,16757.373939381054,-96.60055103724382,2001165.5958408855
