FINANCIAL TYPE,SYMBOL,SECURITY NAME,SEDOL,PRICE,QUANTITY,REALISED P/L,MARKET VALUE
Equities,AVGO,Broadcom Inc.,,638.14,142211.81156371048,-544726.9659208191,90751045.4312662
Equities,IP,International Paper,,35.07,174410.1354424608,3836.7797056586905,6116563.4499671
Equities,MS,Morgan Stanley,,86.25,167155.6828381014,-76022.05846297192,14417177.644786246
Equities,APD,Air Products and Chemicals,,285.5,142679.75351022583,10422.34335420595,40735069.627169475
Equities,PRU,Prudential Financial,,80.38,230758.41122374218,575103.8735177567,18548361.094164394
Equities,SHW,Sherwin-Williams,,223.68,142414.43067244862,-94235.79915797387,31855259.852813307
Equities,CHTR,Charter Communications,,357.61,222208.8192435046,84006.60378062457,79464095.84966968
Equities,KEY,KeyCorp,,12.27,153843.39428329366,-203338.25493767462,1887658.4478560132
Equities,KR,Kroger,,48.82,162797.15892744216,-287956.86760513583,7947757.298837726
Equities,TSN,Tyson Foods,,58.78,227444.45766978143,-1142.404567131236,13369185.221829753
Equities,TRMB,Trimble Inc.,,52.42,164982.60929001684,1641.2147807788137,8648388.378982684
Equities,INTC,Intel,,32.42,120248.53950863716,-49506.73338006907,3898457.650870017
Equities,EMR,Emerson Electric,,86.12,182345.8866033862,30684.54930438967,15703627.75428362
Equities,OXY,Occidental Petroleum,,62.24,210104.0487752381,28368.47027126667,13076875.99577082
Equities,BBY,Best Buy,,77.34,8934.174851677466,-2730.968706931896,690969.0830287352
Equities,PPL,PPL Corporation,,27.54,120272.6374123463,457.860170473768,3312308.434336017
Equities,PAYX,Paychex,,112.82,67843.63157581494,11491.880450597111,7654118.514383442
Equities,VLO,Valero Energy,,137.22,112910.97372617891,-81258.50015270383,15493643.81470627
Equities,C,Citigroup,,45.85,88386.6846595673,46703.409487765806,4052529.4916411606
Equities,FTV,Fortive,,68.1,61953.74326040066,6637.066770300754,4219049.916033285
Equities,ILMN,Illumina,,232.55,22493.671833651166,146955.90193371568,5230903.384915579
Equities,IT,Gartner,,325.77,78498.10167595345,15964.369413355555,25572326.582975354
Equities,HOLX,Hologic,,80.7,90378.61410153891,7784.770417278265,7293554.15799419
Equities,WST,West Pharmaceutical Services,,346.12,148977.9947381536,-450916.6586946353,51564263.53876972
Equities,ALL,Allstate,,109.9,126332.85036690209,-486944.17635731294,13883980.25532254
Equities,AZO,AutoZone,,2458.15,133191.98259850903,563844.9599611067,327405872.024525
Equities,CHD,Church & Dwight,,87.91,44006.54259320832,-19083.982390124762,3868615.1593689434
Equities,MGM,MGM Resorts,,44.42,211253.2073126606,-15705.02187211059,9383867.468828384
Equities,CFG,Citizens Financial Group,,29.54,155865.24119075455,-226064.04122240943,4604259.224774889
Equities,RHI,Robert Half,,79.5,127316.27434208007,899.523926754366,10121643.810195366
Equities,GOOG,Alphabet Inc. (Class C),,104.0,119693.79592937355,-223788.62535265385,12448154.776654849
Equities,EQT,EQT,,31.65,114248.9811416486,25984.425313804582,3615980.253133178
Equities,REGN,Regeneron,,821.67,121152.21089773012,-988917.7234640676,99547137.1283379
Equities,ABC,AmerisourceBergen,,159.23,179223.97858816868,-53629.52405580429,28537834.110594098
Equities,MA,Mastercard,,362.32,110910.35592436657,-91189.66429610399,40185040.1585165
Equities,CDW,CDW,,193.66,55324.1968393016,-39189.55196619948,10714083.959899148
Equities,WRK,WestRock,,29.93,121946.54009788431,-16212.610607823508,3649859.945129677
Equities,SEDG,SolarEdge,,303.95,181894.2558229869,-137762.1992163441,55286759.05739686
Equities,BA,Boeing,,212.43,80126.84128345153,83908.17941744739,17021344.89384361
Equities,ODFL,Old Dominion,,340.41,129734.50717585873,34507.452224001834,44162923.58773407
Equities,LNC,Lincoln Financial,,21.6,15307.168760498887,831.6235749421293,330634.845226776
