FINANCIAL TYPE,SYMBOL,SECURITY NAME,ISIN,PRICE,QUANTITY,REALISED P/L,MARKET VALUE
Equities,FICO,Fair Isaac,,677.39,81208.59823235897,50592.39980236093,55009892.356617644
Equities,CI,Cigna,,289.49,65266.00565833947,363190.1204691551,18893855.978032693
Equities,DFS,Discover Financial,,110.36,31710.47255267559,3932.855593448873,3499567.750913278
Equities,NFLX,Netflix,,322.13,61304.80704111934,215855.11846869093,19748117.49215577
Equities,PRU,Prudential Financial,,97.15,35114.774772174824,-2510.9885297532455,3411400.3691167845
Equities,HIG,Hartford (The),,77.37,102590.14404367833,-7464.090608306433,7937399.444659393
Equities,RF,Regions Financial Corporation,,22.84,104855.94801479766,-283.19819754691457,2394909.8526579784
Equities,PFE,Pfizer,,39.69,183857.0253058968,84668.99957427593,7297285.3343910435
Equities,SO,Southern Company,,61.83,99989.51976285082,-5739.3087576882035,6182352.006937066
Equities,TMO,Thermo Fisher Scientific,,541.05,188278.75540495772,1021024.7785310659,101868220.61185236
Equities,ON,ON Semiconductor,,77.41,179847.7807249517,-30058.15548086838,13922016.705918511
Equities,WHR,Whirlpool Corporation,,132.66,21264.502021847387,-26879.464549553973,2820948.8382182745
Equities,K,Kellogg's,,65.35,144465.47729112668,-29625.7418073446,9440818.940975128
Equities,A,Agilent Technologies,,141.47,172555.16779911055,272191.5906768471,24411379.58854017
Equities,LYB,LyondellBasell,,92.28,3313.0558366863875,-111.37927954418086,305728.79260941985
Equities,CLX,Clorox,,153.2,28311.49360756633,-50867.2309045217,4337320.820679162
Equities,CNC,Centene Corporation,,68.4,108747.67107651781,102302.9602150493,7438340.701633819
Equities,ATO,Atmos Energy,,111.38,47938.95226028,-18973.132684234643,5339440.502749986
Equities,LUV,Southwest Airlines,,33.23,200161.32755000464,10137.643748276534,6651360.914486654
Equities,ZTS,Zoetis,,166.28,192533.82606734772,-9735.4294198487,32014524.598478578
Equities,PGR,Progressive Corporation,,143.31,82204.05054328508,-1192.3042679833545,11780662.483358184
Equities,CHTR,Charter Communications,,367.61,2736.7090133097977,-5835.400685138212,1006041.6003828148
Equities,NTAP,NetApp,,63.62,123003.46813998958,57494.775767153624,7825480.643066137
Equities,FTNT,Fortinet,,59.44,130758.728208006,-117843.64557262581,7772298.804683876
Equities,MSFT,Microsoft,,248.35,168388.27239969303,74069.51399969246,41819227.450463764
Equities,MO,Altria,,44.53,105465.66767377297,-6331.1135509280675,4696386.18151311
Equities,NVDA,Nvidia,,232.1,180352.53633249385,-420797.9612194101,41859823.682771824
