FINANCIAL TYPE,SYMBOL,SECURITY NAME,ISIN,PRICE,QUANTITY,REALISED P/L,MARKET VALUE
Equities,HRL,SEC-Hormel Foods,,44.66,14299.747302962556,-3358.2005427871677,638626.7145503077
Equities,CTSH,SEC-Cognizant,,56.44,46632.497740202074,-1843.7400461652228,2631938.172457005
Equities,MRNA,SEC-Moderna,,179.62,36696.13464671451,-14013.3116867246,6591359.705242861
Equities,PANW,SEC-Palo Alto Networks,,139.54,38762.66794247466,-76886.83777114836,5408942.684692914
Equities,LVS,SEC-Las Vegas Sands,,47.9,22406.72960305098,1549.7650727857786,1073282.347986142
Equities,CB,SEC-Chubb Limited,,218.62,28176.09150349218,-7528.841012004386,6159857.124493461
Equities,AAP,SEC-Advance Auto Parts,,144.7,3694.7946177473264,193.60709407765572,534636.7811880381
Equities,ROL,"SEC-Rollins, Inc.",,36.18,5678.080220541158,-1121.262786854997,205432.9423791791
Equities,DD,SEC-DuPont,,67.62,55599.98599153216,11479.907821912278,3759671.0527474047
Equities,DGX,SEC-Quest Diagnostics,,154.18,56714.19206001325,36964.253971846614,8744194.131812843
Equities,TFX,SEC-Teleflex,,248.55,8370.215282420873,17366.266155954105,2080417.008445708
Equities,MGM,SEC-MGM Resorts,,33.53,79198.32373120937,30262.03527141497,2655519.79470745
Equities,IPG,SEC-Interpublic Group of Companies (The),,32.76,69369.43020174206,-2249.3814424105303,2272542.5334090698
Equities,STX,SEC-Seagate Technology,,51.43,35965.82125238776,-362.08399693685686,1849722.1870103024
Equities,CPT,SEC-Camden Property Trust,,109.76,69582.72056380735,-31394.638570422983,7637399.409083495
Equities,HPE,SEC-Hewlett Packard Enterprise,,15.71,70740.24421109159,-10823.38120161053,1111329.236556249
Equities,NTRS,SEC-Northern Trust,,86.91,7056.478553376649,-3305.026341208617,613278.5510739646
Equities,NTAP,SEC-NetApp,,58.72,4946.357880744689,-4155.888510373464,290450.13475732814
Equities,KR,SEC-Kroger,,43.83,56433.36224809088,-43862.87067748759,2473474.2673338233
Equities,VTRS,SEC-Viatris,,10.75,48841.63430403595,-450.4278756447193,525047.5687683865
Equities,CFG,SEC-Citizens Financial Group,,37.92,39329.3637969346,-2486.3390906106915,1491369.4751797603
Equities,ADBE,SEC-Adobe Inc.,,336.53,27866.183455279806,14826.662931075283,9377806.718205312
Equities,CHTR,SEC-Charter Communications,,339.1,30250.538875933322,116526.12160732002,10257957.73282899
Equities,ATO,SEC-Atmos Energy,,109.95,41542.24755616667,-28194.581664464982,4567570.118800526
Equities,AMT,SEC-American Tower,,208.59,36194.55005949363,-71424.85381258561,7549821.196909777
Equities,REG,SEC-Regency Centers,,61.15,4500.681448864885,-654.709979972759,275216.6705980877
Equities,PHM,SEC-PulteGroup,,45.3,8807.108288287305,797.253292920122,398962.0054594149
Equities,WMT,SEC-Walmart,,140.18,75139.84131689476,81657.61106880127,10533102.955802308
Equities,SPG,SEC-Simon Property Group,,113.85,26213.82017249143,761.8198132348023,2984443.426638149
Equities,RJF,SEC-Raymond James,,105.93,87958.75695361674,-1245.7116426635218,9317471.124096623
Equities,RTX,SEC-RTX Corporation,,99.06,45898.347217787574,4717.149432627817,4546690.275394037
Equities,META,SEC-Meta Platforms,,120.34,84009.27295904484,-7846.447298442674,10109675.907891456
Equities,AJG,SEC-Arthur J. Gallagher & Co.,,187.47,2352.639158803185,-515.6140867917202,441049.2631008331
Equities,NEM,SEC-Newmont,,46.29,68413.59559957031,-2962.8144709074786,3166865.3403041097
Equities,LYV,SEC-Live Nation Entertainment,,69.74,84361.53930403844,-33938.726438754704,5883373.75106364
Equities,AOS,SEC-A. O. Smith,,56.23,13502.853740800667,-3889.792670756814,759265.4658452214
Equities,ABC,SEC-AmerisourceBergen,,164.3,91780.86628221317,1985.8756642531318,15079596.330167625
Equities,PFE,SEC-Pfizer,,49.68,69281.95567236657,-3658.623690007607,3441927.557803171
Equities,TRV,SEC-Travelers Companies (The),,185.45,64740.86446832755,20441.004856771393,12006193.315651342
Equities,LH,SEC-LabCorp,,200.16,80457.6212055086,93632.12470122505,16104397.460494602
Equities,PNW,SEC-Pinnacle West,,73.57,69321.07639232374,37113.06259549924,5099951.590183257
Equities,KMI,SEC-Kinder Morgan,,17.24,306.5205835724079,-3.4129455686765837,5284.414860788312
Equities,PRU,SEC-Prudential Financial,,95.45,45191.35636761919,-54711.5949110154,4313514.965289252
Equities,LIN,SEC-Linde plc,,323.79,72269.69948481915,-59394.129251433,23400205.996189594
Equities,ALGN,SEC-Align Technology,,210.9,35612.68555806181,68956.14152912755,7510715.384195236
Equities,WHR,SEC-Whirlpool Corporation,,136.01,2424.8251309540274,1802.2990628173054,329800.46606105723
Government Bond,FR0013410552,SEC-FRANCE (GOVT OF) 0.1% 03/01/2029 0.0% REGS,FR0013410552,120.26,3087.0430622824106,-34.547447559795344,371247.7986700827
Government Bond,CA135087G997,SEC-CANADIAN GOVERNMENT RRB 0.5% 12/01/2050,CA135087G997,132.01,2783.6933414112,-53.92975558380076,367475.3579996925
Government Bond,GB00BNNGP882,SEC-UNITED KINGDOM I/L GILT 0.125% 03/22/2051 REGS,GB00BNNGP882,213.1,1465.7949073050881,-326.50585303697,312360.8947467143
Government Bond,AU000XCLWAF4,SEC-AUSTRALIAN GOVERNMENT 2% 08/21/2035 REGS,AU000XCLWAF4,155.75,2145.9206915096584,219.82143042280143,334227.14770262927
Government Bond,GB00B128DH60,SEC-UNITED KINGDOM I/L GILT 1.25% 11/22/2027 REGS,GB00B128DH60,207.71,4704.351151259217,348.92631903772605,977140.7776280519
Government Bond,FR0000188799,SEC-FRANCE (GOVT OF) 3.15 % 07/25/2032 REGS ,FR0000188799,209.53,3037.7610533841876,-187.63807610685976,636502.0735155888
Government Bond,DE0001030575,SEC-DEUTSCHLAND I/L BOND 0.1 % 4/15/2046 REGS,DE0001030575,181.75,3509.1645477563866,41.54374866534167,637790.6565547233
