FINANCIAL TYPE,SYMBOL,SECURITY NAME,SEDOL,PRICE,QUANTITY,REALISED P/L,MARKET VALUE
Equities,HSIC,Henry Schein,,68.46,8510.06783025756,-2606.5467800899833,582599.2436594325
Equities,JNPR,Juniper Networks,,29.97,9173.608329760646,-2005.5039819905692,274933.0416429265
Equities,CRL,Charles River Laboratories,,212.25,9341.655768521903,-2458.9956780941407,1982766.436868774
Equities,ACN,Accenture,,280.62,3861.259564593164,4009.65560156808,1083546.6590161338
Equities,LEN,Lennar,,79.88,3405.9942047039326,867.3810631822912,272070.8170717501
Equities,CTSH,Cognizant,,61.16,806.9795401777694,351.74616520887594,49354.868677272374
Equities,COF,Capital One,,103.6,8900.253872542531,-4694.049935956562,922066.3011954061
Equities,PG,Procter & Gamble,,132.17,7638.022299525672,2376.955023774554,1009517.407328308
Equities,APTV,Aptiv,,91.07,5399.647607120423,7005.825689250756,491745.90758045693
Equities,ROL,"Rollins, Inc.",,41.53,7084.34000610282,-2521.6911196042684,294212.6404534501
Equities,SWKS,Skyworks Solutions,,84.45,855.5966190945435,-136.5064757791157,72255.1344825342
Equities,PNW,Pinnacle West,,65.02,7534.087967233404,-4639.832497393978,489866.3996295159
Equities,RSG,Republic Services,,131.2,6155.3479901156215,-2860.489389247986,807581.6563031694
Equities,ADP,ADP,,237.8,3695.9008581979883,3214.275259481061,878885.2240794817
Equities,SPGI,S&P Global,,318.11,1284.807595956831,-3300.169097172815,408710.1443498275
Equities,CTAS,Cintas,,423.15,6385.302908547423,-19586.347123822787,2701940.9257518416
Equities,WHR,Whirlpool Corporation,,131.36,2269.963133003518,1976.8013475123553,298182.35715134215
Equities,LYB,LyondellBasell,,72.51,8076.472253898665,1596.6482417502557,585625.0031301923
Equities,WST,West Pharmaceutical Services,,229.51,6536.331704277779,-2306.493243794354,1500153.489448793
Equities,TROW,T. Rowe Price,,102.75,8971.100471095593,2044.4886022412447,921780.5734050722
Equities,KMB,Kimberly-Clark,,121.16,1068.2963393554298,-791.5201620134453,129434.78447630387
Equities,ARE,Alexandria Real Estate Equities,,141.09,2211.557335757695,-2314.100657191426,312028.6245020532
Equities,APD,Air Products and Chemicals,,246.07,6164.467024175052,-23014.2426695531,1516890.400638755
Equities,ALK,Alaska Air Group,,44.46,6816.233074877984,-2603.7699226048608,303049.7225090752
Equities,CARR,Carrier Global,,39.25,4589.736115911488,3254.7899916760807,180147.14254952592
Equities,HSY,Hershey's,,234.43,8011.62282790935,30678.296362944333,1878164.739546789
Equities,ICE,Intercontinental Exchange,,94.45,6948.474061671137,1583.6313787006577,656283.3751248389
Equities,CLX,Clorox,,142.75,2255.6965258268715,-4312.848657700807,322000.6790617859
Equities,AAL,American Airlines Group,,14.18,7804.4571652197865,-1608.272094883822,110667.20260281657
Equities,FOX,Fox Corporation (Class B),,26.99,9656.947120773284,1610.7730824310395,260641.00278967092
Equities,TPR,"Tapestry, Inc.",,30.99,5013.1298353869415,-507.2888328222132,155356.8935986413
Equities,PKG,Packaging Corporation of America,,116.82,9827.470059098354,-6793.859789688236,1148045.0523038697
Equities,WM,Waste Management,,156.34,9018.904599953727,774.8030434919829,1410015.5451567657
Equities,LIN,Linde plc,,294.15,7195.52425367215,12790.411479486702,2116563.459217663
Equities,ETR,Entergy,,103.94,706.1070976555483,-804.788573134483,73392.77173031769
Equities,GPN,Global Payments,,113.4,8735.58150922965,8919.581427010482,990614.9431466424
Equities,JNJ,Johnson & Johnson,,169.11,5513.267373103141,-2791.276020689783,932348.6454654722
Equities,EQR,Equity Residential,,60.98,2371.182078829422,2054.74460026586,144594.68316701814
Equities,EIX,Edison International,,58.11,8993.8397503998,-91.4119028028934,522632.0278957324
Equities,LLY,Eli Lilly and Company,,358.26,2225.137599852046,-556.1616245136206,797177.7965229941
Equities,AOS,A. O. Smith,,53.82,6729.1574610149155,8347.134646988181,362163.2545518227
Equities,AON,Aon,,279.94,6738.819572367618,-22995.015734313776,1886465.151088591
Equities,ECL,Ecolab,,155.5,616.0695468984962,1379.0538291486187,95798.81454271617
Equities,RF,Regions Financial Corporation,,21.3,4903.038405929227,-309.4291160703223,104434.71804629255
Equities,FE,FirstEnergy,,36.2,3171.8212749022973,236.75504576658358,114819.93015146317
Equities,FICO,Fair Isaac,,478.84,4407.601985150498,38208.74604548906,2110536.1345694643
Equities,HCA,HCA Healthcare,,215.99,2543.027726881051,8300.606583181132,549268.5587290382
Equities,CBOE,Cboe Global Markets,,123.06,8019.41915224222,-4087.073102193429,986869.7208749276
Equities,PH,Parker Hannifin,,285.82,3178.1516237195856,-18797.17951933551,908379.2970915319
Equities,CVX,Chevron Corporation,,174.54,8241.05465962309,-289.61812285853387,1438393.6802906143
Equities,TJX,TJX Companies,,70.96,2382.0836058452996,919.5368070879401,169032.65267078244
Equities,A,Agilent Technologies,,137.66,1038.320471824302,-1486.3175917425342,142935.19615133342
Equities,INVH,Invitation Homes,,30.75,586.7033919113494,-89.64573548288762,18041.129301273995
Equities,LYV,Live Nation Entertainment,,79.61,1304.3183973642208,597.0984910218426,103836.78761416562
Equities,AAP,Advance Auto Parts,,184.96,1564.1825480764403,-10076.471331240064,289311.2040922184
Equities,DHR,Danaher Corporation,,250.86,5533.551143418747,3269.418594852196,1388146.639838027
Equities,NTRS,Northern Trust,,82.13,4953.37134255174,14.93962320879718,406820.3883637744
Equities,PCG,PG&E Corporation,,14.93,7618.60811923181,2513.8648094085756,113745.81922013091
Equities,COO,CooperCompanies,,273.34,1814.924332966694,-3172.250405916826,496091.4171731161
Equities,KIM,Kimco Realty,,20.66,8607.558533806334,3205.474575331869,177832.15930843886
Equities,PEG,Public Service Enterprise Group,,54.53,1247.6684389745612,4.715276928246291,68035.35997728283
Equities,PTC,PTC,,117.83,6792.56090206386,-5816.252860429957,800367.4510901846
Equities,WFC,Wells Fargo,,44.7,7436.993743426345,10363.514001658685,332433.62033115764
Equities,CMCSA,Comcast,,31.04,8610.590437713561,-5016.143081423974,267272.7271866289
Equities,GRMN,Garmin,,86.12,2456.0920470444707,1201.1711939709423,211518.64709146984
Equities,MKTX,MarketAxess,,241.61,639.42853403429,-1708.8839935757906,154492.3281080248
Equities,DVA,DaVita Inc.,,73.01,240.0101777636823,518.9873174365606,17523.143078526446
Government Bond,GB00B73ZYW09,UNITED KINGDOM I/L GILT 0.25% 03/22/2052 REGS,B73ZYW0,271.95,3389.589850783085,173.39514128690365,921798.9599204599
Government Bond,ES00000128C6,BONOS Y OBLIG DEL ESTADO 2.9% 10/31/2046 144A,BYZ0LZ4,134.76,12856.711211831102,-20.586805689722297,1732570.4029063592
Government Bond,US91282CCM10,TSY INFL IX N/B 0.125% 07/15/2031 ,BNW0365,115.94,12484.30256861847,-102.69056351341014,1447430.0398056253
Government Bond,GB00B6460505,UNITED KINGDOM GILT 4.25% 12/07/2040 REGS,B646050,152.57,11735.102288859936,-833.1670306627497,1790424.5562113605
Government Bond,US912810FH69,TSY INFL IX N/B 3.875% 04/15/2029,2407096,234.45,6443.805272898018,-0.2611206675267921,1510750.1462309402
Government Bond,US912810RL44,TSY INFL IX N/B 0.75% 02/15/2045,BVXLS02,151.01,7401.319112461291,-400.9805563384658,1117673.1991727795
Government Bond,GB00BN65R313,UNITED KINGDOM GILT 3.5% 01/22/2045 REGS,BN65R31,146.73,9016.65372236865,188.63464259648694,1323013.600683152
Government Bond,ES00000127C8,SPAIN I/L BOND 1 % 11/30/2030 144A ,BWH62M0,132.36,3864.8526772344244,107.20300086229686,511551.90035874845
Government Bond,IT0005274805,BUONI POLIENNALI DEL TES 2.1% 08/01/2027 REGS,BD1MF44,108.36,35707.582159183534,-177.7795259135537,3869273.6027691276
Government Bond,SE0000556599,SWEDEN I/L BOND 3.5 % 12/01/2028 144A ,5681217,192.72,9119.271575995945,625.4569387255742,1757466.0181259385
Government Bond,US912810FD55,TSY INFL IX N/B 3.625% 04/15/2028,2235037,227.45,6130.126137308948,62.795510491976636,1394297.1899309203
Government Bond,FR0012558310,FRANCE (GOVT OF) 0.1% 03/01/2025 0.0% REGS,BW4Q278,114.23,4434.348574683732,-132.16705437274345,506535.63768612273
Government Bond,IT0005024234,BUONI POLIENNALI DEL TES 3.5% 03/01/2030 144A,BMNDJV3,120.61,20750.197690053497,-89.40547379184673,2502681.3433973524
Government Bond,GB00BYVP4K94,UNITED KINGDOM I/L GILT 0.125% 11/22/2056 REGS,BYVP4K9,263.61,2251.6114911497034,-31.300130163869607,593547.3051819734
Government Bond,IT0003256820,BUONI POLIENNALI DEL TES 5.8% 02/01/2033 REGS,7335318,146.99,26158.965650424656,-319.3235659332057,3845106.3609559205
Government Bond,US912810RA88,TSY INFL IX N/B 0.625% 02/15/2043,B9JHJX0,149.38,6328.702739699,170.0439321979569,945381.6152562365
Government Bond,FR0011461037,FRANCE (GOVT OF) 3.25 % 05/25/2045 REGS ,B9MBCD0,153.87,7523.613394433877,404.34569114275723,1157658.3930015408
Government Bond,FR0013238268,FRANCE (GOVT OF) 0.1% 03/01/2028 REGS,BDCKIW3,119.98,4881.031803381931,287.8372435524631,585626.1957697641
Government Bond,GB00B85SFQ54,UNITED KINGDOM I/L GILT 0.125% 03/22/2024 REGS,B85SFQ5,140.37,4131.374694043493,0.0,579921.0658028851
Government Bond,GB00BYY5F144,UNITED KINGDOM I/L GILT 0.125% 03/22/2026 REGS,BYY5F14,139.46,3999.5867641268746,-0.329048684831192,557782.370125134
CASH,USDCURR,CASH,,,,,3821123.057489799
