FINANCIAL TYPE,SYMBOL,SECURITY NAME,ISIN,PRICE,QUANTITY,REALISED P/L,MARKET VALUE
Equities,FICO,Fair Isaac,,883.59,82027.56352312499,364271.666506274,72478734.85339801
Equities,CI,Cigna,,282.31,63844.28191356965,36530.04916527996,18023879.227019846
Equities,DFS,Discover Financial,,83.77,32518.791294661656,110207.20371887843,2724099.1467538066
Equities,NFLX,Netflix,,411.13,59919.93673443399,-115833.46796759666,24634883.589627847
Equities,PRU,Prudential Financial,,94.4,36775.022157880245,2000.2544755884321,3471562.0917038955
Equities,HIG,Hartford (The),,73.59,97996.70422198683,31436.166953244323,7211577.463696011
Equities,RF,Regions Financial Corporation,,18.01,102594.51185856242,-26929.762667828876,1847727.1585727092
Equities,PFE,Pfizer,,35.48,184508.10271205578,4720.311194652544,6546347.484223738
Equities,SO,Southern Company,,68.53,102002.26345912345,77544.93652998473,6990215.11485373
Equities,TMO,Thermo Fisher Scientific,,519.63,186725.17824837458,1055025.924300846,97028004.37320288
Equities,ON,ON Semiconductor,,98.07,188151.5427964587,316033.13674263196,18452021.8020487
Equities,WHR,Whirlpool Corporation,,132.87,20661.5388265209,-35183.11401333383,2745298.6638798323
Equities,K,Kellogg's,,64.37,144981.42542430927,2786.1199191858905,9332454.35456279
Equities,A,Agilent Technologies,,117.59,170305.47014537625,-37193.88195584272,20026220.234394792
Equities,LYB,LyondellBasell,,96.19,3382.6678864014993,289.0265005328413,325378.8239929602
Equities,CLX,Clorox,,157.39,27399.302767868106,8642.868299570167,4312376.262634761
Equities,CNC,Centene Corporation,,66.0,109206.29163934679,5134.912373102925,7207615.248196888
Equities,ATO,Atmos Energy,,116.85,50273.003338963164,2713.150111778693,5874400.440157846
Equities,LUV,Southwest Airlines,,29.71,202303.94549197124,-160272.9235303928,6010450.2205664655
Equities,ZTS,Zoetis,,185.59,188107.31867075738,10825.697437313647,34910837.272105865
Equities,PGR,Progressive Corporation,,131.49,84951.67909380508,-62392.81607932342,11170296.284044432
Equities,CHTR,Charter Communications,,459.12,2773.562451394269,-9201.416277294067,1273397.9926841368
Equities,NTAP,NetApp,,75.29,119432.43823671188,-12019.680584142889,8992068.274842039
Equities,FTNT,Fortinet,,55.31,130136.31458702382,130765.21168322474,7197839.559808288
