FINANCIAL TYPE,SYMBOL,SECURITY NAME,SEDOL,PRICE,QUANTITY,REALISED P/L,MARKET VALUE
Equities,AVGO,Broadcom Inc.,,898.65,139347.43964867713,-66405.21622822144,125224576.6402837
Equities,IP,International Paper,,35.59,175921.91005474475,-24813.95570507426,6261060.778848366
Equities,MS,Morgan Stanley,,91.56,163611.56971402062,40993.57513520177,14980275.323015729
Equities,APD,Air Products and Chemicals,,305.33,142665.57345124052,-40710.94934683574,43560079.54186726
Equities,PRU,Prudential Financial,,95.19,225221.3031041244,17664.0584951756,21438815.842481602
Equities,SHW,Sherwin-Williams,,275.89,137012.07409602075,278589.832108941,37800261.12235116
Equities,CHTR,Charter Communications,,405.19,224479.26799433227,1150636.1815344584,90956754.5986235
Equities,KEY,KeyCorp,,12.31,158003.88916211177,-19911.843741324366,1945027.8755855958
Equities,KR,Kroger,,48.35,154365.43356466628,60596.105069630605,7463568.712851615
Equities,TSN,Tyson Foods,,55.72,231475.1189449421,40960.731495690205,12897793.627612174
Equities,TRMB,Trimble Inc.,,53.8,173188.68319391084,-34342.250438539,9317551.155832402
Equities,INTC,Intel,,35.64,121935.39276827736,-2795.356830261052,4345777.3982614055
Equities,EMR,Emerson Electric,,90.86,177760.39978330303,23582.50364614223,16151309.924310913
Equities,OXY,Occidental Petroleum,,63.13,212695.0652179245,32380.332722564366,13427439.467207575
Equities,BBY,Best Buy,,83.05,8942.289451906056,-307.4531864387948,742657.1389807978
Equities,PPL,PPL Corporation,,27.53,119887.07095299997,16437.782567600992,3300491.0633360893
Equities,PAYX,Paychex,,124.57,68408.21103414349,-34933.35398407911,8521610.848523254
Equities,VLO,Valero Energy,,127.89,113121.21564119238,-274704.299229384,14467072.268352093
Equities,C,Citigroup,,47.11,85293.62855627367,1876.6857255938162,4018182.841286053
Equities,FTV,Fortive,,78.35,61763.1731035171,15625.52337956804,4839144.6126605645
Equities,ILMN,Illumina,,192.15,23485.128443398877,-23154.413402971608,4512667.430399095
Equities,IT,Gartner,,353.59,77672.70749108578,32947.24410388769,27464292.64177302
Equities,HOLX,Hologic,,79.42,94399.52146329351,3770.7481708691835,7497209.994614771
Equities,WST,West Pharmaceutical Services,,368.04,143182.61282742178,-460684.44478847773,52696928.82500432
Equities,ALL,Allstate,,112.68,130710.14441344365,-41954.67986146739,14728419.07250683
Equities,AZO,AutoZone,,2481.72,133865.00262352874,305677.7774813148,332215454.31086373
