FINANCIAL TYPE,SYMBOL,SECURITY NAME,SEDOL,PRICE,QUANTITY,REALISED P/L,MARKET VALUE
Equities,ALL,FIN-Allstate,,109.9,225986.96839032968,415508.81216968317,24835967.826097235
Equities,ALB,FIN-Albemarle Corporation,,220.65,165028.7917772021,-236695.60701314753,36413602.90563965
Equities,AKAM,FIN-Akamai,,78.3,44096.9411341107,-41553.95892147567,3452790.4908008673
Equities,MTD,FIN-Mettler Toledo,,1530.21,86414.14108483573,191592.67214383523,132231782.8294265
Equities,CARR,FIN-Carrier Global,,45.37,9200.291270139021,-106.27234493165048,417417.2149262074
Equities,SJM,FIN-J.M. Smucker Company (The),,155.2,93703.23723311003,58015.71957113719,14542742.418578677
Equities,VZ,FIN-Verizon,,37.58,176739.90275307116,423.5183649661757,6641885.545460414
Equities,VMC,FIN-Vulcan Materials Company,,170.85,206166.61734010463,194139.19635562185,35223566.572556876
Equities,STZ,FIN-Constellation Brands,,224.27,65897.26559019771,30005.46652859725,14778779.753913641
Equities,KEYS,FIN-Keysight,,161.48,250598.46088586116,13867.615310657078,40466639.46384886
Equities,HRL,FIN-Hormel Foods,,39.33,138217.30134139085,38523.45907853151,5436086.461756902
Equities,ABC,FIN-AmerisourceBergen,,159.23,18627.36944794268,-16688.250672646915,2966036.037195913
Equities,CRL,FIN-Charles River Laboratories,,201.82,224948.5317571249,-454604.0711402137,45399112.67922295
Equities,FTV,FIN-Fortive,,68.1,155372.94746053964,-43540.735934567056,10580897.722062748
Equities,WHR,FIN-Whirlpool Corporation,,128.58,124863.75834623126,-98069.02540119697,16054982.048158417
Equities,COP,FIN-ConocoPhillips,,97.69,56861.66284900644,-6173.964306295576,5554815.843719439
Equities,AON,FIN-Aon,,314.1,171246.05176587013,-44279.360275838706,53788384.85965981
Equities,TMO,FIN-Thermo Fisher Scientific,,575.99,197170.76415872943,-409609.78781664884,113568388.44778657
Equities,CDNS,FIN-Cadence Design Systems,,210.09,182309.9541412475,-144430.93273953436,38301498.265534684
Equities,EG,FIN-Everest Re,,356.34,161770.97723160798,-453097.002041007,57645470.02671118
Equities,FMC,FIN-FMC Corporation,,121.45,210150.31492615843,321274.94305342034,25522755.747781944
Equities,CSX,FIN-CSX,,29.83,212838.60569563182,-10896.657339470485,6348975.607900697
Equities,MA,FIN-Mastercard,,362.32,49319.4725117784,67436.98375730813,17869431.280467547
Equities,EPAM,FIN-EPAM Systems,,299.0,26764.483694949882,35153.78498327998,8002580.624790015
Equities,LEN,FIN-Lennar,,104.44,180863.63094611207,59334.03598879068,18889397.616011944
Equities,ADSK,FIN-Autodesk,,208.16,86572.89192020099,-149618.54718022046,18021013.182109036
Equities,HII,FIN-Huntington Ingalls Industries,,204.59,83713.56258836524,-1020.7637480000875,17126957.769953646
Equities,XYL,FIN-Xylem Inc.,,104.35,87658.1703583343,34975.98404767088,9147130.076892184
Equities,MPWR,FIN-Monolithic Power Systems,,499.59,53008.26464990176,249022.91038733823,26482398.936444417
Equities,JBHT,FIN-J.B. Hunt,,174.68,123444.64958001558,-168256.2003835762,21563311.38863712
Equities,MPC,FIN-Marathon Petroleum,,133.24,23427.829773454883,24555.455512346776,3121524.0390151287
Equities,MAR,FIN-Marriott International,,165.11,214736.35853896948,151938.70094757614,35455120.15836925
Equities,LLY,FIN-Eli Lilly and Company,,341.8,158481.57745487365,1304329.3763566287,54169003.17407582
Equities,TXN,FIN-Texas Instruments,,183.3,129129.16650558777,-248546.80220018578,23669376.22047424
Equities,ITW,FIN-Illinois Tool Works,,242.16,170866.53418438914,-465522.59898437775,41377039.91809167
Equities,BBY,FIN-Best Buy,,77.34,80871.38659354557,56858.166207230286,6254593.039144815
Equities,BEN,FIN-Franklin Templeton,,26.64,145053.40095010083,46514.110217170295,3864222.601310686
Equities,IQV,FIN-IQVIA,,198.89,139650.8420017306,78866.05428800917,27775155.9657242
Equities,UAL,FIN-United Airlines Holdings,,44.25,213256.71828539897,77618.70567886038,9436609.784128904
Equities,MO,FIN-Altria,,43.7,87916.21262527345,10708.754077974509,3841938.4917244497
Equities,ZTS,FIN-Zoetis,,165.72,195660.8581614815,-17267.010861007242,32424917.414520714
Equities,INVH,FIN-Invitation Homes,,30.76,176265.711946136,44.582182648539174,5421933.299463144
Equities,ON,FIN-ON Semiconductor,,82.32,243373.68975139718,72036.8861118766,20034522.140335012
Equities,HD,FIN-Home Depot (The),,293.01,17734.736179374668,1584.424051708299,5196455.047918571
Equities,PRU,FIN-Prudential Financial,,80.38,150193.95916914355,48542.87167196964,12072590.438015757
Equities,APTV,FIN-Aptiv,,112.19,131839.22881819698,-136077.88436924617,14791043.08111352
Equities,VICI,FIN-Vici Properties,,32.22,170881.54335427823,-9413.751354429794,5505803.326874845
Equities,ESS,FIN-Essex Property Trust,,207.04,148878.92497655432,280156.28304591496,30823892.627145804
Equities,TAP,FIN-Molson Coors Beverage Company,,51.34,43968.29110649003,10002.968480932304,2257332.0654071984
Equities,CPB,FIN-Campbell Soup Company,,54.18,106434.14708177214,57491.94077599113,5766602.088890415
Equities,FANG,FIN-Diamondback Energy,,133.57,43926.56231547973,11354.688548384891,5867270.9284786275
Equities,K,FIN-Kellogg's,,66.37,169048.77526848225,7383.818854508426,11219767.214569168
Equities,DLTR,FIN-Dollar Tree,,143.55,44403.55703327328,3890.5994987583535,6374130.61212638
Equities,CVX,FIN-Chevron Corporation,,160.04,54874.59719803209,-24334.152724448937,8782130.535573056
Equities,DFS,FIN-Discover Financial,,97.39,87240.79998026494,135332.3450889885,8496381.510078004
Government Bond,IT0005387052,FIN-BUONI POLIENNALI DEL TES 0.4% 05/15/2030 144A,BK5MSX9,114.27,3231.4566540972933,8.179272447843823,369258.5518636977
