FINANCIAL TYPE,SYMBOL,SECURITY NAME,SEDOL,PRICE,QUANTITY,REALISED P/L,MARKET VALUE
Equities,AVGO,Broadcom Inc.,,577.75,141318.46784763574,-349756.826896356,81646744.79897155
Equities,IP,International Paper,,40.19,173263.27194348676,187314.08747788696,6963450.899408733
Equities,MS,Morgan Stanley,,95.61,168520.08319572874,-134819.394362332,16112205.154343626
Equities,APD,Air Products and Chemicals,,316.61,139815.38159519248,312273.2589745775,44266947.966853894
Equities,PRU,Prudential Financial,,100.71,230302.68216039916,-166600.87368630973,23193783.120373797
Equities,SHW,Sherwin-Williams,,234.8,140599.79295062282,17190.575670120874,33012831.38480624
Equities,CHTR,Charter Communications,,384.31,230223.5033339263,605617.2293470236,88477194.56626122
Equities,KEY,KeyCorp,,18.59,159395.99391243875,8250.593551511916,2963171.5268322364
Equities,KR,Kroger,,43.88,153511.18746787473,1700.5825075016087,6736070.906090343
Equities,TSN,Tyson Foods,,64.63,235782.16842182813,-198474.36765894113,15238601.54510275
Equities,TRMB,Trimble Inc.,,58.06,169794.81312254726,-44322.93003646446,9858286.849895094
Equities,INTC,Intel,,27.71,122284.81237205995,7373.958534998808,3388512.1508297813
Equities,EMR,Emerson Electric,,88.63,185766.80534217838,-20889.43995815687,16464511.95747727
Equities,OXY,Occidental Petroleum,,64.41,211136.2423174465,-14517.064890059553,13599285.367666729
Equities,BBY,Best Buy,,86.63,9205.563148211415,-15172.273777405848,797477.9355295548
Equities,PPL,PPL Corporation,,29.08,117115.81202644821,6593.186454822161,3405727.813729114
Equities,PAYX,Paychex,,113.31,65679.4103188888,2270.752023765656,7442133.98323329
Equities,VLO,Valero Energy,,136.65,108938.50806881922,-5687.597069311585,14886447.127604147
Equities,C,Citigroup,,50.56,89246.83228379782,294.10098060819774,4512319.840268818
Equities,FTV,Fortive,,67.88,63170.93329468915,-5330.431710765621,4288042.9520435
Equities,ILMN,Illumina,,214.2,23446.112789774546,-3029.4507520068873,5022157.359569708
Equities,IT,Gartner,,338.14,76894.03373177664,13237.453908255266,26000948.566062953
Equities,HOLX,Hologic,,81.37,92875.61593349611,-78589.460599335,7557288.868508579
Equities,WST,West Pharmaceutical Services,,265.33,149066.02585578494,-158286.55183502418,39551688.64031541
Equities,ALL,Allstate,,126.55,128197.733037618,86490.40914150249,16223423.115910558
Equities,AZO,AutoZone,,2438.85,130513.09896950898,-467054.1231863995,318301871.42178696
Equities,CHD,Church & Dwight,,80.14,42568.619039570425,1759.3928677442545,3411449.129831174
Equities,MGM,MGM Resorts,,41.41,211232.38803530645,7382.515749786412,8747133.18854204
Equities,CFG,Citizens Financial Group,,42.13,159865.49320647272,87925.2180001027,6735133.228788696
Equities,RHI,Robert Half,,82.35,124326.16710633301,112694.64995927695,10238259.861206522
Equities,GOOG,Alphabet Inc. (Class C),,99.87,116211.40294642537,273290.06375115993,11606032.812259503
Equities,EQT,EQT,,32.25,114650.28500749888,-508.3182300770367,3697471.691491839
Equities,REGN,Regeneron,,758.47,119730.43457889052,732963.0441125628,90811942.7150511
Equities,ABC,AmerisourceBergen,,167.52,176561.1602283081,79618.26895983166,29577525.56144617
Equities,MA,Mastercard,,369.49,111832.96138065957,-237430.8666672618,41321160.900539905
Equities,CDW,CDW,,194.22,56282.86718549945,46230.20534595056,10931258.464767704
Equities,WRK,WestRock,,38.22,125671.71536241919,-50945.19790705529,4803172.961151661
Equities,SEDG,SolarEdge,,319.13,183326.9335744568,-176812.90135640724,58505124.3116164
Equities,BA,Boeing,,213.0,78671.8688727677,8053.630073233785,16757108.069899522
Equities,ODFL,Old Dominion,,332.43,132109.87197004596,-589258.0641411347,43917284.73900238
Equities,LNC,Lincoln Financial,,34.06,15788.38914375193,-1038.595060166479,537752.5342361908
Equities,PCAR,Paccar,,72.14,120947.37871620238,33691.27917575708,8725143.90058684
Equities,LMT,Lockheed Martin,,457.28,54028.89353210558,-72077.77259913202,24706332.434361238
Equities,XEL,Xcel Energy,,67.66,45279.46927553156,-6010.213902642241,3063608.8911824655
Equities,AAP,Advance Auto Parts,,149.87,15892.731427499353,-3260.8521018588754,2381843.6590393283
Equities,VRSK,Verisk,,181.16,8255.581161854278,-4122.052984805911,1495581.083281521
Equities,WTW,Willis Towers Watson,,252.35,127186.44073842264,-154138.45426211145,32095498.32034095
Equities,CRM,Salesforce,,167.97,42230.018902759264,-15833.69975997831,7093376.275096473
Equities,DOV,Dover Corporation,,150.76,177005.49606506756,511469.2277045543,26685348.586769585
