FINANCIAL TYPE,SYMBOL,SECURITY NAME,ISIN,PRICE,QUANTITY,REALISED P/L,MARKET VALUE
Equities,FICO,Fair Isaac,,787.67,80610.75357009977,105153.50540377808,63494672.26456048
Equities,CI,Cigna,,246.25,62054.4332706005,-78900.90759897282,15280904.192885373
Equities,DFS,Discover Financial,,101.93,32999.93340298669,71.2090320320407,3363683.2117664334
Equities,NFLX,Netflix,,395.23,60369.41218484941,57511.59867916613,23859802.777818035
Equities,PRU,Prudential Financial,,77.63,35306.480897321635,-49594.37457548067,2740842.112059078
Equities,HIG,Hartford (The),,68.52,98604.51296195034,-303.40616609652295,6756381.228152837
Equities,RF,Regions Financial Corporation,,17.07,105914.05117046737,3761.4529828022414,1807952.853479878
Equities,PFE,Pfizer,,37.6,176080.26739899776,-14038.856570303325,6620618.054202316
Equities,SO,Southern Company,,69.03,100288.44209398041,32684.16768571025,6922911.157747468
Equities,TMO,Thermo Fisher Scientific,,508.12,184320.83264890066,364799.33608018473,93657101.4855594
Equities,ON,ON Semiconductor,,83.6,184200.85423380343,-212898.21698753722,15399191.413945965
Equities,WHR,Whirlpool Corporation,,127.62,20703.852033210478,-13041.353433794742,2642225.596478321
Equities,K,Kellogg's,,66.77,150789.5272664219,-7894.006437693839,10068216.73557899
Equities,A,Agilent Technologies,,115.45,166930.92366477486,-506544.6099209596,19272175.137098256
Equities,LYB,LyondellBasell,,84.44,3400.7533699059163,2594.004311393821,287159.61455485557
Equities,CLX,Clorox,,157.02,28644.471245370285,19644.281564728295,4497754.874948042
Equities,CNC,Centene Corporation,,62.41,109719.50988822682,20290.684044018893,6847594.612124235
Equities,ATO,Atmos Energy,,114.55,50081.365460923924,3747.257584428985,5736820.413548836
Equities,LUV,Southwest Airlines,,29.71,201732.58070744685,-6470.706184739203,5993474.972818246
Equities,ZTS,Zoetis,,162.65,194766.3254499759,253771.66904652547,31678742.83443858
Equities,PGR,Progressive Corporation,,127.81,83769.3662023692,-43827.17322493092,10706562.694324808
Equities,CHTR,Charter Communications,,326.15,2664.094090861877,-29097.22255694877,868894.2877346011
Equities,NTAP,NetApp,,65.92,121068.66264055484,-41290.18254719608,7980846.241265375
Equities,FTNT,Fortinet,,68.33,129954.77728090402,-102355.91997051948,8879809.931604171
Equities,MSFT,Microsoft,,327.7,173719.73644257986,260092.89359156665,56927957.63223342
Equities,MO,Altria,,43.51,106618.70255606397,41370.68001056771,4638979.748214344
Equities,NVDA,Nvidia,,378.3,185217.19015964406,-1562497.9817024085,70067663.03739335
Equities,FFIV,"F5, Inc.",,147.58,202508.27733201737,-648881.4872260137,29886171.568659127
Equities,IDXX,Idexx Laboratories,,464.77,80979.56093937473,401149.2640668236,37636870.53779319
Equities,INTC,Intel,,31.33,85906.1831401929,9489.51461716401,2691440.717782243
Equities,SYK,Stryker Corporation,,274.89,87381.8903470457,497728.7147295854,24020407.83749939
Equities,VLO,Valero Energy,,106.19,36832.89570509438,3424.848011231279,3911285.1949239722
Equities,NOC,Northrop Grumman,,433.61,153693.78292880094,-686903.5341827262,66643161.21575738
Equities,DHI,D.R. Horton,,106.62,28985.297300544076,2594.2090527165174,3090412.3981840094
Equities,ANSS,Ansys,,323.59,40434.90979520605,-1946.851113919712,13084332.460630724
Equities,TJX,TJX Companies,,76.5,121871.99934368875,-44779.25108664481,9323207.94979219
Equities,EMR,Emerson Electric,,77.26,9474.33646044188,-5935.362223586892,731987.2349337398
Equities,MLM,Martin Marietta Materials,,398.04,163694.0998472373,968861.7363828666,65156799.50319433
Equities,DHR,Danaher Corporation,,229.36,166314.10630661293,-37874.032629824076,38145803.42248474
Equities,EA,Electronic Arts,,128.0,30452.13238341359,-4659.107188589409,3897872.9450769396
Equities,SBUX,Starbucks,,97.12,103599.10928190207,189180.9821669513,10061545.493458329
Equities,MRNA,Moderna,,127.71,6628.1590865996895,-2474.6401202646616,846482.1969496463
Equities,TROW,T. Rowe Price,,105.99,7025.357252621213,5161.392250837738,744617.6152053223
Equities,AMP,Ameriprise Financial,,297.33,20805.403729265465,-10226.996273854145,6186070.690822501
Equities,ATVI,Activision Blizzard,,79.34,86269.18950532492,-53690.54549732992,6844597.49535248
Equities,JPM,JPMorgan Chase,,134.78,160629.12224654545,53066.985324941415,21649593.096389394
Equities,WY,Weyerhaeuser,,28.47,80908.3109590781,7264.331324466743,2303459.613004953
Equities,GWW,W. W. Grainger,,647.33,7702.368559654458,62289.97792529102,4985974.239721121
Equities,LDOS,Leidos,,77.72,104617.3561267545,87951.19406892225,8130860.91817136
Equities,PTC,PTC,,134.4,111987.36127257308,155580.86322591652,15051101.355033822
Equities,JNJ,Johnson & Johnson,,153.94,9835.500153669696,6328.963767039872,1514076.893655913
Equities,PEG,Public Service Enterprise Group,,59.21,155919.73058910298,1301.233476365498,9232007.248180788
Equities,RTX,RTX Corporation,,91.5,134501.74082234455,-56002.38214250011,12306909.285244526
Equities,TTWO,Take-Two Interactive,,137.73,155997.53229172577,-443715.3945370324,21485540.12253939
Equities,AJG,Arthur J. Gallagher & Co.,,199.78,172855.11383685362,114487.37566743058,34532994.642326616
Equities,BG,Bunge Limited,,92.09,188353.00825798715,-8568.424354639868,17345428.530478038
Equities,PH,Parker Hannifin,,319.25,167355.55716803705,77879.44972770946,53428261.62589583
Equities,KLAC,KLA Corporation,,441.79,67469.09053760763,739034.2783872627,29807169.508609675
Equities,DOW,Dow Inc.,,48.78,145969.09756497308,58626.449304776106,7120372.579219387
Equities,CPRT,Copart,,43.8,178280.14466421044,-23830.78435814906,7808670.336292417
Equities,CCL,Carnival,,11.23,3321.245489594048,1823.1873550140765,37297.58684814116
Equities,AEP,American Electric Power,,82.27,22457.120226525407,34497.657126739636,1847547.2810362452
Equities,HCA,HCA Healthcare,,263.63,20839.254294617127,-44698.296367653034,5493852.609689913
Equities,QRVO,Qorvo,,97.26,187012.15733568047,-37755.93783489479,18188802.422468282
Equities,MCK,McKesson,,390.84,183908.21063656968,-138837.43861760982,71878685.04519689
Equities,CRL,Charles River Laboratories,,193.38,105997.31264169524,65032.53230336347,20497760.318651024
Equities,IQV,IQVIA,,196.91,105933.16036058524,-40199.23888336663,20859298.60660284
Government Bond,NL0011819040,NETHERLANDS GOVERNMENT 0.5 % 07/15/2026 144A ,NL0011819040,104.68,31507.528915344945,-228.34054915642912,3298208.126858309
Government Bond,IT0003745541,BUONI POLIENNALI DEL TES 2.4% 09/15/2035 144A,IT0003745541,179.74,4200.922689759806,-54.05476376021639,755073.8442574276
Government Bond,GB00B73ZYW09,UNITED KINGDOM I/L GILT 0.25% 03/22/2052 REGS,GB00B73ZYW09,271.41,4951.021760539725,40.4309077686644,1343756.8160280867
Government Bond,GB00B7RN0G65,UNITED KINGDOM I/L GILT 0.125% 03/22/2044 REGS,GB00B7RN0G65,225.0,4718.38298573406,8.655838155456463,1061636.1717901635
Government Bond,US912828B253,TSY INFL IX N/B 0.625% 01/15/2024,US912828B253,126.52,1854.7183007862575,13.297207217203129,234658.9594154773
Government Bond,GB00BNNGP882,UNITED KINGDOM I/L GILT 0.125% 03/22/2051 REGS,GB00BNNGP882,213.0,1309.19868321249,-3.4274556010358177,278859.3195242604
Government Bond,US9128283R96,TSY INFL IX N/B 0.5% 01/15/2028 ,US9128283R96,125.8,11661.15982157885,-263.4030082985886,1466973.9055546194
Government Bond,US912810QV35,TSY INFL IX N/B 0.75% 02/15/2042,US912810QV35,154.84,9043.562300101763,-67.84001921532307,1400305.186547757
Government Bond,GB00BMBL1F74,UNITED KINGDOM GILT 0.625% 10/22/2050 REGS,GB00BMBL1F74,88.04,6432.970289815737,12.846476221726357,566358.7043153775
Government Bond,US912828WU04,TSY INFL IX N/B 0.125% 07/15/2024 ,US912828WU04,124.5,12976.683720588913,144.1268756876494,1615597.1232133198
Government Bond,ES0000012C12,SPAIN I/L BOND 0.7 % 11/30/2033 144A ,ES0000012C12,130.79,5134.31747031362,27.8372973956327,671517.3819423183
Government Bond,GB00B4PTCY75,UNITED KINGDOM I/L GILT 0.375% 03/22/2062 REGS,GB00B4PTCY75,350.05,4935.640776157773,-6.028676788115757,1727721.0536940284
Government Bond,GB00B54QLM75,UNITED KINGDOM GILT 4% 01/22/2060 REGS,GB00B54QLM75,194.73,8439.635680978128,68.54266142934625,1643450.2561568709
Government Bond,IT0004243512,BUONI POLIENNALI DEL TES 2.6% 09/15/2023 144A,IT0004243512,135.08,5586.65797101245,-87.31739495436257,754645.7587243618
Government Bond,GB00BLH38265,UNITED KINGDOM I/L GILT 0.125% 03/22/2039 REGS,GB00BLH38265,166.84,870.3906954716733,3.3459406540461147,145215.98363249397
Government Bond,DE0001030567,DEUTSCHLAND I/L BOND 0.1 % 4/15/2026 REGS,DE0001030567,121.71,5945.856203618657,101.52497885951323,723670.1585424267
Government Bond,US912810SG40,TSY INFL IX N/B 1% 02/15/2049,US912810SG40,156.13,5756.922268911611,-260.432197879367,898828.2738451698
Government Bond,US91282CCA71,TSY INFL IX N/B 0.125% 04/15/2026 ,US91282CCA71,114.1,10365.614597345744,62.83435156075925,1182716.6255571493
Government Bond,JP1201401C92,JAPAN (20 YEAR ISSUE) 1.7 % 09/20/2032 ,JP1201401C92,116.64,6018554.8523231335,43500.2139379943,702004237.9749703
CASH,USDCURR,CASH,,,,,100396989.50870866
