FINANCIAL TYPE,SYMBOL,SECURITY NAME,ISIN,PRICE,QUANTITY,REALISED P/L,MARKET VALUE
Equities,FANG,Diamondback Energy,,115.03,96238.89316455086,-172160.24643005617,11070359.880718285
Equities,AOS,A. O. Smith,,47.45,364464.0153607845,126374.13205298057,17293817.528869227
Equities,ADM,ADM,,78.78,32418.984711542133,-7132.8289299942835,2553967.6155752894
Equities,TMO,Thermo Fisher Scientific,,506.26,256153.70704168212,1381595.1531958068,129680375.72692199
Equities,CHRW,C.H. Robinson,,94.52,252541.45084221134,-608203.1284135546,23870217.933605816
Equities,CHD,Church & Dwight,,70.56,89794.1130344558,97709.62767310617,6335872.615711202
Equities,JBHT,J.B. Hunt,,155.03,56756.65749154362,-1485.1997198944737,8798984.610914007
Equities,SO,Southern Company,,65.29,49625.03651239191,4313.713253722004,3240018.633894068
Equities,FAST,Fastenal,,44.85,296616.3156184782,-137508.32834759154,13303241.75548875
Equities,STT,State Street Corporation,,59.3,34214.96602420034,13084.620162240219,2028947.48523508
Equities,FCX,Freeport-McMoRan,,26.9,282291.1057819536,-71782.4304986959,7593630.745534551
Equities,STZ,Constellation Brands,,226.49,243482.30270365102,542621.7618829659,55146306.739349924
Equities,NSC,Norfolk Southern Railway,,204.78,335645.3281353721,763021.356095926,68733450.29556149
Equities,ALL,Allstate,,121.89,41174.816393545756,21793.39611917356,5018798.3702092925
Equities,SJM,J.M. Smucker Company (The),,133.67,157791.23629598168,-20811.350203468086,21091954.55568387
Equities,EVRG,Evergy,,56.96,41644.10529586464,-27745.120914122934,2372048.23765245
Equities,MSFT,Microsoft,,230.67,173626.7470709087,-557796.7892962208,40050481.746846505
Equities,AXP,American Express,,132.98,139687.9186093083,-36596.44111022868,18575699.41666582
Equities,SYK,Stryker Corporation,,200.87,298743.3962570711,74365.62129591547,60008586.006157875
Equities,VICI,Vici Properties,,28.78,206375.01918212164,77581.12604116049,5939473.052061461
Equities,ARE,Alexandria Real Estate Equities,,136.12,313988.94384051143,-424540.55662987835,42740175.03557042
Equities,DD,DuPont,,49.42,123112.53794333807,-33574.45008995428,6084221.625159767
Equities,AMT,American Tower,,208.31,274191.0706123538,-1386215.7101225469,57116741.91925942
Equities,HON,Honeywell,,163.52,156405.95826978015,-201181.99019209773,25575502.296274453
Equities,RCL,Royal Caribbean Group,,37.9,133028.72720466607,37908.03413503585,5041788.761056844
Equities,APH,Amphenol,,66.43,297253.02650757035,-187490.1331413216,19746518.5508979
Equities,PHM,PulteGroup,,37.18,11789.6002229917,-4319.63221285026,438337.3362908314
Equities,ETN,Eaton Corporation,,130.83,358447.33300927834,14391.526337778296,46895664.57760389
Equities,MDLZ,Mondelez International,,53.93,321982.67933596944,-56902.16725003357,17364525.896588832
Equities,LEN,Lennar,,73.44,118237.48993309731,15247.492384297146,8683361.260686666
Equities,ATVI,Activision Blizzard,,73.55,294791.82666593656,124877.29372671605,21681938.851279635
Equities,AZO,AutoZone,,2141.93,105242.71715452375,-291599.33338424435,225422533.15478903
Equities,VRSK,Verisk,,169.66,222889.76071579746,148890.49279115425,37815476.803042196
Equities,CSGP,CoStar Group,,69.65,340437.75230798457,10.21926412770643,23711489.44825113
Equities,JKHY,Jack Henry & Associates,,180.57,83619.18912257964,69195.28970222098,15099116.979864206
Equities,CI,Cigna,,274.05,52741.79127626109,19237.716402392274,14453887.899259351
Equities,CMA,Comerica,,68.07,84229.32509313633,-62712.29604722309,5733490.15908979
Equities,TTWO,Take-Two Interactive,,109.0,336629.80807202565,-599632.2098465235,36692649.07985079
Equities,NEM,Newmont,,40.74,80973.17280204037,-238.75148402396587,3298847.0599551247
Equities,EXC,Exelon,,36.18,24589.047350329824,13395.450073037391,889631.733134933
Equities,WEC,WEC Energy Group,,86.47,47206.718925667585,-73624.60385157235,4081964.985502476
Equities,LNT,Alliant Energy,,51.25,284967.4416686401,-51227.721531229756,14604581.385517806
Equities,BSX,Boston Scientific,,38.73,3530.7195176006594,-735.7507786702901,136744.7669166735
Equities,HPQ,HP Inc.,,24.26,168174.78173828052,66967.63507648007,4079920.2049706858
Equities,UDR,"UDR, Inc.",,40.08,45185.81716613222,7472.86709216341,1811047.5520185793
Equities,OXY,Occidental Petroleum,,60.96,150182.59552911896,74936.77669278314,9155131.023455093
Equities,ILMN,Illumina,,190.79,335910.11096005235,267538.2209496315,64088290.07006838
Equities,MHK,Mohawk Industries,,91.19,1172.7994730023197,-3369.2587682352832,106947.58394308152
Equities,TROW,T. Rowe Price,,101.64,3701.4029716486853,5160.982054173608,376210.59803837235
Equities,AMD,AMD,,63.36,250646.65915063504,-455040.67518954974,15880972.323784236
Equities,ULTA,Ulta Beauty,,401.19,346337.3842228505,-596290.0514554378,138947095.17636538
Equities,XOM,ExxonMobil,,84.5,353513.0954077542,-161816.1768212893,29871856.56195523
Equities,ABC,AmerisourceBergen,,133.77,160023.89183821072,-169245.69055771673,21406396.01119745
Equities,NI,NiSource,,24.29,344348.13077538915,127641.50803719697,8364216.096534202
Equities,T,AT&T,,14.4,344787.82488206634,67584.36645863736,4964944.678301755
Equities,CEG,Constellation Energy,,82.26,140227.8726359146,8708.769917179163,11535144.803030334
Government Bond,DE0001030567,DEUTSCHLAND I/L BOND 0.1 % 4/15/2026 REGS,DE0001030567,121.32,5652.384231023419,-113.75687782561641,685747.2549077611
Government Bond,IT0004735152,BUONI POLIENNALI DEL TES 3.1% 09/15/2026 144A,IT0004735152,140.33,5175.311741048998,1.6300601924103715,726251.4966214059
Government Bond,FR0000188799,FRANCE (GOVT OF) 3.15 % 07/25/2032 REGS ,FR0000188799,209.01,3433.755913306326,-118.33378903171476,717689.3234401551
Government Bond,DK0009923807,KINGDOM OF DENMARK 0.5 % 11/15/2029 144A ,DK0009923807,104.48,95024.59179390557,-460.9330770519975,9928169.350627255
Government Bond,US912810FS25,TSY INFL IX N/B 2% 01/15/2026,US912810FS25,161.35,6314.5899273792575,263.8675697316686,1018859.0847826431
Government Bond,US912810FQ68,TSY INFL IX N/B 3.375% 04/15/2032,US912810FQ68,231.9,1559.0636378027416,82.03438094200769,361546.8576064558
Government Bond,GB00B3MYD345,UNITED KINGDOM I/L GILT 0.625% 11/22/2042 REGS,GB00B3MYD345,272.56,4255.73396449122,-26.475764295221467,1159942.849361727
Government Bond,MX0MG00000H9,MEX BONOS DESARR FIX RT 8.5 % 05/31/2029 ,MX0MG00000H9,105.93,3549872.203451754,-11202.261511593526,376037962.5116443
Government Bond,IT0003745541,BUONI POLIENNALI DEL TES 2.4% 09/15/2035 144A,IT0003745541,179.07,5129.836666683797,268.26472982910775,918599.8519030676
Government Bond,JP1103571L10,JAPAN (10 YEAR ISSUE) 0.1 % 12/20/2029 ,JP1103571L10,100.98,6045711.766446793,-6116.923714164178,610495974.1757972
Government Bond,GB00BL68HJ26,UNITED KINGDOM GILT 0.125% 01/30/2026 REGS,GB00BL68HJ26,97.27,22687.31679746718,950.6727618284847,2206795.304889633
Government Bond,CA135087YK42,CANADIAN GOVERNMENT RRB 2.0% 12/01/2041,CA135087YK42,186.73,2439.0951310383102,54.404678965338746,455452.23381878366
Government Bond,ES00000128E2,BONOS Y OBLIG DEL ESTADO 3.5% 07/30/2066 144A,ES00000128E2,150.31,2342.735698954318,-76.87286331163983,352136.6029098236
Government Bond,CND100045210,CHINA GOVERNMENT BOND 3.0% 03/11/2026,CND100045210,101.86,34702.27855278608,-181.06426168350256,3534774.0933867902
Government Bond,CA135087VS05,CANADIAN GOVERNMENT RRB 4.3% 12/01/2026,CA135087VS05,206.27,1768.0537451698792,300.28072709621676,364696.446016191
Government Bond,DE0001030559,DEUTSCHLAND I/L BOND 0.5 % 4/15/2030 REGS,DE0001030559,135.85,6611.135988336184,395.2484912499676,898122.8240154706
Government Bond,BE0000304130,BELGIUM KINGDOM 5% 3/28/2035 144A,BE0000304130,160.19,4380.037597980731,-9.664748227307857,701638.2228205333
Government Bond,US912810SM18,TSY INFL IX N/B 0.25% 02/15/2050 ,US912810SM18,130.26,4393.064194353613,0.0,572240.5419565015
Government Bond,CA135087WV25,CANADIAN GOVERNMENT RRB 4.0% 12/01/2031,CA135087WV25,230.37,1624.3443205048407,-111.61876193610232,374200.2011147002
Government Bond,ES0000012B39,BONOS Y OBLIG DEL ESTADO 1.4% 04/30/2028 144A,ES0000012B39,108.02,30181.344672535466,1425.8902994898574,3260188.851527281
CASH,USDCURR,CASH,,,,,152117299.42050856
