FINANCIAL TYPE,SYMBOL,SECURITY NAME,SEDOL,PRICE,QUANTITY,REALISED P/L,MARKET VALUE
Equities,ALL,FIN-Allstate,,131.9,222959.0745351243,21172.05050068696,29408301.931182895
Equities,ALB,FIN-Albemarle Corporation,,276.54,161698.32295318888,-30684.177892262418,44716054.22947486
Equities,AKAM,FIN-Akamai,,94.86,43050.58757612927,8400.84680362962,4083778.7374716224
Equities,MTD,FIN-Mettler Toledo,,1469.56,86537.67809853815,-297935.53955695353,127172310.22648771
Equities,CARR,FIN-Carrier Global,,43.75,9231.134289581412,-0.0,403862.1251691868
Equities,SJM,FIN-J.M. Smucker Company (The),,150.85,95451.88799315403,-27828.9307247648,14398917.303767284
Equities,VZ,FIN-Verizon,,37.09,183295.8586798405,-44764.717245428365,6798443.398435284
Equities,VMC,FIN-Vulcan Materials Company,,182.14,209830.42168440166,-394647.6164216361,38218513.00559691
Equities,STZ,FIN-Constellation Brands,,254.62,66772.33318191752,104055.55651340561,17001571.47477984
Equities,KEYS,FIN-Keysight,,180.89,249562.8281635148,39886.65456351141,45143419.986498185
Equities,HRL,FIN-Hormel Foods,,46.08,137721.50392725272,-1487.3922424143427,6346206.900967805
Equities,ABC,FIN-AmerisourceBergen,,169.24,18159.281270522868,-2134.336945413327,3073276.7622232903
Equities,CRL,FIN-Charles River Laboratories,,228.57,234257.84567887578,-326886.6572582304,53544315.786820635
Equities,FTV,FIN-Fortive,,67.4,155296.66459159792,-90280.01256386227,10466995.1934737
Equities,WHR,FIN-Whirlpool Corporation,,140.89,124838.52314850567,-6613.514443935206,17588499.526392963
Equities,COP,FIN-ConocoPhillips,,119.61,58853.26423813408,1457.6213065355696,7039438.935523217
Equities,AON,FIN-Aon,,306.58,170758.17127650866,-132212.24792391818,52351040.149952024
Equities,TMO,FIN-Thermo Fisher Scientific,,559.19,195808.06348154743,730776.2937410236,109493911.01824652
Equities,CDNS,FIN-Cadence Design Systems,,172.04,187033.38938612016,-223054.16010041212,32177224.30998811
Equities,EG,FIN-Everest Re,,334.81,166318.75570799856,356188.50709730556,55685182.59859499
Equities,FMC,FIN-FMC Corporation,,128.69,202265.0578486086,-36825.587968812004,26029490.29453744
Equities,CSX,FIN-CSX,,32.46,213426.43736029856,103915.5753871981,6927822.156715292
Equities,MA,FIN-Mastercard,,354.75,48942.18156539086,-19783.12501018193,17362238.91032241
Equities,EPAM,FIN-EPAM Systems,,368.58,26714.34317136439,-20348.343958454912,9846372.606101487
Equities,LEN,FIN-Lennar,,86.94,179435.61563952267,109865.63916465404,15600132.4237001
Equities,ADSK,FIN-Autodesk,,201.95,83489.49712359256,-89167.87018566634,16860703.944109518
Equities,HII,FIN-Huntington Ingalls Industries,,227.95,84453.7950549826,96119.18579026646,19251242.582783286
Equities,XYL,FIN-Xylem Inc.,,111.63,90294.5063089609,-4511.162699298787,10079575.739269305
Equities,MPWR,FIN-Monolithic Power Systems,,379.62,53051.80773617337,447275.94290342904,20139527.252806135
Equities,JBHT,FIN-J.B. Hunt,,182.69,124143.15325562267,-50063.66344078352,22679712.668269705
Equities,MPC,FIN-Marathon Petroleum,,119.67,23779.390714318284,2926.326307758222,2845679.686782469
Equities,MAR,FIN-Marriott International,,164.04,213463.63041315554,-44399.43363495109,35016573.93297403
Equities,LLY,FIN-Eli Lilly and Company,,368.13,162786.8176420127,3206.997784684725,59926711.17855413
Equities,TXN,FIN-Texas Instruments,,176.57,127377.95923858465,-214503.71640568937,22491126.26275689
Equities,ITW,FIN-Illinois Tool Works,,223.69,168634.2912692377,-332305.17375810683,37721804.61401578
Equities,BBY,FIN-Best Buy,,82.39,80016.35871766666,-171736.30733266484,6592547.794748557
Equities,BEN,FIN-Franklin Templeton,,25.91,140554.85584966507,8249.683021175297,3641776.315064822
Equities,IQV,FIN-IQVIA,,218.02,135595.89209268687,-90328.0913882863,29562616.39404759
Equities,UAL,FIN-United Airlines Holdings,,44.17,205944.69604245893,44124.345239353424,9096577.224195411
Equities,MO,FIN-Altria,,43.77,87050.29897782665,-1079.7943183661926,3810191.5862594726
Equities,ZTS,FIN-Zoetis,,153.11,198215.38588941598,-50659.478004601195,30348757.733528484
Equities,INVH,FIN-Invitation Homes,,31.89,173380.9824806418,-18137.080893961578,5529119.5313076675
Equities,ON,FIN-ON Semiconductor,,75.2,240981.87132121628,777545.650561066,18121836.723355465
Equities,HD,FIN-Home Depot (The),,319.36,18171.98133735209,-40555.486264799525,5803403.959896763
Equities,PRU,FIN-Prudential Financial,,103.68,144330.48675643236,10313.773752789204,14964184.86690691
Equities,APTV,FIN-Aptiv,,106.67,136911.0087532425,-263732.556622366,14604297.303708376
Equities,VICI,FIN-Vici Properties,,32.97,166490.28907815946,35481.67761777978,5489184.830906917
Equities,ESS,FIN-Essex Property Trust,,213.49,153058.40151489756,15449.136489946995,32676438.13941548
Equities,TAP,FIN-Molson Coors Beverage Company,,53.95,44131.24780814287,-45566.12444953881,2380880.819249308
Equities,CPB,FIN-Campbell Soup Company,,52.54,106963.50895824462,-5874.296333304246,5619862.760666172
Equities,FANG,FIN-Diamondback Energy,,143.28,42602.20924268467,-67266.64617266011,6104044.54029186
Equities,K,FIN-Kellogg's,,71.67,171168.77928133128,-46734.88521008258,12267666.411093013
Equities,DLTR,FIN-Dollar Tree,,150.29,45837.510033445185,100360.90090286931,6888919.382926476
Equities,CVX,FIN-Chevron Corporation,,178.23,53716.74694944608,14834.956310008114,9573935.808799775
Equities,DFS,FIN-Discover Financial,,106.18,84824.90090388838,88951.84534761947,9006707.97797487
Government Bond,IT0005387052,FIN-BUONI POLIENNALI DEL TES 0.4% 05/15/2030 144A,BK5MSX9,114.77,3282.979630146677,-141.6881841358051,376787.57215193415
Government Bond,JP1300521G93,FIN-JAPAN (30 YEAR ISSUE) 0.5 % 09/20/2046 ,BD8CPW5,97.96,7503262.048359485,204877.35707828385,735019550.2572951
Government Bond,SE0008014062,FIN-SWEDEN I/L BOND 0.125 % 06/01/2026,BDCRN33,122.65,7997.257106863398,12.235897495786887,980863.5841567958
Government Bond,US9128285W63,FIN-TSY INFL IX N/B 0.875% 01/15/2029,BJB9TW3,127.06,13007.775462544729,-37.98079239237392,1652767.9502709333
Government Bond,US9128282L36,FIN-TSY INFL IX N/B 0.375% 07/15/2027 ,BYZ6DQ7,125.9,14145.870925936253,-87.1497728178187,1780965.1495753743
Government Bond,IT0005024234,FIN-BUONI POLIENNALI DEL TES 3.5% 03/01/2030 144A,BMNDJV3,121.08,20719.995927007585,295.7901615579689,2508777.1068420783
Government Bond,FR0000188799,FIN-FRANCE (GOVT OF) 3.15 % 07/25/2032 REGS ,7453317,210.21,3429.0353208931206,-554.2973101919373,720817.5148049429
Government Bond,NL0011819040,FIN-NETHERLANDS GOVERNMENT 0.5 % 07/15/2026 144A ,BZ571P2,104.55,30115.284293127894,8.281555295693204,3148552.972846521
Government Bond,FR0013238268,FIN-FRANCE (GOVT OF) 0.1% 03/01/2028 REGS,BDCKIW3,120.23,4698.484857926289,65.77299516001744,564898.8344684778
Government Bond,GB00BBJNQY21,FIN-UNITED KINGDOM GILT 3.5% 07/22/2068 REGS,BBJNQY2,197.17,7693.430041207362,192.10052589643198,1516913.6012248555
Government Bond,GB00B7RN0G65,FIN-UNITED KINGDOM I/L GILT 0.125% 03/22/2044 REGS,B7RN0G6,225.98,5663.63884670069,58.7621973719331,1279869.1065774218
Government Bond,US912810FH69,FIN-TSY INFL IX N/B 3.875% 04/15/2029,2407096,235.02,5846.725311985388,-20.246861651470166,1374097.3828228058
Government Bond,DE0001030559,FIN-DEUTSCHLAND I/L BOND 0.5 % 4/15/2030 REGS,BLM7VX5,136.43,7411.635458413822,441.0693640621448,1011169.4255913977
Government Bond,GB00BYMWG366,FIN-UNITED KINGDOM I/L GILT 0.125% 03/22/2046 REGS,BYMWG36,220.95,4291.53398812238,-405.89339395649404,948214.4346756398
Government Bond,GB0008932666,FIN-UNITED KINGDOM I/L GILT 4.125% 07/22/2030 REGS,893266,387.65,1354.1422596901907,115.51924490248147,524933.2469689024
Government Bond,US912810FS25,FIN-TSY INFL IX N/B 2% 01/15/2026,BZ56W67,161.72,7296.931595936714,164.10740313036428,1180059.7776948854
Government Bond,SE0007045745,FIN-SWEDEN I/L BOND 0.125 % 06/01/2032 144A ,BX3JD83,139.27,6312.890101049261,-448.4461565684413,879196.2043731306
Government Bond,ES00000128E2,FIN-BONOS Y OBLIG DEL ESTADO 3.5% 07/30/2066 144A,BYZK819,151.11,2338.4885489082,-164.7713935855896,353369.0046255181
Government Bond,FR0013209871,FIN-FRANCE (GOVT OF) 0.1% 07/25/2047 0.0% 144A,BYX4Z34,152.65,3767.0125674020283,457.7940135906829,575034.4684139197
CASH,USDCURR,FIN-CASH,,,,,95515024.26038322
