FINANCIAL TYPE,SYMBOL,SECURITY NAME,ISIN,PRICE,QUANTITY,REALISED P/L,MARKET VALUE
Equities,HRL,SEC-Hormel Foods,,39.94,15092.953624852622,-2420.3809572117802,602812.5677766136
Equities,CTSH,SEC-Cognizant,,65.01,46967.047345352985,-12206.878717943913,3053327.747921398
Equities,MRNA,SEC-Moderna,,121.5,36818.44310451162,23679.636891036458,4473440.837198162
Equities,PANW,SEC-Palo Alto Networks,,255.51,38758.83081438691,-27475.37195954226,9903268.861383999
Equities,LVS,SEC-Las Vegas Sands,,57.8,21961.56278974533,96.45280954954686,1269378.32924728
Equities,CB,SEC-Chubb Limited,,192.56,28119.733684703322,32166.225073743684,5414735.918326472
Equities,AAP,SEC-Advance Auto Parts,,70.05,3607.0203127399905,895.6216687572282,252671.77290743633
Equities,ROL,"SEC-Rollins, Inc.",,42.69,5811.930040164708,-249.18849398000475,248111.29341463136
Equities,DD,SEC-DuPont,,71.11,53520.50238847585,58680.324501152034,3805842.9248445174
Equities,DGX,SEC-Quest Diagnostics,,139.84,58970.663196117144,12815.36029772844,8246457.541345022
Equities,TFX,SEC-Teleflex,,241.67,8499.478534877031,-10739.929661214515,2054068.977523732
Equities,MGM,SEC-MGM Resorts,,43.92,75215.20491074327,69828.32673898683,3303451.7996798446
Equities,IPG,SEC-Interpublic Group of Companies (The),,38.58,72130.96332239636,1666.7824906805706,2782812.5649780515
Equities,STX,SEC-Seagate Technology,,61.87,35812.426061567225,9574.713771216917,2215714.800429164
Equities,CPT,SEC-Camden Property Trust,,108.87,69255.84521483195,-1867.3623659551472,7539883.868538755
Equities,HPE,SEC-Hewlett Packard Enterprise,,16.8,72561.3811746147,18968.962612056595,1219031.2037335269
Equities,NTRS,SEC-Northern Trust,,74.14,7230.588240358413,-2761.5091386037416,536075.8121401727
Equities,NTAP,SEC-NetApp,,75.9,5002.415923901696,11672.354784294746,379683.36862413876
Equities,KR,SEC-Kroger,,46.72,57071.28479267972,-5531.130205805541,2666370.4255139963
Equities,VTRS,SEC-Viatris,,9.87,47535.631786293605,2149.6610784737168,469176.68573071784
Equities,CFG,SEC-Citizens Financial Group,,25.74,38966.93505802111,1098.9774663828143,1003008.9083934634
Equities,ADBE,SEC-Adobe Inc.,,488.99,27962.711208737328,108982.59158935392,13673486.153960466
Equities,CHTR,SEC-Charter Communications,,367.37,30039.01719009597,5449.327431385755,11035433.745125556
Equities,ATO,SEC-Atmos Energy,,115.6,42989.56430676578,-5274.192511742127,4969593.633862124
Equities,AMT,SEC-American Tower,,193.94,37272.54323164657,-22898.061863662188,7228637.034345535
Equities,REG,SEC-Regency Centers,,61.77,4387.3662600234475,-246.86523283312852,271007.61388164834
Equities,PHM,SEC-PulteGroup,,77.68,9126.369336213578,-2428.3624834099082,708936.3700370708
Equities,WMT,SEC-Walmart,,156.62,74329.48782886256,91621.98519732952,11641484.383756455
Equities,SPG,SEC-Simon Property Group,,115.48,26257.647369868726,-49124.61650499502,3032233.1182724405
Equities,RJF,SEC-Raymond James,,103.77,86048.31682936383,-75185.41470732697,8929233.837383084
Equities,RTX,SEC-RTX Corporation,,97.28,45828.64938338113,-2417.120897215331,4458211.012015317
Equities,META,SEC-Meta Platforms,,286.98,84726.93582170729,331865.24926667777,24314936.042113557
Equities,AJG,SEC-Arthur J. Gallagher & Co.,,219.57,2416.6712337675535,-6241.052861653454,530628.5027983417
Equities,NEM,SEC-Newmont,,42.66,65072.77604791814,21343.977024021548,2776004.6262041875
Equities,LYV,SEC-Live Nation Entertainment,,91.11,87102.92750223202,-21396.875432018307,7935947.72472836
Equities,AOS,SEC-A. O. Smith,,72.18,14094.430972704618,3930.4032756042016,1017336.0276098194
Equities,ABC,SEC-AmerisourceBergen,,191.93,90628.46879823366,-89324.204979156,17394322.01644499
Equities,PFE,SEC-Pfizer,,36.28,71091.0116779259,19730.58457337435,2579181.9036751515
Equities,TRV,SEC-Travelers Companies (The),,173.66,62840.64669312092,-27523.923620877496,10912906.70472738
Equities,LH,SEC-LabCorp,,206.63,80661.82836592868,-264376.80023784685,16667153.595251843
Equities,PNW,SEC-Pinnacle West,,80.62,66746.60326594736,30432.30483255262,5381111.155300676
Equities,KMI,SEC-Kinder Morgan,,16.95,303.16309649562453,-60.34483469254351,5138.614485600836
Equities,PRU,SEC-Prudential Financial,,87.03,46760.9815760154,-76593.09362500435,4069608.2265606206
Equities,LIN,SEC-Linde plc,,381.08,72198.05310880566,-141881.31841953745,27513234.07870366
Equities,ALGN,SEC-Align Technology,,353.64,36650.08910966149,176363.31924263452,12960937.512740688
Equities,WHR,SEC-Whirlpool Corporation,,146.87,2390.2909781642556,-3854.814850031885,351062.03596298426
Government Bond,FR0013410552,SEC-FRANCE (GOVT OF) 0.1% 03/01/2029 0.0% REGS,FR0013410552,120.11,3135.307878726242,-80.01798515687423,376581.82931380894
