FINANCIAL TYPE,SYMBOL,SECURITY NAME,SEDOL,PRICE,QUANTITY,REALISED P/L,MARKET VALUE
Equities,TJX,TJX Companies,,79.11,37548.173127612026,12225.847713266476,2970435.9761253875
Equities,SYY,Sysco,,84.84,174616.7488897488,-307.08880340767496,14814484.975806288
Equities,PNR,Pentair,,45.23,306149.28678681346,53681.79179708227,13847132.241367573
Equities,AXP,American Express,,155.93,318087.87829544954,-528504.7466171809,49599442.862609446
Equities,COP,ConocoPhillips,,119.61,265010.7803252355,-112923.27288820437,31697939.43470142
Equities,DGX,Quest Diagnostics,,149.64,201631.80770824364,68293.27960890764,30172183.705461577
Equities,WYNN,Wynn Resorts,,83.25,75011.53024768722,-317941.6656257408,6244709.893119961
Equities,STT,State Street Corporation,,77.69,106020.00942104132,-35294.113882537684,8236694.5319207
Equities,META,Meta Platforms,,118.1,298827.682076507,-786453.771473104,35291549.253235474
Equities,ANSS,Ansys,,254.3,264495.5547272133,1127467.4166057687,67261219.56713034
Equities,MHK,Mohawk Industries,,101.33,194795.78519034028,189875.3174337003,19738656.91333718
Equities,GOOG,Alphabet Inc. (Class C),,101.45,85356.1293758736,16331.51213780079,8659379.325182376
Equities,TEL,TE Connectivity,,124.41,10705.383637857984,-4241.222347028384,1331856.7783859116
Equities,NWL,Newell Brands,,12.66,97841.38326144483,2633.7110967207336,1238671.9120898915
Equities,MMC,Marsh McLennan,,171.36,126092.28726438501,-351298.3455928346,21607174.345625017
Equities,SO,Southern Company,,65.63,260440.42123254182,-37891.48807155171,17092704.84549172
Equities,CRL,Charles River Laboratories,,228.57,269830.10182811203,244300.48355952295,61675066.37485156
Equities,GWW,W. W. Grainger,,598.25,30270.453316727646,-117235.97698486723,18109298.696732312
Equities,QRVO,Qorvo,,99.25,271979.7234519653,586459.920164148,26993987.55260756
Equities,MCO,Moody's Corporation,,296.06,171188.45210749505,-398332.30302604614,50682053.13094498
Equities,EBAY,eBay,,44.92,167778.30004327153,82613.22821870504,7536601.237943757
Equities,REGN,Regeneron,,751.7,173993.07695373168,-56483.346810211,130790595.94612011
Equities,AVY,Avery Dennison,,190.84,150348.5050019057,533125.3359859742,28692508.694563683
Equities,BK,BNY Mellon,,44.73,202312.34012692538,22320.59829387778,9049430.973877372
Equities,IFF,International Flavors & Fragrances,,102.89,230347.19539424934,-306784.08818650566,23700422.934114315
Equities,CPRT,Copart,,33.28,120866.18650148112,96242.6226178849,4022426.6867692918
Equities,LEN,Lennar,,86.94,295734.00765234634,-104700.8040262041,25711114.62529499
Equities,TPR,"Tapestry, Inc.",,36.94,232345.8571837927,83230.45456011826,8582855.9643693
Equities,ACGL,Arch Capital Group,,59.91,188821.10931614117,15127.103732268895,11312272.659130016
Equities,HAL,Halliburton,,37.41,49759.990332168985,-7261.2102273277205,1861521.2383264415
Equities,PTC,PTC,,127.21,25166.301937794648,-19711.24015155991,3201405.269506857
Equities,ROK,Rockwell Automation,,260.99,258101.4404873843,68575.35612949186,67361894.95280243
Equities,LLY,Eli Lilly and Company,,368.13,57045.727576601625,-62410.213462250846,21000243.692774355
Equities,LYV,Live Nation Entertainment,,72.76,25277.702067096754,-1647.5825941670678,1839205.60240196
Equities,AZO,AutoZone,,2579.0,265831.7233235585,2189757.2126735053,685580014.4514574
Equities,EW,Edwards Lifesciences,,77.25,230024.493693932,-11913.547578052476,17769392.137856245
Equities,CAG,Conagra Brands,,36.92,138244.1847024234,-36993.61990818459,5103975.299213472
Equities,CPB,Campbell Soup Company,,52.54,143761.0229239983,26971.806874352988,7553204.144426871
Equities,ENPH,Enphase,,320.59,90300.88151676161,-13096.335286141091,28949559.605458602
Equities,DRI,Darden Restaurants,,143.47,173418.9865146577,-47938.45052851393,24880421.99525794
Equities,IEX,IDEX Corporation,,235.46,294588.99155059917,856639.3552859839,69363923.95050408
Equities,ARE,Alexandria Real Estate Equities,,151.1,194086.87527659957,-118523.23923656691,29326526.854294196
