FINANCIAL TYPE,SYMBOL,SECURITY NAME,SEDOL,PRICE,QUANTITY,REALISED P/L,MARKET VALUE
Equities,HSIC,Henry Schein,,79.87,8407.669440494119,-342.1037112551317,671520.5582122654
Equities,JNPR,Juniper Networks,,31.5,9048.094171526496,328.18260785341494,285014.96640308463
Equities,CRL,Charles River Laboratories,,217.9,9487.70691102435,10239.261748484907,2067371.335912206
Equities,ACN,Accenture,,263.76,3906.0784342195657,13691.898796215311,1030267.2478097526
Equities,LEN,Lennar,,89.58,3601.5520067201096,-1135.9844270249318,322627.0287619874
Equities,CTSH,Cognizant,,56.44,799.7029708004233,557.241282163184,45135.23567197589
Equities,COF,Capital One,,91.38,9071.942927754995,6648.725381647528,828994.1447382515
Equities,PG,Procter & Gamble,,148.74,7863.925794714407,-3849.2868759221756,1169680.322705821
Equities,APTV,Aptiv,,93.13,5516.898994266744,-9847.512609806436,513788.8033360618
Equities,ROL,"Rollins, Inc.",,36.18,7239.067058247487,2166.754458591461,261909.44616739408
Equities,SWKS,Skyworks Solutions,,90.06,832.1909872832538,377.22215425967255,74947.12031472984
Equities,PNW,Pinnacle West,,73.57,7466.779700492953,1472.6457041784547,549330.9825652665
Equities,RSG,Republic Services,,128.1,6170.460864976263,-8673.530763770075,790436.0368034593
Equities,ADP,ADP,,236.14,3672.658482750934,14699.604035277918,867261.5741168056
Equities,SPGI,S&P Global,,332.45,1258.346737900566,-1672.332559504763,418337.37301504315
Equities,CTAS,Cintas,,448.13,6280.938778888086,4329.838647573862,2814677.0949831177
Equities,WHR,Whirlpool Corporation,,136.01,2309.377883797476,-1160.8926837396743,314098.48597529466
Equities,LYB,LyondellBasell,,79.82,8246.951879310775,195.68274311125518,658271.699006586
Equities,WST,West Pharmaceutical Services,,234.94,6713.334920734231,143.95812927769828,1577230.9062773
Equities,TROW,T. Rowe Price,,106.64,9104.807433404329,18418.088579469633,970936.6646982376
Equities,KMB,Kimberly-Clark,,133.28,1047.3995247333078,-44.64561797455957,139597.40865645526
Equities,ARE,Alexandria Real Estate Equities,,142.65,2161.53092128844,-805.1870519337109,308342.38592179597
Equities,APD,Air Products and Chemicals,,304.51,5937.680611914431,-277.8436740582972,1808083.1231340633
Equities,ALK,Alaska Air Group,,42.94,6573.424216584553,-4017.50590045398,282262.8358601407
Equities,CARR,Carrier Global,,40.91,4693.087389760058,707.1106245312136,191994.20511508395
Equities,HSY,Hershey's,,228.42,8292.903548199216,6464.578866315088,1894265.0284796648
Equities,ICE,Intercontinental Exchange,,101.75,6850.540233705151,255.38659504086974,697042.4687794991
Equities,CLX,Clorox,,137.16,2227.1100032730114,-912.8776133084206,305470.40804892627
Equities,AAL,American Airlines Group,,12.72,7736.552512985496,1846.1291211089995,98408.94796517551
Equities,FOX,Fox Corporation (Class B),,28.23,9524.959347932825,-1877.834673160376,268889.6023921436
Equities,TPR,"Tapestry, Inc.",,37.55,5179.238188352586,95.76551690793671,194480.39397263958
Equities,PKG,Packaging Corporation of America,,125.49,9938.757591306283,10165.676774303993,1247214.6901330254
Equities,WM,Waste Management,,155.47,8787.673616470864,3032.4419868770224,1366219.617152725
Equities,LIN,Linde plc,,323.79,7169.736411648038,6652.1887488029915,2321488.952727518
Equities,ETR,Entergy,,110.24,711.0747555958518,353.70424205094304,78388.8810568867
Equities,GPN,Global Payments,,98.82,8865.370318796737,1107.1780081437205,876075.8949034935
Equities,JNJ,Johnson & Johnson,,172.82,5465.183376192033,-638.3150589949549,944492.9910735071
Equities,EQR,Equity Residential,,57.69,2339.4636994922726,-928.2173811977009,134963.6608237092
Equities,EIX,Edison International,,62.28,9289.450381354487,-264.8671253353962,578546.9697507574
Equities,LLY,Eli Lilly and Company,,362.94,2174.9112796306663,-1349.7151612023865,789362.299829154
Equities,AOS,A. O. Smith,,56.23,7038.821466343981,2325.0318368938774,395792.93105252204
Equities,AON,Aon,,298.48,6458.555039651053,-1967.1025867717462,1927749.5082350466
Equities,ECL,Ecolab,,144.64,629.173368950283,-332.86556668506483,91003.63608496892
Equities,RF,Regions Financial Corporation,,21.11,4876.9507052769295,636.9022250918164,102952.42938839598
Equities,FE,FirstEnergy,,40.68,3185.7480423003312,77.48346952360941,129596.23036077747
Equities,FICO,Fair Isaac,,598.58,4456.858762474072,2091.87376196062,2667786.5180417304
Equities,HCA,HCA Healthcare,,238.87,2461.999262019761,180.64283385011692,588097.7637186603
Equities,CBOE,Cboe Global Markets,,124.51,7825.110761176824,-2773.092593476495,974304.5408741264
