FINANCIAL TYPE,SYMBOL,SECURITY NAME,ISIN,PRICE,QUANTITY,REALISED P/L,MARKET VALUE
Equities,HRL,SEC-Hormel Foods,,40.15,14716.915072252887,1029.4055377417762,590884.1401509534
Equities,CTSH,SEC-Cognizant,,70.47,46386.23205863265,-6250.501789569487,3268837.773171843
Equities,MRNA,SEC-Moderna,,106.01,36149.34389420979,6914.924500014011,3832191.9462251803
Equities,PANW,SEC-Palo Alto Networks,,218.88,38912.315937897,41143.9896337331,8517127.712486895
Equities,LVS,SEC-Las Vegas Sands,,54.13,22831.661561206372,23981.675828912645,1235877.840308101
Equities,CB,SEC-Chubb Limited,,202.58,28618.500380984762,3455.016080851259,5797535.807179893
Equities,AAP,SEC-Advance Auto Parts,,62.71,3667.455080122091,3865.522835601766,229986.10807445634
Equities,ROL,"SEC-Rollins, Inc.",,41.0,5695.737005257456,-231.5317092637129,233525.2172155557
Equities,DD,SEC-DuPont,,74.1,56796.930134405426,29401.250528835717,4208652.522959442
Equities,DGX,SEC-Quest Diagnostics,,127.19,59307.97073708113,-4897.356555961685,7543380.798049348
Equities,TFX,SEC-Teleflex,,220.07,8382.80585895881,30426.890884641492,1844804.0853810655
Equities,MGM,SEC-MGM Resorts,,43.26,78935.36054694558,95838.47934719537,3414743.6972608655
Equities,IPG,SEC-Interpublic Group of Companies (The),,31.17,70609.30221509705,-14874.23732385072,2200891.950044575
Equities,STX,SEC-Seagate Technology,,66.86,35612.65558049861,3116.4195046704185,2381062.152112137
Equities,CPT,SEC-Camden Property Trust,,111.66,70695.48770925555,-24844.612960528608,7893858.157615475
Equities,HPE,SEC-Hewlett Packard Enterprise,,16.6,72058.74737268232,3323.9391858223653,1196175.2063865266
Equities,NTRS,SEC-Northern Trust,,67.43,6983.812940214838,-16616.53929170849,470918.50655868655
Equities,NTAP,SEC-NetApp,,75.29,5237.859705161129,2148.5519086358595,394358.4572015814
Equities,KR,SEC-Kroger,,47.86,57025.71889663766,3516.548027046042,2729250.9063930786
Equities,VTRS,SEC-Viatris,,10.64,48226.76450553682,-387.98760928550496,513132.7743389118
Equities,CFG,SEC-Citizens Financial Group,,26.86,39142.303802656665,27946.763145122575,1051362.280139358
Equities,ADBE,SEC-Adobe Inc.,,520.17,27066.382069488922,-171736.66307999517,14079119.961086052
Equities,CHTR,SEC-Charter Communications,,459.12,28658.25062976882,338260.04505888594,13157576.029139461
Equities,ATO,SEC-Atmos Energy,,116.85,42091.37655859986,-261.15553720362607,4918377.350872394
Equities,AMT,SEC-American Tower,,173.49,36205.70171299866,7190.214458260303,6281327.190188139
Equities,REG,SEC-Regency Centers,,61.11,4504.728419894936,-993.7562196015062,275283.95373977954
Equities,PHM,SEC-PulteGroup,,80.79,9000.463570834203,-1974.9218626650586,727147.4518876954
Equities,WMT,SEC-Walmart,,157.67,72574.96101073777,-20956.187266653218,11442894.102563024
Equities,SPG,SEC-Simon Property Group,,113.56,25136.18673109672,-7115.474397725834,2854465.3651833436
Equities,RJF,SEC-Raymond James,,95.86,87609.81811813675,-132637.75779556367,8398277.164804589
Equities,RTX,SEC-RTX Corporation,,83.1,46702.19557460852,33236.10931505518,3880952.452249968
Equities,META,SEC-Meta Platforms,,326.12,85743.62487714575,-15740.738787729708,27962710.94493477
Equities,AJG,SEC-Arthur J. Gallagher & Co.,,230.61,2459.1194632383144,-9820.146076529785,567097.5394173877
Equities,NEM,SEC-Newmont,,37.75,68373.66548540714,6537.225190414163,2581105.8720741193
Equities,LYV,SEC-Live Nation Entertainment,,86.59,86864.54591978042,4444.1137871336905,7521601.031193786
Equities,AOS,SEC-A. O. Smith,,71.45,13418.736698501969,-311.92254045843646,958768.7371079657
Equities,ABC,SEC-AmerisourceBergen,,179.54,89047.27225044782,17490.981812074846,15987547.2598454
Equities,PFE,SEC-Pfizer,,35.48,69526.42270014486,5124.727379455126,2466797.477401139
Equities,TRV,SEC-Travelers Companies (The),,163.68,64346.839377816475,20714.598084940335,10532290.669361
Equities,LH,SEC-LabCorp,,209.15,80324.1011390801,13073.970739817543,16799785.753238603
Equities,PNW,SEC-Pinnacle West,,78.37,69063.6290796861,1356.6795883076775,5412516.610975
Equities,KMI,SEC-Kinder Morgan,,17.35,300.0754074875112,5.395961373401739,5206.308319908319
Equities,PRU,SEC-Prudential Financial,,94.4,45966.93588235615,-182.35351685779565,4339278.74729442
Equities,LIN,SEC-Linde plc,,387.95,73322.90121221764,35955.01733861604,28445619.52527983
