FINANCIAL TYPE,SYMBOL,SECURITY NAME,ISIN,PRICE,QUANTITY,REALISED P/L,MARKET VALUE
Equities,FICO,Fair Isaac,,449.4,81896.52907660243,95261.46467157731,36804300.16702513
Equities,CI,Cigna,,278.86,63469.810034366885,-53545.436320360895,17699191.22618355
Equities,DFS,Discover Financial,,97.92,32076.140555002617,16437.324894895555,3140895.6831458565
Equities,NFLX,Netflix,,223.56,60739.92573181347,-34494.48813440416,13579017.79660422
Equities,PRU,Prudential Financial,,90.87,36170.96700883274,20537.000990276447,3286855.772092631
Equities,HIG,Hartford (The),,63.21,99640.77704319962,-10378.00130898691,6298293.516900648
Equities,RF,Regions Financial Corporation,,20.83,103735.60349702975,223.61525134283693,2160812.6208431297
Equities,PFE,Pfizer,,43.48,180854.8350441637,-7206.961744602476,7863568.227720236
Equities,SO,Southern Company,,74.0,99640.77704319962,18550.726961578115,7373417.501196772
Equities,TMO,Thermo Fisher Scientific,,544.03,184949.66149799383,288005.74388301466,100618164.34475358
Equities,ON,ON Semiconductor,,68.77,182902.24827107874,-8865.548453474888,12578187.613602085
Equities,WHR,Whirlpool Corporation,,148.8,21156.60334478896,-9219.345122814484,3148102.5777045977
Equities,K,Kellogg's,,70.88,147413.75233788436,6041.922848752156,10448686.765709244
Equities,A,Agilent Technologies,,127.39,167887.88460703497,-33368.35437924087,21387237.620090183
Equities,LYB,LyondellBasell,,78.72,3412.355378191768,1338.5973430326812,268620.61537125596
Equities,CLX,Clorox,,139.88,27981.314101172495,-3980.2046478606517,3914026.2164720083
Equities,CNC,Centene Corporation,,89.74,109195.37210213658,-823.6605393853089,9799192.692445736
Equities,ATO,Atmos Energy,,110.54,49137.91744596146,-2678.773442043912,5431705.3944765795
Equities,LUV,Southwest Airlines,,36.13,204058.85161586772,-44169.27022488552,7372646.308881301
Equities,ZTS,Zoetis,,155.16,192456.84333001572,140282.16800391665,29861603.81108524
Equities,PGR,Progressive Corporation,,122.28,83261.47122787914,-902.9789984192796,10181212.701745061
Equities,CHTR,Charter Communications,,412.63,2729.8843025534143,-8965.140245052367,1126432.1597626153
Equities,NTAP,NetApp,,69.99,119432.43823671188,38831.532418422954,8359076.352187464
Equities,FTNT,Fortinet,,48.69,129669.50437128718,24110.085603393865,6313608.167837973
Equities,MSFT,Microsoft,,258.97,171982.7110608651,-29924.063625961815,44538362.683432244
Equities,MO,Altria,,41.47,105783.0167239448,13995.02671006659,4386821.703541991
Equities,NVDA,Nvidia,,150.82,180172.36396852534,90827.57507601284,27173595.93373299
Equities,FFIV,"F5, Inc.",,157.06,197916.61193512252,-103018.86064263382,31084783.070530344
Equities,IDXX,Idexx Laboratories,,347.62,79166.64477404901,82983.01719646835,27519909.056354918
Equities,INTC,Intel,,30.88,87356.29768170926,-9787.662275179398,2697562.472411182
Equities,SYK,Stryker Corporation,,202.82,85308.8844547942,126208.24196589222,17302347.94512136
Equities,VLO,Valero Energy,,113.5,36170.96700883274,-11170.319290144069,4105404.755502516
Equities,NOC,Northrop Grumman,,470.58,157650.81847245968,279311.8586753321,74187322.15677008
Equities,DHI,D.R. Horton,,70.46,29346.256252449202,-1105.972942971105,2067737.2155475707
Equities,ANSS,Ansys,,248.3,40265.79346266286,15566.899856324033,9997996.51677919
Equities,TJX,TJX Companies,,61.36,123527.264690542,-26087.772217748014,7579632.961411657
Equities,EMR,Emerson Electric,,79.84,9554.59505893695,-3435.2549930634937,762838.869505526
Equities,MLM,Martin Marietta Materials,,345.86,167205.41353139663,-69200.0592406492,57829664.32396884
Equities,DHR,Danaher Corporation,,268.79,165158.00030448157,553.3484746194617,44392818.9018416
Equities,EA,Electronic Arts,,126.28,30028.727328087556,-2347.8698914144534,3792027.6869908967
Equities,SBUX,Starbucks,,82.32,102370.66134575303,9911.755734751645,8427152.841982389
Equities,MRNA,Moderna,,132.27,6824.710756383536,11471.921268654718,902704.4917468504
Equities,TROW,T. Rowe Price,,114.95,6824.710756383536,2234.954996068158,784500.5014462875
Equities,AMP,Ameriprise Financial,,263.69,21156.60334478896,13508.948050008206,5578784.735987401
Equities,ATVI,Activision Blizzard,,77.65,83943.94230351748,-5972.228206164321,6518247.119868133
Equities,JPM,JPMorgan Chase,,110.27,158333.28954809802,15258.981407622698,17459411.838468768
Equities,WY,Weyerhaeuser,,32.5,79166.64477404901,14856.505657596941,2572915.9551565927
Equities,GWW,W. W. Grainger,,548.91,7507.181832021889,27082.378071023504,4120767.1794151347
