FINANCIAL TYPE,SYMBOL,SECURITY NAME,SEDOL,PRICE,QUANTITY,REALISED P/L,MARKET VALUE
Equities,ALL,FIN-Allstate,,133.58,227136.24197040766,-35088.20645638041,30340859.20240706
Equities,ALB,FIN-Albemarle Corporation,,216.07,163875.31233083655,658212.7383317726,35408538.735323854
Equities,AKAM,FIN-Akamai,,84.3,43153.5075982258,5434.177166696709,3637840.6905304347
Equities,MTD,FIN-Mettler Toledo,,1445.45,90817.35321608592,515914.8354203863,131271943.20619139
Equities,CARR,FIN-Carrier Global,,40.91,8944.47563829331,-4070.552848291056,365918.49836257927
Equities,SJM,FIN-J.M. Smucker Company (The),,155.21,95226.2556370193,4918.785363736988,14780067.137421766
Equities,VZ,FIN-Verizon,,37.49,183097.1933487263,397.3306622283914,6864313.778643749
Equities,VMC,FIN-Vulcan Materials Company,,173.97,210803.29628429972,39741.927405835806,36673449.45457962
Equities,STZ,FIN-Constellation Brands,,229.3,68288.6716805465,191968.45392642816,15658592.416349312
Equities,KEYS,FIN-Keysight,,171.07,245321.6655862868,-208241.0825418937,41967177.33184608
Equities,HRL,FIN-Hormel Foods,,44.66,135710.76996991484,-14276.211097099002,6060842.986856396
Equities,ABC,FIN-AmerisourceBergen,,164.3,18331.639320347993,4257.243830680583,3011888.3403331754
Equities,CRL,FIN-Charles River Laboratories,,217.9,230365.6875355521,-207646.63694631818,50196683.31399681
Equities,FTV,FIN-Fortive,,64.11,149255.06137141195,-99384.37297205886,9568741.98452122
Equities,WHR,FIN-Whirlpool Corporation,,136.01,129128.50676185639,104675.60016575747,17562768.204680085
Equities,COP,FIN-ConocoPhillips,,114.97,56902.072152553956,-45267.65638545869,6542031.235379128
Equities,AON,FIN-Aon,,298.48,171027.34671891498,10901.605417456065,51048242.448661745
Equities,TMO,FIN-Thermo Fisher Scientific,,549.97,202341.01084568465,301168.8734867266,111281485.73480119
Equities,CDNS,FIN-Cadence Design Systems,,160.64,188095.24692178922,60525.87953313609,30215620.465516217
Equities,EG,FIN-Everest Re,,328.2,171066.4365349997,156910.85133238795,56144004.4707869
Equities,FMC,FIN-FMC Corporation,,123.51,208630.76017683893,164871.69030116516,25767985.189441375
Equities,CSX,FIN-CSX,,30.76,213753.01050733562,2775.871749815058,6575042.6032056445
