FINANCIAL TYPE,SYMBOL,SECURITY NAME,SEDOL,PRICE,QUANTITY,REALISED P/L,MARKET VALUE
Equities,POOL,X_Pool Corporation,,340.37,44092.61444564598,83352.76675863854,15007803.178864522
Equities,WHR,X_Whirlpool Corporation,,128.58,107197.83942530499,-68960.25958906203,13783498.193305718
Equities,AVGO,X_Broadcom Inc.,,638.14,4073.4085199816536,15855.70861233108,2599404.912941092
Equities,NVR,"X_NVR, Inc.",,5572.19,46069.67664148264,208103.77128062333,256708991.48490316
Equities,MA,X_Mastercard,,362.32,139441.1338466498,181743.66087197495,50522311.61531816
Equities,RJF,X_Raymond James,,92.89,51460.627888371426,-81133.61763077328,4780177.724550822
Equities,O,X_Realty Income,,62.26,52436.2090225331,-18.387916664831543,3264678.3737429106
Equities,J,X_Jacobs Solutions,,117.0,89457.83369615905,-1909.278680364597,10466566.542450609
Equities,SPG,X_Simon Property Group,,110.13,130208.7383708149,-88008.84109809987,14339888.356777845
Equities,VLO,X_Valero Energy,,137.22,71515.78789501684,83193.35322072837,9813396.41495421
Equities,COST,X_Costco,,494.9,83767.17591754753,-33895.05971883214,41456375.361594275
Equities,K,X_Kellogg's,,66.37,138154.4956149229,11195.253986324173,9169313.873962434
Equities,ANET,X_Arista Networks,,167.86,38385.34356611955,-168109.02066500447,6443363.771008828
Equities,GRMN,X_Garmin,,100.23,25169.570194826345,10589.623908405893,2522746.0206274446
Equities,MTB,X_M&T Bank,,118.33,126152.45888655918,145655.04239190454,14927620.460046548
Equities,CMG,X_Chipotle Mexican Grill,,1708.29,83137.21951328954,3291384.3028729577,142022480.7223574
Equities,WRB,X_Berkley,,62.14,23391.24608819539,-5999.228070387634,1453532.0319204614
Equities,VTRS,X_Viatris,,9.4,12074.164414944607,2455.0009877010516,113497.14550047931
Equities,MCO,X_Moody's Corporation,,304.55,83846.62987844493,202174.4368990886,25535491.129480407
Equities,KMI,X_Kinder Morgan,,16.95,120290.71712461274,-7857.996732753139,2038927.655262186
Equities,ALLE,X_Allegion,,106.32,97460.91129777161,-21561.16340132274,10362044.089179078
Equities,PPL,X_PPL Corporation,,27.54,142067.29362823337,-1771.3589866821912,3912533.266521547
Equities,CFG,X_Citizens Financial Group,,29.54,75288.81916802144,81792.5076592346,2224031.7182233534
Equities,ABBV,X_AbbVie,,156.19,52227.25542406915,66776.27657791718,8157375.0246853605
Equities,MAS,X_Masco,,49.2,114029.48703849189,-6783.552170103425,5610250.762293802
Equities,FOX,X_Fox Corporation (Class B),,31.31,149455.37693510758,5489.959137123887,4679447.851838218
Equities,CSX,X_CSX,,29.83,57155.774299838835,-624.2811213367445,1704956.7473641923
Equities,MKC,X_McCormick & Company,,82.45,41456.29074828527,-17331.555617304086,3418071.1721961205
Equities,QRVO,X_Qorvo,,101.57,61093.38877755947,-3146.294301967439,6205255.498136715
Equities,HST,X_Host Hotels & Resorts,,16.34,4241.809642299266,199.85250839751913,69311.16955517
Equities,CDAY,X_Ceridian,,73.22,12535.977664290482,224.43164279460518,917884.2845793491
Equities,SEE,X_Sealed Air,,45.68,103671.94092677998,18702.636899550816,4735734.261535309
Equities,MNST,X_Monster Beverage,,54.01,88445.41481649037,1518.7908389685667,4776936.854238645
Equities,LNC,X_Lincoln Financial,,21.6,150888.17949879705,-228431.55640076398,3259184.6771740164
Equities,LOW,X_Lowe's,,198.04,115486.7965057049,32961.36217262875,22871005.179989796
Equities,WAB,X_Wabtec,,100.73,8259.084454841715,2448.9155366050463,831937.577136206
Equities,EXPE,X_Expedia Group,,97.03,69937.23374721363,66863.47987967596,6786009.790492139
Equities,SHW,X_Sherwin-Williams,,223.68,97058.48214517436,-2913.463240449209,21710041.2862326
Equities,GPC,X_Genuine Parts Company,,166.24,146951.28732981184,-225128.2837731961,24429182.00570792
Equities,HWM,X_Howmet Aerospace,,42.3,77128.1267693152,2503.233153509404,3262519.762342033
Equities,VRSN,X_Verisign,,211.33,72732.87811421795,-134262.4897744971,15370639.131877681
Equities,TGT,X_Target Corporation,,163.12,98977.96601610097,5335.250924690839,16145285.81654639
Equities,HON,X_Honeywell,,189.09,51833.23600889158,-2790.459222153292,9801146.59692131
Equities,DHI,X_D.R. Horton,,97.27,147926.2493422003,382.9113386958501,14388786.27351582
Equities,LHX,X_L3Harris,,194.97,125168.46801497783,-160839.32375986638,24404096.208880227
Equities,SJM,X_J.M. Smucker Company (The),,155.2,37034.26507649598,13909.976557893524,5747717.939872176
Equities,CMS,X_CMS Energy,,60.4,92650.48990024488,223.7660868884419,5596089.589974791
Equities,ADI,X_Analog Devices,,196.28,149881.79705641733,295757.9381522363,29418799.126233593
Equities,CAH,X_Cardinal Health,,75.1,37016.0009841858,-982.6365427023811,2779901.6739123533
Equities,KO,X_Coca-Cola Company (The),,61.56,15035.372262805926,4177.911115954194,925577.5164983328
Equities,OMC,X_Omnicom Group,,93.64,67875.0939010394,10669.170737569326,6355823.79289333
Government Bond,ES0000012B39,X_BONOS Y OBLIG DEL ESTADO 1.4% 04/30/2028 144A,BF5F9L8,108.09,24464.25206268584,4.518330978123669,2644341.0054557123
Government Bond,DK0009923807,X_KINGDOM OF DENMARK 0.5 % 11/15/2029 144A ,BJK1TG4,104.56,89743.7790940793,44.85394796784858,9383609.542076932
Government Bond,SG7U32949426,X_SINGAPORE GOVERNMENT 2.875% 09/01/2030 ,B61HV19,109.23,17292.142658928376,-48.98623982701751,1888820.7426347467
Government Bond,GB00B0CNHZ09,X_UNITED KINGDOM I/L GILT 1.25% 11/22/2055 REGS,B0CNHZ0,450.92,4020.1420813739196,182.11866629616708,1812762.467333128
Government Bond,IT0004513641,X_BUONI POLIENNALI DEL TES 5% 03/01/2025 144A,B66W7L1,115.34,36334.094599323245,-91.41780091591264,4190774.4710859433
Government Bond,GB0008932666,X_UNITED KINGDOM I/L GILT 4.125% 07/22/2030 REGS,893266,384.75,1442.6289661352455,-25.90461113271395,555051.4947205357
Government Bond,GB00BNNGP551,X_UNITED KINGDOM I/L GILT 0.125% 08/10/2031 REGS,BNNGP55,142.96,2437.5605364946114,-31.820433297103904,348473.65429726965
Government Bond,DE0001030567,X_DEUTSCHLAND I/L BOND 0.1 % 4/15/2026 REGS,BWBXZW8,121.32,7029.614882273452,11.836255007513314,852832.8775174152
Government Bond,NL0010721999,X_NETHERLANDS GOVERNMENT 2.75 % 01/15/2047 144A ,BJZ2W85,162.31,1196.3098617982394,-2.063640528046475,194173.05366847225
Government Bond,SE0000556599,X_SWEDEN I/L BOND 3.5 % 12/01/2028 144A ,5681217,192.08,8036.439799735251,-84.30407117724599,1543639.356733147
