FINANCIAL TYPE,SYMBOL,SECURITY NAME,SEDOL,PRICE,QUANTITY,REALISED P/L,MARKET VALUE
Equities,AVGO,Broadcom Inc.,,539.69,144764.22218106693,-2438272.4865718577,78127803.06890002
Equities,IP,International Paper,,35.67,175782.89629729337,-90133.04498755079,6270175.910924454
Equities,MS,Morgan Stanley,,90.69,169834.56646710145,-239437.28763772215,15402296.832901431
Equities,APD,Air Products and Chemicals,,304.8,141999.1106789308,-653743.9684028649,43281328.93493811
Equities,PRU,Prudential Financial,,103.68,234039.66047981198,-65527.00337277692,24265231.99854691
Equities,SHW,Sherwin-Williams,,247.29,134948.0968398983,687803.1053573664,33371314.86753845
Equities,CHTR,Charter Communications,,391.29,224978.76671951436,-515918.6105480721,88031941.62967877
Equities,KEY,KeyCorp,,18.22,153685.20056166558,12932.336743094507,2800144.3542335466
Equities,KR,Kroger,,48.36,162069.46780795304,-47958.00864876418,7837679.463192609
Equities,TSN,Tyson Foods,,65.15,229563.43388300878,7497.029971798907,14956057.717478024
Equities,TRMB,Trimble Inc.,,59.75,165945.05005652292,-10038.088345401122,9915216.740877245
Equities,INTC,Intel,,29.48,121899.24591271364,-43777.45677321952,3593589.769506798
Equities,EMR,Emerson Electric,,94.08,185257.3068066136,-86341.8054019627,17429007.424366206
Equities,OXY,Occidental Petroleum,,68.94,210188.30947256123,32220.237397650377,14490382.05503837
Equities,BBY,Best Buy,,82.39,9146.957702116044,-31249.100074737667,753617.8450773408
Equities,PPL,PPL Corporation,,28.77,118682.17576754268,67712.09718473574,3414486.196832203
Equities,PAYX,Paychex,,121.3,65450.89006194629,96633.82335855745,7939192.964514084
Equities,VLO,Valero Energy,,130.39,113785.137478077,-16885.745384765592,14836444.07576646
Equities,C,Citigroup,,46.87,87083.43068346042,-34706.95663770179,4081600.39613379
Equities,FTV,Fortive,,67.4,62156.608266115414,-18359.590388405508,4189355.3971361793
Equities,ILMN,Illumina,,218.08,23083.496714913115,-6778.396057615478,5034048.963588253
Equities,IT,Gartner,,350.37,77112.0623843832,-299927.61192629236,27017753.297616344
Equities,HOLX,Hologic,,76.16,89102.57272417843,52187.338287905506,6786051.938673429
Equities,WST,West Pharmaceutical Services,,234.25,143608.09656264007,113705.39308855822,33640196.61979844
Equities,ALL,Allstate,,131.9,132834.03856620344,-197417.2565564344,17520809.686882235
Equities,AZO,AutoZone,,2579.0,135263.82855788342,-240405.39223125746,348845413.8507813
Equities,CHD,Church & Dwight,,81.14,43745.89179798695,-62353.31765084861,3549541.6604886614
Equities,MGM,MGM Resorts,,36.86,213918.0748139931,-20142.650840149727,7885020.237643786
Equities,CFG,Citizens Financial Group,,40.82,165102.77094592707,-59386.87390081875,6739495.110012743
Equities,RHI,Robert Half,,77.27,122058.66911922483,45244.06011089777,9431473.362842502
Equities,GOOG,Alphabet Inc. (Class C),,101.45,119813.46579133056,-73536.53182325649,12155076.104530485
Equities,EQT,EQT,,41.86,108251.71781310857,19936.99900203332,4531416.907656725
Equities,REGN,Regeneron,,751.7,118055.63027110489,61314.10374995863,88742417.27478956
Equities,ABC,AmerisourceBergen,,169.24,175981.4990887466,95267.30828693081,29783108.905779477
Equities,MA,Mastercard,,354.75,111009.20650896938,188199.43134565547,39380516.00905689
Equities,CDW,CDW,,186.9,56745.48136418795,-169509.08083570987,10605730.466966728
Equities,WRK,WestRock,,36.94,124101.90906365198,3505.900733913382,4584324.5208113035
Equities,SEDG,SolarEdge,,298.86,182750.14123295594,-742785.7349030031,54616707.208881214
