FINANCIAL TYPE,SYMBOL,SECURITY NAME,SEDOL,PRICE,QUANTITY,REALISED P/L,MARKET VALUE
Equities,ATO,Atmos Energy,,114.55,1201.1129637374218,-321.94695208420916,137587.48999612167
Equities,MKTX,MarketAxess,,271.68,9478.830398830329,16575.5853537552,2575208.6427542237
Equities,CHD,Church & Dwight,,92.19,7334.004105847808,462.7285920548252,676121.8385181094
Equities,WYNN,Wynn Resorts,,98.44,1944.0730226072662,4290.171133214802,191374.54834545928
Equities,GOOG,Alphabet Inc. (Class C),,123.37,1833.5896389666543,1244.2795608197214,226209.95375931615
Equities,NVR,"NVR, Inc.",,5554.22,1970.039768429644,20197.98085639563,10942034.282607298
Equities,NEM,Newmont,,40.55,5361.404420615654,-5422.313374403383,217404.94925596475
Equities,IT,Gartner,,342.86,5162.6564184023655,27443.59464519158,1770068.3796134351
Equities,MA,Mastercard,,364.49,1647.5132249257865,-1480.318166470207,600502.0953532
Equities,APH,Amphenol,,75.26,742.6187366295096,0.3849721037621898,55889.486118736895
Equities,MOS,Mosaic Company (The),,31.96,8693.792528005391,-4835.348081589176,277853.6091950523
Equities,RTX,RTX Corporation,,91.5,9158.095797088228,14799.443529781398,837965.7654335729
Equities,LMT,Lockheed Martin,,444.01,9772.984531106375,31115.776919501324,4339302.861656541
Equities,COF,Capital One,,103.66,8159.57071076786,-7793.956829144205,845821.0998781964
Equities,ODFL,Old Dominion,,310.04,2962.316032196194,-3890.2366439365846,918436.462622108
Equities,PXD,Pioneer Natural Resources,,199.44,382.0183536052525,-1381.9198874986687,76189.74044303157
Equities,FITB,Fifth Third Bank,,23.97,8857.07583667007,60.23681152983517,212304.10780498158
Equities,DHI,D.R. Horton,,106.62,4003.28650826894,-532.5335849257227,426830.4075116344
Equities,ORCL,Oracle Corporation,,105.57,7710.958418906557,3625.5504360020627,814045.8802839651
Equities,NSC,Norfolk Southern Railway,,206.96,942.9289444812534,-1282.2583880434236,195148.57434984023
Equities,HUM,Humana,,500.87,1489.871579060485,-1349.7456716246738,746231.977804025
Equities,UDR,"UDR, Inc.",,39.29,3539.7413683929994,-1261.0937835869863,139076.43836416095
Equities,QCOM,Qualcomm,,113.41,2669.008641631749,-425.2336875651509,302692.27004745667
Equities,META,Meta Platforms,,264.72,3387.419754754452,-16744.612721891313,896717.7574785986
Equities,USB,U.S. Bank,,29.46,7760.88007850011,-5380.826968868534,228635.52711261326
Equities,MO,Altria,,43.51,194.37645198131173,-62.14493413107319,8457.319425706874
Equities,ANET,Arista Networks,,166.34,6762.299199121227,4448.9483319181145,1124840.8487818248
Equities,DD,DuPont,,66.88,9549.096833114594,-2331.3621792700023,638643.596198704
Equities,KMB,Kimberly-Clark,,133.11,8656.427588522609,20832.19105477203,1152257.0763082446
Equities,ACN,Accenture,,304.81,2959.158801473099,-15852.698324561572,901981.1942770154
Equities,IDXX,Idexx Laboratories,,464.77,2317.348275748563,-5537.375727175906,1077033.9581196597
Equities,BR,Broadridge Financial Solutions,,146.05,4419.026842830327,593.3099481508372,645398.8703953694
Equities,TJX,TJX Companies,,76.5,1689.8864118965546,-245.15469912032222,129276.31051008642
Equities,FE,FirstEnergy,,37.0,703.4749831634456,99.43553756824403,26028.574377047487
Equities,BA,Boeing,,205.7,5579.7160947004295,-719.5335381822924,1147747.6006798784
Equities,SPGI,S&P Global,,366.58,8556.095259587333,1966.0161043272556,3136493.4002595246
Equities,EA,Electronic Arts,,128.0,709.5367348740032,-15.112042190813861,90820.7020638724
Equities,TEL,TE Connectivity,,121.92,8555.389641494334,-410.94049055669075,1043073.1050909891
Equities,SBAC,SBA Communications,,220.92,2731.628144954672,-10062.696551341103,603471.289783386
Equities,DFS,Discover Financial,,101.93,9249.320729706886,-26.469539737923455,942783.2619790229
Equities,ALGN,Align Technology,,282.66,2958.4761569924303,2644.906040352833,836242.8705354804
Equities,PSA,Public Storage,,280.35,1826.494074701237,-2956.8141802375694,512057.6138424918
Equities,REGN,Regeneron,,735.56,3225.731471174414,-5056.954663973935,2372719.0409370516
Equities,ETSY,Etsy,,81.05,235.479526384681,979.9922732535844,19085.615613478396
Equities,WMT,Walmart,,146.35,5066.666102197499,363.9020193105691,741506.584056604
Equities,DAL,Delta Air Lines,,36.25,5261.836784776513,-505.3738522344835,190741.5834481486
Equities,MNST,Monster Beverage,,58.62,6735.6005796489,-138.9549095959122,394840.9059790185
Equities,PWR,Quanta Services,,177.51,613.2805811550303,888.7299264662812,108863.43596082942
Equities,ETR,Entergy,,98.2,9241.053511212627,1236.021367673162,907471.45480108
Equities,KR,Kroger,,45.06,3834.578145149713,2142.597196197563,172786.09122044608
Equities,IEX,IDEX Corporation,,197.96,5745.989254912654,6732.161101688608,1137476.0329025092
Equities,ZTS,Zoetis,,162.65,2498.268754793608,-3511.3696135541018,406343.41296718037
Equities,BG,Bunge Limited,,92.09,8942.773974551,325.65095478078047,823540.0553164016
Equities,SRE,Sempra Energy,,70.59,5345.631394778655,-1111.5552589850001,377348.12015742523
Equities,ACGL,Arch Capital Group,,69.7,7873.188223348665,9649.515805387753,548761.219167402
Equities,TGT,Target Corporation,,129.82,2665.332863658915,12382.856469044465,346013.5123602003
Equities,ADSK,Autodesk,,199.39,6592.061449809731,5174.025074561221,1314391.1324775622
Equities,EPAM,EPAM Systems,,256.62,2140.9437524987156,-633.4300801409324,549408.9857662204
Government Bond,NL0012818504,NETHERLANDS GOVERNMENT 0.75 % 07/15/2028 144A ,BFM0LR6,107.11,3767.6030604057387,24.474146832966444,403547.96380005864
Government Bond,ES0000012852,SPAIN I/L BOND 0.65 % 11/30/2027 144A ,BF0YM66,124.84,3202.9563243113225,-95.82833778053752,399857.06752702553
Government Bond,US912828WU04,TSY INFL IX N/B 0.125% 07/15/2024 ,BZ56VY8,124.5,11962.34461710042,-17.001358318817537,1489311.9048290022
Government Bond,CA135087G997,CANADIAN GOVERNMENT RRB 0.5% 12/01/2050,BG7PCR0,131.81,2255.0691326452097,-16.52712310843996,297240.6623739651
Government Bond,GB00B6460505,UNITED KINGDOM GILT 4.25% 12/07/2040 REGS,B646050,152.59,11574.56085412444,13.737660237269294,1766162.2407308484
Government Bond,GB00BYY5F144,UNITED KINGDOM I/L GILT 0.125% 03/22/2026 REGS,BYY5F14,139.99,4807.929903319065,5.246414650728823,673062.1071656359
Government Bond,ES00000128C6,BONOS Y OBLIG DEL ESTADO 2.9% 10/31/2046 144A,BYZ0LZ4,135.23,16969.90130100051,359.83919758308775,2294839.752934299
Government Bond,ES00000121S7,BONOS Y OBLIG DEL ESTADO 4.7% 07/30/2041 144A,B4KCFS6,164.41,2570.1368801680474,-37.60139110470036,422556.2044684287
Government Bond,GB00BD9MZZ71,UNITED KINGDOM I/L GILT 0.125% 11/22/2065 REGS,BD9MZZ7,326.05,3585.0823547119653,-10.34665958855763,1168916.1017538363
Government Bond,AT0000A1K9C8,REPUBLIC OF AUSTRIA 0.75 % 10/20/2026 144A ,BYN4DC9,105.6,17167.311889452256,-132.6148476101277,1812868.1355261581
Government Bond,DE0001030575,DEUTSCHLAND I/L BOND 0.1 % 4/15/2046 REGS,BZ0D4B2,181.73,4447.465841960341,210.16041684675133,808237.9674594527
Government Bond,DK0009923807,KINGDOM OF DENMARK 0.5 % 11/15/2029 144A ,BJK1TG4,104.83,81688.39809850712,-85.0835593614942,8563394.7726665
Government Bond,GB00BNNGP551,UNITED KINGDOM I/L GILT 0.125% 08/10/2031 REGS,BNNGP55,143.22,2432.0952901885307,-21.789554396578893,348324.6874608014
Government Bond,GB00BZ13DV40,UNITED KINGDOM I/L GILT 0.125% 08/10/2048 REGS,BZ13DV4,217.7,3432.4729999174438,14.978810142098993,747249.3720820275
Government Bond,US9128287D64,TSY INFL IX N/B 0.25% 07/15/2029 ,BK53BD3,121.42,11567.009645760889,9.449404064177822,1404466.311188287
Government Bond,US912810FS25,TSY INFL IX N/B 2% 01/15/2026,BZ56W67,161.68,6399.9878215345125,-0.0,1034750.0309857
Government Bond,GB00B128DH60,UNITED KINGDOM I/L GILT 1.25% 11/22/2027 REGS,B128DH6,207.72,5060.147193518663,9.275218888323785,1051093.7750376966
Government Bond,US912810SB52,TSY INFL IX N/B 1% 02/15/2048,BFZBGW6,157.39,6530.186118036544,13.555908806811885,1027785.9931177716
Government Bond,ES0000012932,BONOS Y OBLIG DEL ESTADO 4.2% 01/31/2037 144A,B05L4R2,147.52,10492.371957523568,-307.429557356021,1547834.711173877
Government Bond,IT0003745541,BUONI POLIENNALI DEL TES 2.4% 09/15/2035 144A,B03KSM4,179.74,5342.226385647373,-9.545371743266513,960211.7705562589
Government Bond,GB0031790826,UNITED KINGDOM I/L GILT 2% 01/26/2035 REGS,3179082,309.03,2593.210363032187,27.008296278962185,801379.7984878367
Government Bond,GB00BDX8CX86,UNITED KINGDOM I/L GILT 0.125% 03/22/2068 REGS,BDX8CX8,366.31,3684.838819472552,-0.6687547766745179,1349793.3079609906
Government Bond,SE0013748258,SWEDEN I/L BOND 0.125 % 06/01/2030 144A ,BLP563,124.43,2786.824810081589,5.476106473602366,346764.61111845216
CASH,USDCURR,CASH,,,,,3949708.6970942114
