FINANCIAL TYPE,SYMBOL,SECURITY NAME,SEDOL,PRICE,QUANTITY,REALISED P/L,MARKET VALUE
Equities,TJX,TJX Companies,,78.19,38444.4378042699,-2899.9479114234236,3005970.5919158636
Equities,SYY,Sysco,,76.22,176519.83443199313,337.36516430664943,13454341.780406516
Equities,PNR,Pentair,,57.89,317662.2158695651,-123767.14186672638,18389465.676689122
Equities,AXP,American Express,,160.79,313683.77545633545,26429.26925599298,50437214.255624175
Equities,COP,ConocoPhillips,,101.31,266037.0118194125,91407.51943002471,26952209.667424683
Equities,DGX,Quest Diagnostics,,138.1,198669.89347489583,-20338.477735654786,27436312.288883112
Equities,WYNN,Wynn Resorts,,113.72,73645.40176808275,-9236.505417779761,8374955.08906637
Equities,STT,State Street Corporation,,71.64,107992.72004409952,17216.38361941703,7736598.46395929
Equities,META,Meta Platforms,,240.32,294603.33853694866,-751403.6196540401,70799074.3171995
Equities,ANSS,Ansys,,313.92,273286.67061287805,-549828.503640387,85790151.63879468
Equities,MHK,Mohawk Industries,,105.9,194339.6354184631,179675.41188255063,20580567.390815243
Equities,GOOG,Alphabet Inc. (Class C),,108.22,83583.85459152186,26354.569983683934,9045444.743894495
Equities,TEL,TE Connectivity,,121.22,10637.868407977918,2202.684374837125,1289522.408415083
Equities,NWL,Newell Brands,,12.05,96574.20679063332,4162.002719093349,1163719.1918271317
Equities,MMC,Marsh McLennan,,179.53,122340.12836380032,283329.9619292166,21963723.245153073
Equities,SO,Southern Company,,72.11,261584.48790136888,-211642.16425150598,18862857.42256771
Equities,CRL,Charles River Laboratories,,190.12,276852.1077058257,363021.37363157124,52635122.71703158
Equities,GWW,W. W. Grainger,,691.82,30385.651177710508,-42577.12941926623,21021401.197763685
Equities,QRVO,Qorvo,,92.08,285602.29248337564,422589.5704144075,26298259.091869228
Equities,MCO,Moody's Corporation,,311.62,167873.03235019706,251315.65352021088,52312594.34096841
Equities,EBAY,eBay,,46.16,162727.94986314923,79395.50510889295,7511522.165682968
Equities,REGN,Regeneron,,801.79,169206.35264778166,-944680.0589899713,135667961.48946485
Equities,AVY,Avery Dennison,,173.63,155992.88371242592,53532.878518178295,27085044.39898851
Equities,BK,BNY Mellon,,42.2,199059.79392745323,55674.07128755057,8400323.303738527
Equities,IFF,International Flavors & Fragrances,,95.96,226219.27204236342,92061.76310607143,21708001.34518519
Equities,CPRT,Copart,,39.52,122824.12816800305,-35477.90299737722,4854009.545199481
Equities,LEN,Lennar,,112.47,303733.29648257396,139535.16029176678,34160883.85539509
Equities,TPR,"Tapestry, Inc.",,40.53,233208.4697380572,-73886.26235068022,9451939.278483458
Equities,ACGL,Arch Capital Group,,75.07,188987.26007717414,-195393.2949747787,14187273.613993462
Equities,HAL,Halliburton,,32.58,49685.61808675422,-5781.202543573977,1618757.4372664525
Equities,PTC,PTC,,125.79,25108.07005202309,-5312.773439262313,3158344.1318439846
Equities,ROK,Rockwell Automation,,281.06,255355.68048219933,160794.75674807752,71770267.55632694
Equities,LLY,Eli Lilly and Company,,393.99,56692.538530291524,508392.2761135476,22336293.255549558
Equities,LYV,Live Nation Entertainment,,67.78,25713.175299823186,-843.0964331272835,1742839.0218220155
Equities,AZO,AutoZone,,2663.31,260935.81423178682,8775093.888658894,694952963.4016601
Equities,EW,Edwards Lifesciences,,87.98,223395.8695228164,-55444.50895670336,19654368.60061739
Equities,CAG,Conagra Brands,,37.56,135178.9932658684,-6270.814551260557,5077322.987066017
Equities,CPB,Campbell Soup Company,,53.87,146877.27275315012,4921.754765710202,7912278.683212196
Equities,ENPH,Enphase,,164.2,92375.07596973327,581508.6749570081,15167987.474230202
Equities,DRI,Darden Restaurants,,150.72,174960.02163667022,-40741.11603820477,26369974.461078934
Equities,IEX,IDEX Corporation,,205.08,294316.50430250505,-1955634.9242990322,60358428.70235774
Equities,ARE,Alexandria Real Estate Equities,,122.81,188671.30989984478,-28261.875227795223,23170723.56879994
Equities,WAT,Waters Corporation,,300.36,133039.8154041372,-21611.941562249816,39959838.95478665
Equities,LYB,LyondellBasell,,92.08,53846.771590846736,5260.702318217516,4958210.728085168
Equities,TFC,Truist,,31.44,149428.71548733648,31158.252216513753,4698038.814921859
Equities,SLB,Schlumberger,,49.08,174405.5528112802,5918.13186917454,8559824.531977633
Equities,DAL,Delta Air Lines,,34.24,32359.31123368888,-2064.6842998877623,1107982.8166415074
Equities,HOLX,Hologic,,86.01,277737.084679988,422776.4504608652,23888166.653325766
