FINANCIAL TYPE,SYMBOL,SECURITY NAME,ISIN,PRICE,QUANTITY,REALISED P/L,MARKET VALUE
Equities,TAP,Molson Coors Beverage Company,,50.21,9279.885066202607,1879.135833240314,465943.0291740329
Equities,VRSN,Verisign,,182.22,9608.959004720431,-5497.575350545869,1750944.5098401569
Equities,TDY,Teledyne Technologies,,368.36,1415.0179356266387,100.9336837680105,521236.00676742865
Equities,ADI,Analog Devices,,149.44,2994.572840512189,4534.3881155033505,447508.9652861415
Equities,MA,Mastercard,,322.35,460.7035139249521,-432.53209182669036,148507.77771370832
Equities,WMB,Williams Companies,,32.22,723.9626647392105,-71.4313494986973,23326.07705789736
Equities,VFC,VF Corporation,,39.13,5429.719985544079,-1057.054662469358,212464.9430343398
Equities,VZ,Verizon,,39.12,3455.276354437141,56.4907677446669,135170.41098558094
Equities,NDSN,Nordson Corporation,,224.6,4804.4795023602155,-3469.7719059478923,1079086.0962301043
Equities,KR,Kroger,,46.87,3850.1650806585285,-533.5405576160009,180457.23733046523
Equities,O,Realty Income,,65.29,9444.422035461519,-803.2808921318319,616626.3146952826
Equities,NTAP,NetApp,,69.99,1776.999267996244,-448.01261491036905,124372.1787670571
Equities,NUE,Nucor,,130.95,7371.256222799234,-9471.545050322919,965266.0023755596
Equities,MOS,Mosaic Company (The),,52.91,822.6848462945574,239.7470820635449,43528.255217445025
Equities,BAC,Bank of America,,32.72,1250.4809663677272,-262.92856968985683,40915.73721955203
Equities,DOV,Dover Corporation,,123.63,2435.14714503189,-400.8093790000231,301057.24154029257
Equities,GD,General Dynamics,,223.76,6614.386164208241,5641.137168945988,1480035.048103236
Equities,FOXA,Fox Corporation (Class A),,33.94,1678.2770864408972,-100.17589915888524,56960.72431380404
Equities,ADSK,Autodesk,,201.74,263.25915081425836,118.9529695844817,53109.90108526849
Equities,BXP,Boston Properties,,74.52,3060.3876282157535,-112.09285431368187,228060.08605463794
Equities,GPN,Global Payments,,123.06,9444.422035461519,-2251.878956255069,1162230.5756838946
Equities,AES,AES Corporation,,24.77,4903.201683915562,349.48592840209443,121452.30571058848
Equities,BLK,BlackRock,,647.46,7766.144949020621,9997.980320876337,5028268.2086928915
Equities,ALL,Allstate,,117.94,8654.644583018744,-2493.662460951736,1020728.7821212306
Equities,TRV,Travelers Companies (The),,158.19,1151.7587848123803,216.02186915972928,182196.72216947045
Equities,VRTX,Vertex Pharmaceuticals,,281.76,6943.460102726064,7655.260703068971,1956389.3185440958
Equities,MAR,Marriott International,,152.14,32.907393851782295,-6.209570546813701,5006.530900610158
Equities,SNA,Snap-on,,212.28,9082.440703091914,-7089.432321036119,1928020.5124523514
Equities,CSGP,CoStar Group,,69.64,5232.275622433385,-740.7375176032318,364375.67434626096
Equities,AON,Aon,,277.18,4442.49816999061,2195.134369697084,1231371.6427579974
Equities,ABBV,AbbVie,,129.22,559.425695480299,-1.641532637929025,72288.98836996424
Equities,WHR,Whirlpool Corporation,,148.8,6680.2009519118055,2090.6419530446606,994013.9016444767
Equities,DVA,DaVita Inc.,,85.29,789.777452442775,-154.10152865273668,67360.11891884428
Equities,BMY,Bristol Myers Squibb,,65.25,4014.70204991744,557.4921206746418,261959.30875711297
Equities,VTRS,Viatris,,9.12,4245.053806879916,-58.75268564071226,38714.89071874483
Equities,WM,Waste Management,,166.24,7140.904465836758,-4811.257183543805,1187103.9584007028
Equities,ENPH,Enphase,,286.44,5462.627379395861,-3175.259059864338,1564714.9865541502
Equities,PHM,PulteGroup,,40.16,3290.7393851782294,-1017.2485120596443,132156.0937087577
Equities,MSCI,MSCI,,444.53,4508.312957694175,-973.0518469539807,2004080.3590837913
Equities,GNRC,Generac,,220.41,5857.516105617248,7823.535442865394,1291055.1248390977
Equities,TFX,Teleflex,,224.93,9740.58858012756,757.2357965283175,2190950.589328092
Equities,NVDA,Nvidia,,150.82,1316.2957540712919,-841.2613017161954,198523.72562903224
Equities,SO,Southern Company,,74.0,3521.0911421407054,-447.4940458787886,260560.7445184122
Equities,TDG,TransDigm Group,,600.39,7700.330161317057,-11984.40310034774,4623201.2255531475
Equities,MCHP,Microchip Technology,,64.04,1711.1844802926794,-302.75036041736126,109584.2541179432
Equities,BALL,Ball Corporation,,55.19,8654.644583018744,4044.6109609636696,477649.83453680447
Equities,NI,NiSource,,28.46,6877.6453150225,177.3894853599861,195737.78566554034
Equities,AVB,AvalonBay Communities,,193.5,2336.424963476543,-393.31370063582335,452098.230432711
Equities,MPC,Marathon Petroleum,,98.37,3784.350292954964,-651.4626116293472,372266.53831797984
Equities,FIS,FIS,,88.67,9016.62591538835,-3140.97158718164,799504.2199174849
Equities,TEL,TE Connectivity,,123.95,1678.2770864408972,-239.40764792634755,208022.4448643492
Equities,CAT,Caterpillar Inc.,,180.73,9608.959004720431,5717.080595969199,1736627.1609231234
Government Bond,US912828WU04,TSY INFL IX N/B 0.125% 07/15/2024 ,US912828WU04,124.47,12656.09779773714,264.8797132635604,1575304.4928843419
Government Bond,ES0000012411,BONOS Y OBLIG DEL ESTADO 5.75% 07/30/2032,ES0000012411,154.22,15705.75867055764,-143.14738829973993,2422142.102173399
Government Bond,IT0005024234,BUONI POLIENNALI DEL TES 3.5% 03/01/2030 144A,IT0005024234,121.05,21316.125159137144,-35.23673442837736,2580316.950513551
Government Bond,GB00B3Y1JG82,UNITED KINGDOM I/L GILT 0.125% 03/22/2029 REGS,GB00B3Y1JG82,165.65,6005.516352727737,154.96884760530293,994813.7838293497
Government Bond,GB00BGDYHF49,UNITED KINGDOM I/L GILT 0.125% 08/10/2041 REGS,GB00BGDYHF49,187.58,4306.383890759177,-75.23841723053935,807791.4902286065
Government Bond,FR0013327491,FRANCE (GOVT OF) 0.1% 07/25/2036 0.0% 144A,FR0013327491,132.79,4315.118400879335,49.07091758128003,573004.5724527669
Government Bond,ES00000127G9,BONOS Y OBLIG DEL ESTADO 2.2% 10/31/2025 144A,ES00000127G9,109.71,21342.71052174533,-99.38245449349822,2341508.7713406803
Government Bond,CA135087B949,CANADIAN GOVERNMENT RRB 1.3% 12/01/2047,CA135087B949,158.81,2959.3859134699373,-15.125798870303301,469980.0769181608
Government Bond,US912828B253,TSY INFL IX N/B 0.625% 01/15/2024,US912828B253,126.48,1765.2538695812284,1.0581412668087107,223269.30942463377
Government Bond,DE0001030559,DEUTSCHLAND I/L BOND 0.5 % 4/15/2030 REGS,DE0001030559,136.35,6900.5579870670545,10.83767065613996,940891.0815365928
Government Bond,DE0001030567,DEUTSCHLAND I/L BOND 0.1 % 4/15/2026 REGS,DE0001030567,121.66,4961.7217248409015,3.6049536504842363,603643.065044144
Government Bond,IT0004545890,BUONI POLIENNALI DEL TES 2.6% 09/15/2041 144A,IT0004545890,185.7,6522.165815083636,-1.5155051062103084,1211166.191861031
Government Bond,AT0000A1K9C8,REPUBLIC OF AUSTRIA 0.75 % 10/20/2026 144A ,AT0000A1K9C8,105.69,16079.96137058053,17.83578017598257,1699491.117256656
Government Bond,US912810PV44,TSY INFL IX N/B 1.75% 01/15/2028,US912810PV44,158.9,5371.140496370305,115.001502283593,853474.2248732415
Government Bond,GB00BN65R313,UNITED KINGDOM GILT 3.5% 01/22/2045 REGS,GB00BN65R313,146.83,10278.648303987671,108.03479351451145,1509213.93047451
Government Bond,CA135087K940,CANADIAN GOVERNMENT 0.5% 09/01/2025,CA135087K940,97.76,44688.66583898214,471.30381228968565,4368763.972418894
Government Bond,US912828Z377,TSY INFL IX N/B 0.125% 01/15/2030 ,US912828Z377,119.69,16598.03282426808,-23.978962511966035,1986618.5487366465
Government Bond,CND100047QT4,CHINA GOVERNMENT BOND 3.0% 05/27/2031,CND100047QT4,101.69,19248.48064278785,0.11343602006735024,1957377.9965650965
CASH,USDCURR,CASH,,,,,3411578.148975197
