FINANCIAL TYPE,SYMBOL,SECURITY NAME,SEDOL,PRICE,QUANTITY,REALISED P/L,MARKET VALUE
Equities,TJX,TJX Companies,,61.14,38395.0672924201,459.525533371193,2347474.414258565
Equities,SYY,Sysco,,68.9,173907.41700582133,50424.84655841363,11982221.031701092
Equities,PNR,Pentair,,39.94,310691.3738769949,-89895.4736598418,12409013.472647175
Equities,AXP,American Express,,132.98,310458.2353488153,26129.97635178442,41284736.13668545
Equities,COP,ConocoPhillips,,98.72,263201.3721644498,-186922.66544595073,25983239.46007448
Equities,DGX,Quest Diagnostics,,120.27,198407.9554814705,-39459.95125570338,23862524.805756457
Equities,WYNN,Wynn Resorts,,62.72,73025.10559355964,9959.076616316639,4580134.622828061
Equities,STT,State Street Corporation,,59.3,103361.59724451373,-71067.16392703773,6129342.716599664
Equities,META,Meta Platforms,,135.68,290884.72626621067,-899829.7972731832,39467239.659799464
Equities,ANSS,Ansys,,221.7,266972.3087383449,-691395.4081843365,59187760.84729105
Equities,MHK,Mohawk Industries,,91.19,201657.8643672755,319360.3715906143,18389180.65165185
Equities,GOOG,Alphabet Inc. (Class C),,96.15,85769.660158889,89415.4825724128,8246752.824277178
Equities,TEL,TE Connectivity,,108.38,10492.288693549026,-4434.801170200147,1137154.2486068434
Equities,NWL,Newell Brands,,13.32,93607.8618703246,-45416.756692493764,1246856.7201127238
Equities,MMC,Marsh McLennan,,147.17,125413.44272645027,118335.56272138392,18457096.366051685
Equities,SO,Southern Company,,65.29,246737.04491036886,-326624.67802418675,16109461.662197985
Equities,CRL,Charles River Laboratories,,196.8,264958.24503698514,-304729.1988695775,52143782.62327868
Equities,GWW,W. W. Grainger,,483.87,29393.177298473536,-47068.07372281363,14222476.69941239
Equities,QRVO,Qorvo,,79.41,283909.8755568664,335183.17229515204,22545283.21797076
Equities,MCO,Moody's Corporation,,240.73,166967.27334433727,-805980.251978404,40194031.71218231
Equities,EBAY,eBay,,36.21,167811.63568802483,40802.82917801793,6076459.32826338
Equities,REGN,Regeneron,,688.87,173000.91955213476,572353.8471435012,119175143.45187907
Equities,AVY,Avery Dennison,,160.61,151327.47583516664,-162935.1635979814,24304705.893886115
Equities,BK,BNY Mellon,,37.21,201102.55160151195,40260.17551785674,7483025.94509226
Equities,IFF,International Flavors & Fragrances,,88.32,232819.41322587332,547851.4098020128,20562610.57610913
Equities,CPRT,Copart,,26.6,125344.97806365,49213.475644799175,3334176.4164930903
Equities,LEN,Lennar,,73.44,295734.00765234634,-55266.99664839315,21718705.521988314
Equities,TPR,"Tapestry, Inc.",,27.81,231040.2814259869,-61478.62988096156,6425230.226456695
Equities,ACGL,Arch Capital Group,,45.54,187971.89431530595,3023.943850800015,8560240.067119032
Equities,HAL,Halliburton,,24.31,50399.59164273592,21761.319008358772,1225214.0728349101
Equities,PTC,PTC,,104.6,26057.502972211518,38036.56142175691,2725614.8108933247
Equities,ROK,Rockwell Automation,,211.49,259092.96493370103,521041.0117987151,54795571.153828435
Equities,LLY,Eli Lilly and Company,,319.93,55484.85985581184,162108.07565881294,17751271.21366988
Equities,LYV,Live Nation Entertainment,,76.04,25578.98878043655,18671.674399481562,1945026.3068643955
Equities,AZO,AutoZone,,2141.93,272422.3701778665,-388100.3277407056,583509647.3550775
Equities,EW,Edwards Lifesciences,,82.63,220227.61186814762,-167010.99473031226,18197407.56866504
