FINANCIAL TYPE,SYMBOL,SECURITY NAME,ISIN,PRICE,QUANTITY,REALISED P/L,MARKET VALUE
Equities,FICO,Fair Isaac,,809.21,79963.77099039461,69680.0238342456,64707483.12313722
Equities,CI,Cigna,,280.6,63095.33815516412,-178775.41392380197,17704551.886339054
Equities,DFS,Discover Financial,,115.93,32210.86034533363,55235.114035714105,3734205.0398345278
Equities,NFLX,Netflix,,440.49,60503.0400214594,-30239.979424840018,26650984.09905265
Equities,PRU,Prudential Financial,,87.03,35140.09444908101,7820.163067309518,3058242.41990352
Equities,HIG,Hartford (The),,72.02,101115.46054343897,-43941.58267605093,7282335.468338474
Equities,RF,Regions Financial Corporation,,17.82,105530.22943752837,1439.33149852126,1880548.6885767556
Equities,PFE,Pfizer,,36.28,176659.0028711391,3819.6541161327486,6409188.624164927
Equities,SO,Southern Company,,69.53,99052.89645864474,3088.864088339178,6887147.890769569
Equities,TMO,Thermo Fisher Scientific,,521.75,182082.94174477493,152512.2651161696,95001774.85533632
Equities,ON,ON Semiconductor,,94.58,181896.2859055878,126520.80121903766,17203750.720950495
Equities,WHR,Whirlpool Corporation,,146.87,21156.60334478896,-43577.31373942892,3107270.3332491545
Equities,K,Kellogg's,,67.4,147988.6659720021,8822.713077422293,9974436.086512944
Equities,A,Agilent Technologies,,120.25,171178.48714533285,-101941.52353339201,20584213.079226274
Equities,LYB,LyondellBasell,,90.65,3484.356076671614,-2595.8640450749203,315856.87835028186
Equities,CLX,Clorox,,157.87,27975.717838352262,2842.2019798266724,4416526.575140672
Equities,CNC,Centene Corporation,,67.45,111455.71630465079,-43752.40169388401,7517688.064748696
Equities,ATO,Atmos Energy,,115.6,47850.504008877266,11712.022623245082,5531518.263426212
Equities,LUV,Southwest Airlines,,36.21,208527.74046625523,-220842.69216127243,7550789.482283102
Equities,ZTS,Zoetis,,171.83,191802.4900626937,136040.04427625396,32957421.86747266
Equities,PGR,Progressive Corporation,,132.27,81271.52206553283,55701.92425145082,10749784.223608028
Equities,CHTR,Charter Communications,,367.37,2712.959019877583,-10071.06187013709,996659.7551324278
Equities,NTAP,NetApp,,75.9,120280.40854819254,39333.879208878934,9129283.008807816
Equities,FTNT,Fortinet,,75.59,125973.92349670551,144504.9923664057,9522368.87711597
Equities,MSFT,Microsoft,,339.82,176213.48575296238,-151121.2082091811,59880866.728571676
Equities,MO,Altria,,45.3,104756.92146172254,16662.940794355785,4745488.542216031
Equities,NVDA,Nvidia,,423.02,176713.05458032966,1901524.7155347015,74753156.34857105
Equities,FFIV,"F5, Inc.",,146.26,201043.69440369747,-9666.247326911694,29404650.74348479
Equities,IDXX,Idexx Laboratories,,502.23,78287.89501705706,504149.0272500998,39318529.51441657
Equities,INTC,Intel,,33.32,86063.42447601995,-1564.551291479212,2867633.3035409846
